template,count,percentage,samples,suggested,confidence,label,notes
"PM response took <*> ms (<*>, powerd)",9,0.44999999999999996,"[""PM response took 2010 ms (54, powerd)"", ""PM response took 1938 ms (54, powerd)"", ""PM response took 28003 ms (54, powerd)""]",0,high,0,Auto-labeled (high confidence)
ASL Sender Statistics,9,0.44999999999999996,"[""ASL Sender Statistics"", ""ASL Sender Statistics"", ""ASL Sender Statistics""]",1,high,1,Auto-labeled (high confidence)
ARPT: <*>.<*>: ARPT: Wake Reason: Wake on Scan offload,9,0.44999999999999996,"[""ARPT: 620752.337198: ARPT: Wake Reason: Wake on Scan offload"", ""ARPT: 621542.378462: ARPT: Wake Reason: Wake on Scan offload"", ""ARPT: 626380.467130: ARPT: Wake Reason: Wake on Scan offload""]",0,high,0,Auto-labeled (high confidence)
tcp_connection_tls_session_error_callback_imp <*> __tcp_connection_tls_session_callback_write_block_invoke.<*> error <*>,8,0.4,"[""tcp_connection_tls_session_error_callback_imp 1977 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22"", ""tcp_connection_tls_session_error_callback_imp 2044 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22"", ""tcp_connection_tls_session_error_callback_imp 2068 __tcp_connection_tls_session_callback_write_block_invoke.434 error 22""]",0,high,0,Auto-labeled (high confidence)
"ARPT: <*>.<*>: wl0: setup_keepalive: Local port: <*>, Remote port: <*>",8,0.4,"[""ARPT: 621686.164365: wl0: setup_keepalive: Local port: 62614, Remote port: 443"", ""ARPT: 671958.142550: wl0: setup_keepalive: Local port: 49791, Remote port: 5223"", ""ARPT: 673321.718258: wl0: setup_keepalive: Local port: 50542, Remote port: 5223""]",0,high,0,Auto-labeled (high confidence)
<*>:<*>:<*>.<*> : BTLE scanner Powered On,8,0.4,"[""10:46:47.425 : BTLE scanner Powered On"", ""11:49:29.473 : BTLE scanner Powered On"", ""13:20:12.402 : BTLE scanner Powered On""]",0,high,0,Auto-labeled (high confidence)
ARPT: <*>.<*>: wl0: setup_keepalive: Remote IP: <*>,8,0.4,"[""ARPT: 682406.173418: wl0: setup_keepalive: Remote IP: 17.249.28.77"", ""ARPT: 682634.998705: wl0: setup_keepalive: Remote IP: 17.249.28.93"", ""ARPT: 683623.036953: wl0: setup_keepalive: Remote IP: 17.249.12.155""]",0,high,0,Auto-labeled (high confidence)
"ARPT: <*>.<*>: wl0: setup_keepalive: Seq: <*>, Ack: <*>, Win size: <*>",8,0.4,"[""ARPT: 627305.613279: wl0: setup_keepalive: Seq: 1664112163, Ack: 818851215, Win size: 4096"", ""ARPT: 671889.268467: wl0: setup_keepalive: Seq: 2040703749, Ack: 3006590414, Win size: 4096"", ""ARPT: 672113.005034: wl0: setup_keepalive: Seq: 1128495564, Ack: 3106452487, Win size: 4096""]",0,high,0,Auto-labeled (high confidence)
ARPT: <*>.<*>: framerdy <*> bmccmd <*> framecnt <*>,8,0.4,"[""ARPT: 682068.402171: framerdy 0x0 bmccmd 7 framecnt 1024"", ""ARPT: 682833.053879: framerdy 0x0 bmccmd 3 framecnt 1024"", ""ARPT: 683047.197539: framerdy 0x0 bmccmd 3 framecnt 1024""]",0,high,0,Auto-labeled (high confidence)
Unrecognized attribute value: t:AbchPersonItemType,8,0.4,"[""Unrecognized attribute value: t:AbchPersonItemType"", ""Unrecognized attribute value: t:AbchPersonItemType"", ""Unrecognized attribute value: t:AbchPersonItemType""]",0,high,0,Auto-labeled (high confidence)
KeychainGetICDPStatus: status: off,8,0.4,"[""KeychainGetICDPStatus: status: off"", ""KeychainGetICDPStatus: status: off"", ""KeychainGetICDPStatus: status: off""]",1,high,1,Auto-labeled (high confidence)
[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (<*>),8,0.4,"[""[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01)"", ""[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01)"", ""[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01)""]",0,high,0,Auto-labeled (high confidence)
network changed: <*>(<*>:<*>) <*>(<*>) DNS! Proxy SMB,7,0.35000000000000003,"[""network changed: v4(en0-:10.105.163.202) v6(en0:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS! Proxy SMB"", ""network changed: v4(en0-:10.105.163.202) v6(en0:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS! Proxy SMB"", ""network changed: v4(en0:10.105.163.202) v6(en0+:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS! Proxy SMB""]",0,high,0,Auto-labeled (high confidence)
"ARPT: <*>.<*>: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': <*>,",7,0.35000000000000003,"[""ARPT: 620749.901374: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,"", ""ARPT: 621145.554555: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,"", ""ARPT: 699408.252331: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,""]",1,high,1,Auto-labeled (high confidence)
"setting hostname to ""<*>""",7,0.35000000000000003,"[""setting hostname to \""authorMacBook-Pro.local\"""", ""setting hostname to \""authorMacBook-Pro.local\"""", ""setting hostname to \""authorMacBook-Pro.local\""""]",0,high,0,Auto-labeled (high confidence)
CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>,7,0.35000000000000003,"[""CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7"", ""CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7"", ""CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7""]",0,high,0,Auto-labeled (high confidence)
ARPT: <*>.<*>: AQM agg params <*> maxlen hi/lo <*> <*> minlen <*> adjlen <*>,7,0.35000000000000003,"[""ARPT: 669592.164786: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0"", ""ARPT: 725209.960568: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0"", ""ARPT: 725996.811165: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 adjlen 0x0""]",0,high,0,Auto-labeled (high confidence)
<*>:<*>:<*>.<*> : Scanning mode Contacts Only,7,0.35000000000000003,"[""01:06:37.436 : Scanning mode Contacts Only"", ""09:57:10.384 : Scanning mode Contacts Only"", ""17:26:44.228 : Scanning mode Contacts Only""]",0,high,0,Auto-labeled (high confidence)
"Setting BTCoex Config: enable_<*>:<*>, profile_<*>:<*>, enable_<*>:<*>, profile_<*>:<*>",7,0.35000000000000003,"[""Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0"", ""Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0"", ""Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0""]",0,high,0,Auto-labeled (high confidence)
ARPT: <*>.<*>: AQM agg results <*> len hi/lo: <*> <*> BAbitmap(<*>-<*>) <*>,7,0.35000000000000003,"[""ARPT: 621799.252673: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0"", ""ARPT: 682827.873728: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0"", ""ARPT: 682840.256116: AQM agg results 0x8001 len hi/lo: 0x0 0x30 BAbitmap(0-3) 0 0 0 0""]",0,high,0,Auto-labeled (high confidence)
Captive: CNPluginHandler en0: Authenticated,7,0.35000000000000003,"[""Captive: CNPluginHandler en0: Authenticated"", ""Captive: CNPluginHandler en0: Authenticated"", ""Captive: CNPluginHandler en0: Authenticated""]",0,high,0,Auto-labeled (high confidence)
AirPort: Link Down on awdl0. Reason <*> (Unspecified).,7,0.35000000000000003,"[""AirPort: Link Down on awdl0. Reason 1 (Unspecified)."", ""AirPort: Link Down on awdl0. Reason 1 (Unspecified)."", ""AirPort: Link Down on awdl0. Reason 1 (Unspecified).""]",0,high,0,Auto-labeled (high confidence)
doSaveChannels@<*>: Will write to: <*>,6,0.3,"[""doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-03_16,27,09.307937] - AuthFail:sts:5_rsn:0.xml"", ""doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-05_14,04,24.831957] - AssocFail:sts:5_rsn:0.xml"", ""doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-05_16,24,29.663045] - AuthFail:sts:5_rsn:0.xml""]",1,high,1,Auto-labeled (high confidence)
<*>::<*> - intel_rp = <*> dlla_reporting_supported = <*>,6,0.3,"[""AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0"", ""AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0"", ""AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0""]",1,high,1,Auto-labeled (high confidence)
ARPT: <*>.<*>: wlc_dump_aggfifo:,6,0.3,"[""ARPT: 682834.192587: wlc_dump_aggfifo:"", ""ARPT: 682977.654133: wlc_dump_aggfifo:"", ""ARPT: 739157.867474: wlc_dump_aggfifo:""]",0,high,0,Auto-labeled (high confidence)
<*>::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,6,0.3,"[""IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO"", ""IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO"", ""IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO""]",0,high,0,Auto-labeled (high confidence)
<*>(<*>) deny mach-lookup com.apple.networking.captivenetworksupport,6,0.3,"[""QQ(10018) deny mach-lookup com.apple.networking.captivenetworksupport"", ""QQ(10018) deny mach-lookup com.apple.networking.captivenetworksupport"", ""QQ(10018) deny mach-lookup com.apple.networking.captivenetworksupport""]",0,high,0,Auto-labeled (high confidence)
"ARPT: <*>.<*>: wl0: wl_update_tcpkeep_seq: Original Seq: <*>, Ack: <*>, Win size: <*>",6,0.3,"[""ARPT: 620750.434035: wl0: wl_update_tcpkeep_seq: Original Seq: 3226706533, Ack: 3871687177, Win size: 4096"", ""ARPT: 621146.080894: wl0: wl_update_tcpkeep_seq: Original Seq: 3014995849, Ack: 2590995288, Win size: 4096"", ""ARPT: 640362.070027: wl0: wl_update_tcpkeep_seq: Original Seq: 2000710617, Ack: 2120985509, Win size: 4096""]",0,high,0,Auto-labeled (high confidence)
"ARPT: <*>.<*>: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': <*>,",6,0.3,"[""ARPT: 645791.413780: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 156,"", ""ARPT: 671856.784669: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 18011,"", ""ARPT: 673399.580233: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 13027,""]",1,high,1,Auto-labeled (high confidence)
"SecOSStatusWith error:[<*>] Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",5,0.25,"[""SecOSStatusWith error:[-50] Error Domain=NSOSStatusErrorDomain Code=-50 \""query missing class name\"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}"", ""SecOSStatusWith error:[-50] Error Domain=NSOSStatusErrorDomain Code=-50 \""query missing class name\"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}"", ""SecOSStatusWith error:[-50] Error Domain=NSOSStatusErrorDomain Code=-50 \""query missing class name\"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}""]",0,high,0,Auto-labeled (high confidence)
"RTC: Maintenance <*>/<*>/<*> <*>:<*>:<*>, sleep <*>/<*>/<*> <*>:<*>:<*>",5,0.25,"[""RTC: Maintenance 2017/7/1 19:52:56, sleep 2017/7/1 19:40:18"", ""RTC: Maintenance 2017/7/1 21:52:00, sleep 2017/7/1 21:39:51"", ""RTC: Maintenance 2017/7/3 21:47:58, sleep 2017/7/3 21:35:20""]",0,high,0,Auto-labeled (high confidence)
[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-<*>].],5,0.25,"[""[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].]"", ""[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].]"", ""[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].]""]",0,high,0,Auto-labeled (high confidence)
sigio_handler: sigio_handler_active != <*>,5,0.25,"[""sigio_handler: sigio_handler_active != 0"", ""sigio_handler: sigio_handler_active != 0"", ""sigio_handler: sigio_handler_active != 1""]",0,high,0,Auto-labeled (high confidence)
en0: <*>.<*> country code set to '<*>'.,5,0.25,"[""en0: 802.11d country code set to 'X3'."", ""en0: 802.11d country code set to 'US'."", ""en0: 802.11d country code set to 'US'.""]",0,low,0,
Wake reason: RTC (Alarm),5,0.25,"[""Wake reason: RTC (Alarm)"", ""Wake reason: RTC (Alarm)"", ""Wake reason: RTC (Alarm)""]",0,high,0,Auto-labeled (high confidence)
<IMMacNotificationCenterManager: <*>>:    NC Disabled: NO,5,0.25,"[""<IMMacNotificationCenterManager: 0x7ff1b2d17980>:    NC Disabled: NO"", ""<IMMacNotificationCenterManager: 0x7ff1b2d17980>:    NC Disabled: NO"", ""<IMMacNotificationCenterManager: 0x7fdcc9d16380>:    NC Disabled: NO""]",5,high,0,Auto-labeled (high confidence)
AirPort: Link Down on en0. Reason <*> (Disassociated because station leaving).,5,0.25,"[""AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving)."", ""AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving)."", ""AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).""]",0,high,4,Auto-labeled (high confidence)
[<*>:<*>:<*>.<*>] itemasync_SetProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,5,0.25,"[""[17:19:15.148] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306"", ""[11:50:02.531] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306"", ""[11:50:13.362] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306""]",0,high,2,Auto-labeled (high confidence)
-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! <*>.<*> <*> <*>:<*>,5,0.25,"[""-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.10018 tc23407 119.81.102.227:80"", ""-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.10018 tc23677 123.151.137.101:80"", ""-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! NeteaseMusic.17988 tc12042 103.251.128.144:80""]",0,high,1,Auto-labeled (high confidence)
[<*>:<*>:<*>.<*>] itemasync_CopyProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,4,0.2,"[""[11:31:49.593] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092"", ""[11:34:44.290] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092"", ""[11:58:36.563] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092""]",0,high,2,Auto-labeled (high confidence)
<*>:<*>:<*>.<*> : BTLE scanner Powered Off,4,0.2,"[""21:48:53.041 : BTLE scanner Powered Off"", ""18:37:30.916 : BTLE scanner Powered Off"", ""19:17:46.405 : BTLE scanner Powered Off""]",0,high,0,Auto-labeled (high confidence)
"securityd_xpc_dictionary_handler cloudd[<*>] copy_matching Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",4,0.2,"[""securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain=NSOSStatusErrorDomain Code=-50 \""query missing class name\"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}"", ""securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain=NSOSStatusErrorDomain Code=-50 \""query missing class name\"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}"", ""securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain=NSOSStatusErrorDomain Code=-50 \""query missing class name\"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}""]",0,high,5,Auto-labeled (high confidence)
Captive: CNPluginHandler en0: Evaluating,4,0.2,"[""Captive: CNPluginHandler en0: Evaluating"", ""Captive: CNPluginHandler en0: Evaluating"", ""Captive: CNPluginHandler en0: Evaluating""]",0,high,0,Auto-labeled (high confidence)
[<*>/<*>:WARNING:dns_config_service_posix.cc(<*>)] Failed to read DnsConfig.,4,0.2,"[""[0701/114930:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig."", ""[0705/190016:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig."", ""[0706/011106:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.""]",0,high,0,Auto-labeled (high confidence)
"ARPT: <*>.<*>: wl0: Roamed or switched channel, reason #<*>, bssid <*>:<*>:<*><*>:<*>, last RSSI <*>",4,0.2,"[""ARPT: 621131.293163: wl0: Roamed or switched channel, reason #8, bssid 5c:50:15:4c:18:13, last RSSI -64"", ""ARPT: 739295.354731: wl0: Roamed or switched channel, reason #4, bssid f8:4f:57:3b:ea:b2, last RSSI -77"", ""ARPT: 771663.085756: wl0: Roamed or switched channel, reason #8, bssid 00:a6:ca:db:93:cc, last RSSI -60""]",0,high,0,Auto-labeled (high confidence)
ARPT: <*>.<*>: wl0: MDNS: IPV4 Addr: <*>,4,0.2,"[""ARPT: 626126.086246: wl0: MDNS: IPV4 Addr: 10.105.160.95"", ""ARPT: 712915.870808: wl0: MDNS: IPV4 Addr: 10.105.162.105"", ""ARPT: 724509.898718: wl0: MDNS: IPV4 Addr: 10.105.160.226""]",0,high,0,Auto-labeled (high confidence)
-[NETClientConnection effectiveBundleID] using process name CalendarAgent as bundle ID (this is expected for daemons without bundle ID,4,0.2,"[""-[NETClientConnection effectiveBundleID] using process name CalendarAgent as bundle ID (this is expected for daemons without bundle ID"", ""-[NETClientConnection effectiveBundleID] using process name CalendarAgent as bundle ID (this is expected for daemons without bundle ID"", ""-[NETClientConnection effectiveBundleID] using process name CalendarAgent as bundle ID (this is expected for daemons without bundle ID""]",0,high,0,Auto-labeled (high confidence)
AirPort: Link Up on en0,4,0.2,"[""AirPort: Link Up on en0"", ""AirPort: Link Up on en0"", ""AirPort: Link Up on en0""]",0,high,0,Auto-labeled (high confidence)
"NETWORK: no response from server, reachability, <*>, queryRetries, <*>",4,0.2,"[""NETWORK: no response from server, reachability, 2, queryRetries, 0"", ""NETWORK: no response from server, reachability, 2, queryRetries, 1"", ""NETWORK: no response from server, reachability, 2, queryRetries, 2""]",0,high,0,Auto-labeled (high confidence)
[<*>:<*>:<*>.<*>] <<<< IQ-CA >>>> piqca_setUsePreQueue: (<*>) rejecting report of layer being serviced - IQ has not yet begun to update,4,0.2,"[""[17:13:46.390] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7f92413e3000) rejecting report of layer being serviced - IQ has not yet begun to update"", ""[11:38:27.892] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce1406d600) rejecting report of layer being serviced - IQ has not yet begun to update"", ""[11:39:18.356] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce15069400) rejecting report of layer being serviced - IQ has not yet begun to update""]",0,high,0,Auto-labeled (high confidence)
TBT W (<*>): <*> [x],4,0.2,"[""TBT W (2): 0x0040 [x]"", ""TBT W (2): 0x0040 [x]"", ""TBT W (2): 0x0040 [x]""]",0,high,0,Auto-labeled (high confidence)
ASSERTION FAILED: dvcAddrRef != ((void *)<*>) -[DriverServices getDeviceAddress:] line: <*>,4,0.2,"[""ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789"", ""ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789"", ""ASSERTION FAILED: dvcAddrRef != ((void *)0) -[DriverServices getDeviceAddress:] line: 2789""]",0,high,0,Auto-labeled (high confidence)
en0: Supported channels <*>,4,0.2,"[""en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161"", ""en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161 165"", ""en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161""]",1,high,1,Auto-labeled (high confidence)
Saw change in network reachability (isReachable=<*>),4,0.2,"[""Saw change in network reachability (isReachable=2)"", ""Saw change in network reachability (isReachable=0)"", ""Saw change in network reachability (isReachable=2)""]",0,high,0,Auto-labeled (high confidence)
"pages <*>, wire <*>, act <*>, inact <*>, cleaned <*> spec <*>, zf <*>, throt <*>, compr <*>, xpmapped <*>",4,0.2,"[""pages 1471315, wire 491253, act 449877, inact 3, cleaned 0 spec 5, zf 23, throt 0, compr 345876, xpmapped 40000"", ""pages 554018, wire 418692, act 40000, inact 0, cleaned 0 spec 0, zf 0, throt 0, compr 112, xpmapped 40000"", ""pages 1401204, wire 544128, act 416065, inact 0, cleaned 0 spec 3, zf 25, throt 0, compr 266324, xpmapped 40000""]",0,high,0,Auto-labeled (high confidence)
-[SOAPParser:<*> parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),4,0.2,"[""-[SOAPParser:0x7f82b1f24e50 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid)"", ""-[SOAPParser:0x7fc7025b2810 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid)"", ""-[SOAPParser:0x7f84bad89660 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid)""]",0,high,0,Auto-labeled (high confidence)
<*>/<*>/<*> <*>:<*>:<*>.<*> | I | VoipWrapper  | DAVEngineImpl.cpp:<*>:Close             | close video chat. llFriendUIN = <*><*>.,4,0.2,"[""2017/07/02 11:38:49.414 | I | VoipWrapper  | DAVEngineImpl.cpp:1400:Close             | close video chat. llFriendUIN = ******2341."", ""2017/07/05 10:57:01.130 | I | VoipWrapper  | DAVEngineImpl.cpp:1400:Close             | close video chat. llFriendUIN = 1742124257."", ""2017/07/06 18:22:57.953 | I | VoipWrapper  | DAVEngineImpl.cpp:1400:Close             | close video chat. llFriendUIN = 1742124257.""]",0,high,0,Auto-labeled (high confidence)
ARPT: <*>.<*>: wl0: setup_keepalive: Local IP: <*>,4,0.2,"[""ARPT: 645957.322055: wl0: setup_keepalive: Local IP: 10.105.163.202"", ""ARPT: 698596.169927: wl0: setup_keepalive: Local IP: 10.142.110.255"", ""ARPT: 699300.508954: wl0: setup_keepalive: Local IP: 10.105.162.105""]",0,high,0,Auto-labeled (high confidence)
Captive: CNPluginHandler en0: Inactive,4,0.2,"[""Captive: CNPluginHandler en0: Inactive"", ""Captive: CNPluginHandler en0: Inactive"", ""Captive: CNPluginHandler en0: Inactive""]",0,high,0,Auto-labeled (high confidence)
Sandbox: <*>(<*>) deny(<*>) mach-lookup <*>,4,0.2,"[""Sandbox: QQ(10018) deny(1) mach-lookup com.apple.networking.captivenetworksupport"", ""Sandbox: QQ(10018) deny(1) mach-lookup com.apple.networking.captivenetworksupport"", ""Sandbox: QQ(10018) deny(1) mach-lookup com.apple.networking.captivenetworksupport""]",0,high,0,Auto-labeled (high confidence)
"Service ""com.apple.xpc.launchd.unmanaged.loginwindow.<*>"" tried to hijack endpoint ""com.apple.tsm.uiserver"" from owner: com.apple.SystemUIServer.agent",3,0.15,"[""Service \""com.apple.xpc.launchd.unmanaged.loginwindow.94\"" tried to hijack endpoint \""com.apple.tsm.uiserver\"" from owner: com.apple.SystemUIServer.agent"", ""Service \""com.apple.xpc.launchd.unmanaged.loginwindow.94\"" tried to hijack endpoint \""com.apple.tsm.uiserver\"" from owner: com.apple.SystemUIServer.agent"", ""Service \""com.apple.xpc.launchd.unmanaged.loginwindow.94\"" tried to hijack endpoint \""com.apple.tsm.uiserver\"" from owner: com.apple.SystemUIServer.agent""]",4,high,4,Auto-labeled (high confidence)
[com.apple.calendar.store.log.caldav.queue] [Adding [<CalDAVAccountRefreshQueueableOperation: <*>; Sequence: <*>>] to failed operations.],3,0.15,"[""[com.apple.calendar.store.log.caldav.queue] [Adding [<CalDAVAccountRefreshQueueableOperation: 0x7fa11d67f3b0; Sequence: 0>] to failed operations.]"", ""[com.apple.calendar.store.log.caldav.queue] [Adding [<CalDAVAccountRefreshQueueableOperation: 0x7fa11d67f3b0; Sequence: 0>] to failed operations.]"", ""[com.apple.calendar.store.log.caldav.queue] [Adding [<CalDAVAccountRefreshQueueableOperation: 0x7fa11d73f960; Sequence: 0>] to failed operations.]""]",0,high,0,Auto-labeled (high confidence)
