LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source
471,03-17,16:14:02.156,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
472,03-17,16:14:02.164,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
473,03-17,16:14:02.164,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
474,03-17,16:14:02.181,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
475,03-17,16:14:02.182,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
476,03-17,16:14:02.195,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
477,03-17,16:14:02.195,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
478,03-17,16:14:02.213,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
479,03-17,16:14:02.214,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
480,03-17,16:14:02.602,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261867236, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",0,normal,Android_2k
481,03-17,16:14:02.603,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k
482,03-17,16:14:02.765,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
483,03-17,16:14:02.765,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
484,03-17,16:14:02.781,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
485,03-17,16:14:02.781,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
486,03-17,16:14:02.818,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
487,03-17,16:14:02.818,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
488,03-17,16:14:02.833,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
489,03-17,16:14:02.834,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
490,03-17,16:14:02.913,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
491,03-17,16:14:02.913,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
492,03-17,16:14:02.932,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
493,03-17,16:14:02.933,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
494,03-17,16:14:03.115,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
495,03-17,16:14:03.116,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
496,03-17,16:14:03.133,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
497,03-17,16:14:03.134,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
498,03-17,16:14:03.219,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261867854, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",0,normal,Android_2k
499,03-17,16:14:03.220,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k
500,03-17,16:14:03.281,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
501,03-17,16:14:03.281,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
502,03-17,16:14:03.294,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k
503,03-17,16:14:03.294,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k
504,03-17,16:14:03.294,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k
505,03-17,16:14:03.306,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
506,03-17,16:14:03.307,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
507,03-17,16:14:03.671,1702,2639,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
508,03-17,16:14:03.691,1702,27357,W,ActivityManager,getRunningAppProcesses: caller 10091 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
509,03-17,16:14:03.871,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261868506, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",0,normal,Android_2k
510,03-17,16:14:03.872,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k
511,03-17,16:14:04.010,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
512,03-17,16:14:04.010,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
513,03-17,16:14:04.307,28601,28601,V,AudioManager,playSoundEffect   effectType: 0,E99,playSoundEffect   effectType: <*>,0,normal,Android_2k
514,03-17,16:14:04.307,28601,28601,V,AudioManager,querySoundEffectsEnabled...,E102,querySoundEffectsEnabled...,0,normal,Android_2k
515,03-17,16:14:04.310,1702,14638,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
516,03-17,16:14:04.319,1702,2555,I,WindowManager,Destroying surface Surface(name=PopupWindow:9b04807) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,E41,Destroying surface Surface(name=<*>) called by <*>,0,normal,Android_2k
517,03-17,16:14:04.326,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
518,03-17,16:14:04.327,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
519,03-17,16:14:04.356,1702,2618,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
520,03-17,16:14:04.360,1702,1736,I,WindowManager,Destroying surface Surface(name=PopupWindow:317e46) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.removeWindowLocked:2560 com.android.server.wm.WindowManagerService.removeWindow:2555,E41,Destroying surface Surface(name=<*>) called by <*>,0,normal,Android_2k
521,03-17,16:14:04.364,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
522,03-17,16:14:04.364,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
523,03-17,16:14:04.439,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
524,03-17,16:14:04.439,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
525,03-17,16:14:04.450,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
526,03-17,16:14:04.451,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
527,03-17,16:14:04.484,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
528,03-17,16:14:04.484,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
529,03-17,16:14:04.504,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
530,03-17,16:14:04.505,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
531,03-17,16:14:04.932,1702,27357,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
532,03-17,16:14:04.938,1702,3693,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
533,03-17,16:14:04.943,1702,17622,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
534,03-17,16:14:04.947,1702,3137,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
535,03-17,16:14:04.950,1702,14640,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
536,03-17,16:14:05.038,1702,8671,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,0,normal,Android_2k
537,03-17,16:14:05.460,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261870094, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",0,normal,Android_2k
538,03-17,16:14:05.461,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k
539,03-17,16:14:05.557,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
540,03-17,16:14:05.557,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
541,03-17,16:14:05.571,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
542,03-17,16:14:05.572,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
543,03-17,16:14:05.616,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
544,03-17,16:14:05.616,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
545,03-17,16:14:05.642,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
546,03-17,16:14:05.643,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
547,03-17,16:14:05.705,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
548,03-17,16:14:05.706,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
549,03-17,16:14:05.724,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
550,03-17,16:14:05.724,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
551,03-17,16:14:05.848,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k
552,03-17,16:14:05.849,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k
