template,count,percentage,samples,suggested,confidence,label,notes
critical input interrupt (unit=<*> bit=<*>): warning for torus z- wire,1,0.05,"[""critical input interrupt (unit=0x0b bit=0x0b): warning for torus z- wire""]",0,low,0,
<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,1,0.05,"[""3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected""]",2,low,2,
shutdown complete,1,0.05,"[""shutdown complete""]",0,low,0,
dbcr0=<*> dbsr=<*> ccr0=<*>,1,0.05,"[""dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000""]",0,low,0,
"PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",1,0.05,"[""PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648""]",5,low,5,
minus normalized number..................<*>,1,0.05,"[""minus normalized number..................0""]",0,low,0,
fraction rounded.........................<*>,1,0.05,"[""fraction rounded.........................0""]",0,low,0,
"critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",1,0.05,"[""critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type""]",0,low,0,
size of scratchpad portion of L3.........<*> (<*>),1,0.05,"[""size of scratchpad portion of L3.........0 (0M)""]",0,low,0,
ciod: LOGIN chdir(<*>) failed: Input/output error,1,0.05,"[""ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error""]",1,medium,1,
<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,1,0.05,"[""2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds""]",2,low,2,
"ciod: Error loading /<*>: program image too big, <*> > <*>",1,0.05,"[""ciod: Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.32.exe: program image too big, 361544528 > 266076160""]",1,medium,1,
fpr29=<*>,1,0.05,"[""fpr29=0xffffffff ffffffff ffffffff ffffffff""]",0,low,0,
Machine State Register: <*>,1,0.05,"[""Machine State Register: 0x0002f900""]",2,low,2,
