LineId,Date,Day,Time,Component,Pid,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,Month,Level,PID
881,Dec,10.0,09:19:04,LabSZ,24653.0,input_userauth_request: invalid user test1 [preauth],E12,input_userauth_request: invalid user <*> [preauth],1,security_anomaly,OpenSSH_2k,,,
882,Dec,10.0,09:19:04,LabSZ,24653.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
883,Dec,10.0,09:19:04,LabSZ,24653.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,1,security_anomaly,OpenSSH_2k,,,
884,Dec,10.0,09:19:06,LabSZ,24653.0,Failed password for invalid user test1 from 187.141.143.180 port 46519 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
885,Dec,10.0,09:19:06,LabSZ,24653.0,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
886,Dec,10.0,09:19:09,LabSZ,24655.0,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,1,security_anomaly,OpenSSH_2k,,,
887,Dec,10.0,09:19:09,LabSZ,24655.0,Invalid user test2 from 187.141.143.180,E13,Invalid user <*> from <*>,1,security_anomaly,OpenSSH_2k,,,
888,Dec,10.0,09:19:09,LabSZ,24655.0,input_userauth_request: invalid user test2 [preauth],E12,input_userauth_request: invalid user <*> [preauth],1,security_anomaly,OpenSSH_2k,,,
889,Dec,10.0,09:19:09,LabSZ,24655.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
890,Dec,10.0,09:19:09,LabSZ,24655.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,1,security_anomaly,OpenSSH_2k,,,
891,Dec,10.0,09:19:11,LabSZ,24655.0,Failed password for invalid user test2 from 187.141.143.180 port 48023 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
892,Dec,10.0,09:19:11,LabSZ,24655.0,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
893,Dec,10.0,09:19:15,LabSZ,24657.0,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,1,security_anomaly,OpenSSH_2k,,,
894,Dec,10.0,09:19:15,LabSZ,24657.0,Invalid user bssh from 187.141.143.180,E13,Invalid user <*> from <*>,1,security_anomaly,OpenSSH_2k,,,
895,Dec,10.0,09:19:15,LabSZ,24657.0,input_userauth_request: invalid user bssh [preauth],E12,input_userauth_request: invalid user <*> [preauth],1,security_anomaly,OpenSSH_2k,,,
896,Dec,10.0,09:19:15,LabSZ,24657.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
897,Dec,10.0,09:19:15,LabSZ,24657.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,1,security_anomaly,OpenSSH_2k,,,
898,Dec,10.0,09:19:17,LabSZ,24657.0,Failed password for invalid user bssh from 187.141.143.180 port 49412 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
899,Dec,10.0,09:19:17,LabSZ,24657.0,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
900,Dec,10.0,09:19:20,LabSZ,24659.0,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,1,security_anomaly,OpenSSH_2k,,,
901,Dec,10.0,09:19:20,LabSZ,24659.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=mysql,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
902,Dec,10.0,09:19:22,LabSZ,24659.0,Failed password for mysql from 187.141.143.180 port 51060 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
903,Dec,10.0,09:19:23,LabSZ,24659.0,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
904,Dec,10.0,09:19:26,LabSZ,24661.0,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,1,security_anomaly,OpenSSH_2k,,,
905,Dec,10.0,09:19:26,LabSZ,24661.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=mysql,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
906,Dec,10.0,09:19:28,LabSZ,24661.0,Failed password for mysql from 187.141.143.180 port 52586 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
907,Dec,10.0,09:19:28,LabSZ,24661.0,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
908,Dec,10.0,09:19:32,LabSZ,24663.0,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,1,security_anomaly,OpenSSH_2k,,,
909,Dec,10.0,09:19:32,LabSZ,24663.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=git,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
910,Dec,10.0,09:19:34,LabSZ,24663.0,Failed password for git from 187.141.143.180 port 53992 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
911,Dec,10.0,09:19:34,LabSZ,24663.0,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
912,Dec,10.0,09:19:37,LabSZ,24665.0,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,1,security_anomaly,OpenSSH_2k,,,
913,Dec,10.0,09:19:37,LabSZ,24665.0,Invalid user magnos from 187.141.143.180,E13,Invalid user <*> from <*>,1,security_anomaly,OpenSSH_2k,,,
914,Dec,10.0,09:19:37,LabSZ,24665.0,input_userauth_request: invalid user magnos [preauth],E12,input_userauth_request: invalid user <*> [preauth],1,security_anomaly,OpenSSH_2k,,,
915,Dec,10.0,09:19:37,LabSZ,24665.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
916,Dec,10.0,09:19:37,LabSZ,24665.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,1,security_anomaly,OpenSSH_2k,,,
917,Dec,10.0,09:19:39,LabSZ,24665.0,Failed password for invalid user magnos from 187.141.143.180 port 55517 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
918,Dec,10.0,09:19:40,LabSZ,24665.0,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
919,Dec,10.0,09:19:42,LabSZ,24667.0,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,1,security_anomaly,OpenSSH_2k,,,
920,Dec,10.0,09:19:42,LabSZ,24667.0,Invalid user magnos from 187.141.143.180,E13,Invalid user <*> from <*>,1,security_anomaly,OpenSSH_2k,,,
921,Dec,10.0,09:19:42,LabSZ,24667.0,input_userauth_request: invalid user magnos [preauth],E12,input_userauth_request: invalid user <*> [preauth],1,security_anomaly,OpenSSH_2k,,,
922,Dec,10.0,09:19:42,LabSZ,24667.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
923,Dec,10.0,09:19:42,LabSZ,24667.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,1,security_anomaly,OpenSSH_2k,,,
924,Dec,10.0,09:19:45,LabSZ,24667.0,Failed password for invalid user magnos from 187.141.143.180 port 57031 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
925,Dec,10.0,09:19:46,LabSZ,24667.0,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
926,Dec,10.0,09:19:49,LabSZ,24669.0,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,1,security_anomaly,OpenSSH_2k,,,
927,Dec,10.0,09:19:49,LabSZ,24669.0,Invalid user ingrid from 187.141.143.180,E13,Invalid user <*> from <*>,1,security_anomaly,OpenSSH_2k,,,
928,Dec,10.0,09:19:49,LabSZ,24669.0,input_userauth_request: invalid user ingrid [preauth],E12,input_userauth_request: invalid user <*> [preauth],1,security_anomaly,OpenSSH_2k,,,
929,Dec,10.0,09:19:49,LabSZ,24669.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
930,Dec,10.0,09:19:49,LabSZ,24669.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,1,security_anomaly,OpenSSH_2k,,,
931,Dec,10.0,09:19:51,LabSZ,24669.0,Failed password for invalid user ingrid from 187.141.143.180 port 58682 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
932,Dec,10.0,09:19:51,LabSZ,24669.0,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
933,Dec,10.0,09:19:54,LabSZ,24671.0,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,1,security_anomaly,OpenSSH_2k,,,
934,Dec,10.0,09:19:54,LabSZ,24671.0,Invalid user jay from 187.141.143.180,E13,Invalid user <*> from <*>,1,security_anomaly,OpenSSH_2k,,,
935,Dec,10.0,09:19:54,LabSZ,24671.0,input_userauth_request: invalid user jay [preauth],E12,input_userauth_request: invalid user <*> [preauth],1,security_anomaly,OpenSSH_2k,,,
936,Dec,10.0,09:19:54,LabSZ,24671.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
937,Dec,10.0,09:19:54,LabSZ,24671.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,1,security_anomaly,OpenSSH_2k,,,
938,Dec,10.0,09:19:57,LabSZ,24671.0,Failed password for invalid user jay from 187.141.143.180 port 60259 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
939,Dec,10.0,09:19:57,LabSZ,24671.0,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
940,Dec,10.0,09:20:00,LabSZ,24673.0,reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,1,security_anomaly,OpenSSH_2k,,,
941,Dec,10.0,09:20:00,LabSZ,24673.0,Invalid user cyrus from 187.141.143.180,E13,Invalid user <*> from <*>,1,security_anomaly,OpenSSH_2k,,,
942,Dec,10.0,09:20:00,LabSZ,24673.0,input_userauth_request: invalid user cyrus [preauth],E12,input_userauth_request: invalid user <*> [preauth],1,security_anomaly,OpenSSH_2k,,,
943,Dec,10.0,09:20:00,LabSZ,24673.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
944,Dec,10.0,09:20:00,LabSZ,24673.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,1,security_anomaly,OpenSSH_2k,,,
945,Dec,10.0,09:20:02,LabSZ,24673.0,Failed password for invalid user cyrus from 187.141.143.180 port 33574 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
946,Dec,10.0,09:20:03,LabSZ,24673.0,Received disconnect from 187.141.143.180: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
947,Dec,10.0,09:31:22,LabSZ,24676.0,Invalid user FILTER from 104.192.3.34,E13,Invalid user <*> from <*>,1,security_anomaly,OpenSSH_2k,,,
948,Dec,10.0,09:31:22,LabSZ,24676.0,input_userauth_request: invalid user FILTER [preauth],E12,input_userauth_request: invalid user <*> [preauth],1,security_anomaly,OpenSSH_2k,,,
949,Dec,10.0,09:31:22,LabSZ,24676.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
950,Dec,10.0,09:31:22,LabSZ,24676.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=104.192.3.34,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,1,security_anomaly,OpenSSH_2k,,,
951,Dec,10.0,09:31:24,LabSZ,24676.0,Failed password for invalid user FILTER from 104.192.3.34 port 33738 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
952,Dec,10.0,09:31:24,LabSZ,24676.0,Received disconnect from 104.192.3.34: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
953,Dec,10.0,09:31:32,LabSZ,24678.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=104.192.3.34  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
954,Dec,10.0,09:31:34,LabSZ,24678.0,Failed password for root from 104.192.3.34 port 56524 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
955,Dec,10.0,09:31:34,LabSZ,24678.0,Connection closed by 104.192.3.34 [preauth],E2,Connection closed by <*> [preauth],0,normal,OpenSSH_2k,,,
956,Dec,10.0,09:32:20,LabSZ,24680.0,Accepted password for fztu from 119.137.62.142 port 49116 ssh2,E1,Accepted password for <*> from <*> port <*> ssh2,0,normal,OpenSSH_2k,,,
957,Dec,10.0,09:32:20,LabSZ,24680.0,pam_unix(sshd:session): session opened for user fztu by (uid=0),E23,pam_unix(sshd:session): session opened for user <*> by (uid=<*>),0,normal,OpenSSH_2k,,,
958,Dec,10.0,09:32:35,LabSZ,24787.0,Invalid user matlab from 52.80.34.196,E13,Invalid user <*> from <*>,1,security_anomaly,OpenSSH_2k,,,
959,Dec,10.0,09:32:35,LabSZ,24787.0,input_userauth_request: invalid user matlab [preauth],E12,input_userauth_request: invalid user <*> [preauth],1,security_anomaly,OpenSSH_2k,,,
960,Dec,10.0,09:32:35,LabSZ,24787.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
961,Dec,10.0,09:32:35,LabSZ,24787.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ec2-52-80-34-196.cn-north-1.compute.amazonaws.com.cn,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,1,security_anomaly,OpenSSH_2k,,,
962,Dec,10.0,09:32:42,LabSZ,24787.0,Failed password for invalid user matlab from 52.80.34.196 port 36060 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
963,Dec,10.0,09:32:42,LabSZ,24787.0,Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
964,Dec,10.0,09:45:06,LabSZ,24761.0,Received disconnect from 119.137.62.142: 11: disconnected by user,E26,Received disconnect from <*>: <*>: disconnected by user,2,system_failure,OpenSSH_2k,,,
965,Dec,10.0,09:45:06,LabSZ,24680.0,pam_unix(sshd:session): session closed for user fztu,E22,pam_unix(sshd:session): session closed for user <*>,0,normal,OpenSSH_2k,,,
966,Dec,10.0,09:48:23,LabSZ,24806.0,Invalid user 0 from 181.214.87.4,E13,Invalid user <*> from <*>,1,security_anomaly,OpenSSH_2k,,,
967,Dec,10.0,09:48:23,LabSZ,24806.0,input_userauth_request: invalid user 0 [preauth],E12,input_userauth_request: invalid user <*> [preauth],1,security_anomaly,OpenSSH_2k,,,
968,Dec,10.0,09:48:23,LabSZ,24806.0,Failed none for invalid user 0 from 181.214.87.4 port 51889 ssh2,E8,Failed none for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
969,Dec,10.0,09:48:24,LabSZ,24806.0,Connection closed by 181.214.87.4 [preauth],E2,Connection closed by <*> [preauth],0,normal,OpenSSH_2k,,,
970,Dec,10.0,09:48:32,LabSZ,24808.0,Did not receive identification string from 181.214.87.4,E3,Did not receive identification string from <*>,0,normal,OpenSSH_2k,,,
971,Dec,10.0,10:04:52,LabSZ,24809.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=60.2.12.12  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
972,Dec,10.0,10:04:54,LabSZ,24809.0,Failed password for root from 60.2.12.12 port 63646 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
973,Dec,10.0,10:04:54,LabSZ,24809.0,Received disconnect from 60.2.12.12: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
974,Dec,10.0,10:04:54,LabSZ,24811.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=60.2.12.12  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
975,Dec,10.0,10:04:56,LabSZ,24811.0,Failed password for root from 60.2.12.12 port 65244 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
976,Dec,10.0,10:04:56,LabSZ,24811.0,Received disconnect from 60.2.12.12: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
977,Dec,10.0,10:05:00,LabSZ,24813.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=60.2.12.12  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
978,Dec,10.0,10:05:03,LabSZ,24813.0,Failed password for root from 60.2.12.12 port 10217 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
979,Dec,10.0,10:05:03,LabSZ,24813.0,Received disconnect from 60.2.12.12: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
980,Dec,10.0,10:05:08,LabSZ,24815.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=60.2.12.12  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
981,Dec,10.0,10:05:10,LabSZ,24815.0,Failed password for root from 60.2.12.12 port 15145 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
982,Dec,10.0,10:05:10,LabSZ,24815.0,Received disconnect from 60.2.12.12: 11: Bye Bye [preauth],E24,Received disconnect from <*>: <*>: Bye Bye [preauth],0,normal,OpenSSH_2k,,,
983,Dec,10.0,10:05:19,LabSZ,24817.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=60.2.12.12  user=root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,1,security_anomaly,OpenSSH_2k,,,
984,Dec,10.0,10:05:22,LabSZ,24817.0,Failed password for root from 60.2.12.12 port 20658 ssh2,E9,Failed password for <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
985,Dec,10.0,10:05:22,LabSZ,24817.0,Connection closed by 60.2.12.12 [preauth],E2,Connection closed by <*> [preauth],0,normal,OpenSSH_2k,,,
986,Dec,10.0,10:13:59,LabSZ,24833.0,Invalid user admin from 119.4.203.64,E13,Invalid user <*> from <*>,1,security_anomaly,OpenSSH_2k,,,
987,Dec,10.0,10:13:59,LabSZ,24833.0,input_userauth_request: invalid user admin [preauth],E12,input_userauth_request: invalid user <*> [preauth],1,security_anomaly,OpenSSH_2k,,,
988,Dec,10.0,10:13:59,LabSZ,24833.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
989,Dec,10.0,10:13:59,LabSZ,24833.0,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=119.4.203.64,E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,1,security_anomaly,OpenSSH_2k,,,
990,Dec,10.0,10:14:01,LabSZ,24833.0,Failed password for invalid user admin from 119.4.203.64 port 2191 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
991,Dec,10.0,10:14:01,LabSZ,24833.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
992,Dec,10.0,10:14:04,LabSZ,24833.0,Failed password for invalid user admin from 119.4.203.64 port 2191 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
993,Dec,10.0,10:14:04,LabSZ,24833.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
994,Dec,10.0,10:14:06,LabSZ,24833.0,Failed password for invalid user admin from 119.4.203.64 port 2191 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
995,Dec,10.0,10:14:06,LabSZ,24833.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
996,Dec,10.0,10:14:08,LabSZ,24833.0,Failed password for invalid user admin from 119.4.203.64 port 2191 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
997,Dec,10.0,10:14:08,LabSZ,24833.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
998,Dec,10.0,10:14:10,LabSZ,24833.0,Failed password for invalid user admin from 119.4.203.64 port 2191 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
999,Dec,10.0,10:14:10,LabSZ,24833.0,pam_unix(sshd:auth): check pass; user unknown,E21,pam_unix(sshd:auth): check pass; user unknown,0,normal,OpenSSH_2k,,,
1000,Dec,10.0,10:14:13,LabSZ,24833.0,Failed password for invalid user admin from 119.4.203.64 port 2191 ssh2,E10,Failed password for invalid user <*> from <*> port <*> ssh2,1,security_anomaly,OpenSSH_2k,,,
1001,Dec,10.0,10:14:13,LabSZ,24833.0,Disconnecting: Too many authentication failures for admin [preauth],E4,Disconnecting: Too many authentication failures for admin [preauth],1,security_anomaly,OpenSSH_2k,,,
