log,LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
Jun 22 03:17:35 combo sshd(pam_unix)[16210]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,201,Jun,22,03:17:35,combo,sshd(pam_unix),16210.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:17:36 combo sshd(pam_unix)[16212]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,202,Jun,22,03:17:36,combo,sshd(pam_unix),16212.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:17:36 combo sshd(pam_unix)[16213]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,203,Jun,22,03:17:36,combo,sshd(pam_unix),16213.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:17:45 combo sshd(pam_unix)[16216]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,204,Jun,22,03:17:45,combo,sshd(pam_unix),16216.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:17:46 combo sshd(pam_unix)[16218]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,205,Jun,22,03:17:46,combo,sshd(pam_unix),16218.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:17:46 combo sshd(pam_unix)[16219]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,206,Jun,22,03:17:46,combo,sshd(pam_unix),16219.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:17:52 combo sshd(pam_unix)[16222]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,207,Jun,22,03:17:52,combo,sshd(pam_unix),16222.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:17:55 combo sshd(pam_unix)[16224]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,208,Jun,22,03:17:55,combo,sshd(pam_unix),16224.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:17:56 combo sshd(pam_unix)[16226]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,209,Jun,22,03:17:56,combo,sshd(pam_unix),16226.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:17:56 combo sshd(pam_unix)[16227]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,210,Jun,22,03:17:56,combo,sshd(pam_unix),16227.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:18:02 combo sshd(pam_unix)[16230]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,211,Jun,22,03:18:02,combo,sshd(pam_unix),16230.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:18:05 combo sshd(pam_unix)[16232]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,212,Jun,22,03:18:05,combo,sshd(pam_unix),16232.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:18:06 combo sshd(pam_unix)[16234]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,213,Jun,22,03:18:06,combo,sshd(pam_unix),16234.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:18:06 combo sshd(pam_unix)[16235]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,214,Jun,22,03:18:06,combo,sshd(pam_unix),16235.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:18:10 combo sshd(pam_unix)[16238]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,215,Jun,22,03:18:10,combo,sshd(pam_unix),16238.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:18:12 combo sshd(pam_unix)[16240]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,216,Jun,22,03:18:12,combo,sshd(pam_unix),16240.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:18:15 combo sshd(pam_unix)[16242]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,217,Jun,22,03:18:15,combo,sshd(pam_unix),16242.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:18:16 combo sshd(pam_unix)[16244]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,218,Jun,22,03:18:16,combo,sshd(pam_unix),16244.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:18:16 combo sshd(pam_unix)[16245]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,219,Jun,22,03:18:16,combo,sshd(pam_unix),16245.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:18:20 combo sshd(pam_unix)[16248]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,220,Jun,22,03:18:20,combo,sshd(pam_unix),16248.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 03:18:22 combo sshd(pam_unix)[16250]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,221,Jun,22,03:18:22,combo,sshd(pam_unix),16250.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=n219076184117.netvigator.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
Jun 22 04:05:58 combo su(pam_unix)[16663]: session opened for user cyrus by (uid=0),222,Jun,22,04:05:58,combo,su(pam_unix),16663.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
Jun 22 04:05:59 combo su(pam_unix)[16663]: session closed for user cyrus,223,Jun,22,04:05:59,combo,su(pam_unix),16663.0,session closed for user cyrus,E101,session closed for user <*>
Jun 22 04:06:00 combo logrotate: ALERT exited abnormally with [1],224,Jun,22,04:06:00,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1]
Jun 22 04:11:42 combo su(pam_unix)[17037]: session opened for user news by (uid=0),225,Jun,22,04:11:42,combo,su(pam_unix),17037.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
Jun 22 04:11:42 combo su(pam_unix)[17037]: session closed for user news,226,Jun,22,04:11:42,combo,su(pam_unix),17037.0,session closed for user news,E101,session closed for user <*>
Jun 22 04:30:55 combo sshd(pam_unix)[17129]: check pass; user unknown,227,Jun,22,04:30:55,combo,sshd(pam_unix),17129.0,check pass; user unknown,E27,check pass; user unknown
Jun 22 04:30:55 combo sshd(pam_unix)[17129]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,228,Jun,22,04:30:55,combo,sshd(pam_unix),17129.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
Jun 22 04:30:55 combo sshd(pam_unix)[17125]: check pass; user unknown,229,Jun,22,04:30:55,combo,sshd(pam_unix),17125.0,check pass; user unknown,E27,check pass; user unknown
Jun 22 04:30:55 combo sshd(pam_unix)[17125]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,230,Jun,22,04:30:55,combo,sshd(pam_unix),17125.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
Jun 22 04:30:55 combo sshd(pam_unix)[17124]: check pass; user unknown,231,Jun,22,04:30:55,combo,sshd(pam_unix),17124.0,check pass; user unknown,E27,check pass; user unknown
Jun 22 04:30:55 combo sshd(pam_unix)[17124]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,232,Jun,22,04:30:55,combo,sshd(pam_unix),17124.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
Jun 22 04:30:55 combo sshd(pam_unix)[17123]: check pass; user unknown,233,Jun,22,04:30:55,combo,sshd(pam_unix),17123.0,check pass; user unknown,E27,check pass; user unknown
Jun 22 04:30:55 combo sshd(pam_unix)[17123]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,234,Jun,22,04:30:55,combo,sshd(pam_unix),17123.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
Jun 22 04:30:55 combo sshd(pam_unix)[17132]: check pass; user unknown,235,Jun,22,04:30:55,combo,sshd(pam_unix),17132.0,check pass; user unknown,E27,check pass; user unknown
Jun 22 04:30:55 combo sshd(pam_unix)[17132]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,236,Jun,22,04:30:55,combo,sshd(pam_unix),17132.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
Jun 22 04:30:55 combo sshd(pam_unix)[17131]: check pass; user unknown,237,Jun,22,04:30:55,combo,sshd(pam_unix),17131.0,check pass; user unknown,E27,check pass; user unknown
Jun 22 04:30:55 combo sshd(pam_unix)[17131]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,238,Jun,22,04:30:55,combo,sshd(pam_unix),17131.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
Jun 22 04:30:55 combo sshd(pam_unix)[17135]: check pass; user unknown,239,Jun,22,04:30:55,combo,sshd(pam_unix),17135.0,check pass; user unknown,E27,check pass; user unknown
Jun 22 04:30:55 combo sshd(pam_unix)[17135]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,240,Jun,22,04:30:55,combo,sshd(pam_unix),17135.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
Jun 22 04:30:55 combo sshd(pam_unix)[17137]: check pass; user unknown,241,Jun,22,04:30:55,combo,sshd(pam_unix),17137.0,check pass; user unknown,E27,check pass; user unknown
Jun 22 04:30:55 combo sshd(pam_unix)[17137]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,242,Jun,22,04:30:55,combo,sshd(pam_unix),17137.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
Jun 22 04:30:56 combo sshd(pam_unix)[17139]: check pass; user unknown,243,Jun,22,04:30:56,combo,sshd(pam_unix),17139.0,check pass; user unknown,E27,check pass; user unknown
Jun 22 04:30:56 combo sshd(pam_unix)[17139]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,244,Jun,22,04:30:56,combo,sshd(pam_unix),17139.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
Jun 22 04:30:56 combo sshd(pam_unix)[17140]: check pass; user unknown,245,Jun,22,04:30:56,combo,sshd(pam_unix),17140.0,check pass; user unknown,E27,check pass; user unknown
Jun 22 04:30:56 combo sshd(pam_unix)[17140]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,246,Jun,22,04:30:56,combo,sshd(pam_unix),17140.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
Jun 22 13:16:30 combo ftpd[17886]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,247,Jun,22,13:16:30,combo,ftpd,17886.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:30 combo ftpd[17889]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,248,Jun,22,13:16:30,combo,ftpd,17889.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:30 combo ftpd[17887]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,249,Jun,22,13:16:30,combo,ftpd,17887.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:30 combo ftpd[17888]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,250,Jun,22,13:16:30,combo,ftpd,17888.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:30 combo ftpd[17890]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,251,Jun,22,13:16:30,combo,ftpd,17890.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:30 combo ftpd[17893]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,252,Jun,22,13:16:30,combo,ftpd,17893.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:30 combo ftpd[17879]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,253,Jun,22,13:16:30,combo,ftpd,17879.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:30 combo ftpd[17892]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,254,Jun,22,13:16:30,combo,ftpd,17892.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:30 combo ftpd[17876]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,255,Jun,22,13:16:30,combo,ftpd,17876.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:30 combo ftpd[17875]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,256,Jun,22,13:16:30,combo,ftpd,17875.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:30 combo ftpd[17877]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,257,Jun,22,13:16:30,combo,ftpd,17877.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:30 combo ftpd[17874]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,258,Jun,22,13:16:30,combo,ftpd,17874.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:30 combo ftpd[17882]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,259,Jun,22,13:16:30,combo,ftpd,17882.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:30 combo ftpd[17872]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,260,Jun,22,13:16:30,combo,ftpd,17872.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:30 combo ftpd[17881]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,261,Jun,22,13:16:30,combo,ftpd,17881.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:30 combo ftpd[17878]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,262,Jun,22,13:16:30,combo,ftpd,17878.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:31 combo ftpd[17873]: connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,263,Jun,22,13:16:31,combo,ftpd,17873.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:31 combo ftpd[17885]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,264,Jun,22,13:16:31,combo,ftpd,17885.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:31 combo ftpd[17884]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,265,Jun,22,13:16:31,combo,ftpd,17884.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:31 combo ftpd[17880]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,266,Jun,22,13:16:31,combo,ftpd,17880.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:31 combo ftpd[17883]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,267,Jun,22,13:16:31,combo,ftpd,17883.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:31 combo ftpd[17891]: connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,268,Jun,22,13:16:31,combo,ftpd,17891.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 22 13:16:32 combo ftpd[17894]: connection from 210.245.165.136 () at Wed Jun 22 13:16:32 2005,269,Jun,22,13:16:32,combo,ftpd,17894.0,connection from 210.245.165.136 () at Wed Jun 22 13:16:32 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
Jun 23 01:41:29 combo sshd(pam_unix)[18969]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,270,Jun,23,01:41:29,combo,sshd(pam_unix),18969.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=guest
Jun 23 01:41:29 combo sshd(pam_unix)[18971]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,271,Jun,23,01:41:29,combo,sshd(pam_unix),18971.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=guest
Jun 23 01:41:29 combo sshd(pam_unix)[18973]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,272,Jun,23,01:41:29,combo,sshd(pam_unix),18973.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=guest
Jun 23 01:41:29 combo sshd(pam_unix)[18975]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,273,Jun,23,01:41:29,combo,sshd(pam_unix),18975.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=guest
Jun 23 01:41:29 combo sshd(pam_unix)[18977]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,274,Jun,23,01:41:29,combo,sshd(pam_unix),18977.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=guest
Jun 23 01:41:30 combo sshd(pam_unix)[18983]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,275,Jun,23,01:41:30,combo,sshd(pam_unix),18983.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=guest
Jun 23 01:41:30 combo sshd(pam_unix)[18982]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,276,Jun,23,01:41:30,combo,sshd(pam_unix),18982.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=guest
Jun 23 01:41:30 combo sshd(pam_unix)[18981]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,277,Jun,23,01:41:30,combo,sshd(pam_unix),18981.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=guest
Jun 23 01:41:30 combo sshd(pam_unix)[18976]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,278,Jun,23,01:41:30,combo,sshd(pam_unix),18976.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=guest
Jun 23 01:41:32 combo sshd(pam_unix)[18967]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,279,Jun,23,01:41:32,combo,sshd(pam_unix),18967.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=209.152.168.249  user=guest,E17,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=guest
Jun 23 02:55:14 combo sshd(pam_unix)[19085]: check pass; user unknown,280,Jun,23,02:55:14,combo,sshd(pam_unix),19085.0,check pass; user unknown,E27,check pass; user unknown
Jun 23 02:55:14 combo sshd(pam_unix)[19085]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=200.60.37.201,281,Jun,23,02:55:14,combo,sshd(pam_unix),19085.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=200.60.37.201,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>
Jun 23 04:05:28 combo su(pam_unix)[19534]: session opened for user cyrus by (uid=0),282,Jun,23,04:05:28,combo,su(pam_unix),19534.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
Jun 23 04:05:29 combo su(pam_unix)[19534]: session closed for user cyrus,283,Jun,23,04:05:29,combo,su(pam_unix),19534.0,session closed for user cyrus,E101,session closed for user <*>
Jun 23 04:05:30 combo logrotate: ALERT exited abnormally with [1],284,Jun,23,04:05:30,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1]
