LineId,LogId,Node,Component,State,Time,Flag,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized
389,2581412,node-211,node,status,1074217360,1,not responding,E32,not responding,0,normal,HPC_2k,2004-01-16 07:12:40.000
390,2590658,node-123,node,status,1074262967,1,running,E38,running,0,normal,HPC_2k,2004-01-16 19:52:47.000
391,2595860,node-46,node,status,1074288846,1,not responding,E32,not responding,0,normal,HPC_2k,2004-01-17 03:04:06.000
392,2596116,node-185,node,status,1074289057,1,not responding,E32,not responding,0,normal,HPC_2k,2004-01-17 03:07:37.000
393,2596202,node-216,node,status,1074289110,1,configured out,E14,configured out,0,normal,HPC_2k,2004-01-17 03:08:30.000
394,2596232,node-239,node,status,1074289147,1,not responding,E32,not responding,0,normal,HPC_2k,2004-01-17 03:09:07.000
395,2287804,full,partition,status,1061267556,-1,running,E38,running,0,normal,HPC_2k,2003-08-19 10:02:36.000
396,2271403,full,partition,status,1060163570,-1,running,E38,running,0,normal,HPC_2k,2003-08-06 15:22:50.000
397,2608517,full,partition,status,1074462770,1,running,E38,running,0,normal,HPC_2k,2004-01-19 03:22:50.000
398,2590751,node-216,node,status,1074262967,1,running,E38,running,0,normal,HPC_2k,2004-01-16 19:52:47.000
399,2595682,node-12,node,status,1074288817,1,not responding,E32,not responding,0,normal,HPC_2k,2004-01-17 03:03:37.000
400,2596033,node-131,node,status,1074288991,1,not responding,E32,not responding,0,normal,HPC_2k,2004-01-17 03:06:31.000
401,2596168,node-211,node,status,1074289105,1,not responding,E32,not responding,0,normal,HPC_2k,2004-01-17 03:08:25.000
402,2599698,node-D5,domain,status,1074297720,1,inconsistent nodesets node-160 0x0001edfe <ok> node-161 0x1001fdfe <ok> node-162 0x1001fdfe <ok> node-163 0x1001fdfe <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>,5,config_error,HPC_2k,2004-01-17 05:32:00.000
403,2601823,node-49,node,status,1074298784,1,running,E38,running,0,normal,HPC_2k,2004-01-17 05:49:44.000
404,2601830,node-56,node,status,1074298784,1,running,E38,running,0,normal,HPC_2k,2004-01-17 05:49:44.000
405,2601896,node-122,node,status,1074298784,0,running,E38,running,0,normal,HPC_2k,2004-01-17 05:49:44.000
406,2601953,node-144,node,status,1074299123,1,running,E38,running,0,normal,HPC_2k,2004-01-17 05:55:23.000
407,2602004,node-195,node,status,1074299123,1,running,E38,running,0,normal,HPC_2k,2004-01-17 05:55:23.000
408,41982,node-202,node,status,1076539387,1,running,E38,running,0,normal,HPC_2k,2004-02-12 04:13:07.000
409,41798,node-17,node,status,1076539387,1,running,E38,running,0,normal,HPC_2k,2004-02-12 04:13:07.000
410,35712,node-71,node,status,1076533037,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-12 02:27:17.000
411,44677,node-112,node,status,1076542145,1,running,E38,running,0,normal,HPC_2k,2004-02-12 04:59:05.000
412,45685,node-109,node,status,1076544000,1,active,E1,active,0,normal,HPC_2k,2004-02-12 05:30:00.000
413,47692,node-161,node,status,1076615678,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-13 01:24:38.000
414,47913,node-163,node,status,1076619203,1,running,E38,running,0,normal,HPC_2k,2004-02-13 02:23:23.000
415,47952,node-202,node,status,1076619203,1,running,E38,running,0,normal,HPC_2k,2004-02-13 02:23:23.000
416,54740,node-238,node,status,1076837827,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-15 15:07:07.000
417,80830,node-65,node,status,1077321390,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-21 05:26:30.000
418,77067,node-35,node,status,1077215250,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-19 23:57:30.000
419,76769,node-61,node,status,1077207138,1,running,E38,running,0,normal,HPC_2k,2004-02-19 21:42:18.000
420,76110,node-37,node,status,1077204510,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-19 20:58:30.000
421,57489,node-27,node,status,1076864329,1,not responding,E32,not responding,0,normal,HPC_2k,2004-02-15 22:28:49.000
422,114954,node-206,node,status,1077744705,1,running,E38,running,0,normal,HPC_2k,2004-02-26 03:01:45.000
423,114862,node-114,node,status,1077744705,1,running,E38,running,0,normal,HPC_2k,2004-02-26 03:01:45.000
424,100995,node-22,node,status,1077723931,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-25 21:15:31.000
425,100947,node-87,node,status,1077723931,1,not responding,E32,not responding,0,normal,HPC_2k,2004-02-25 21:15:31.000
426,100048,node-215,node,status,1077649605,1,running,E38,running,0,normal,HPC_2k,2004-02-25 00:36:45.000
427,90661,node-61,node,status,1077630630,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-24 19:20:30.000
428,135341,node-225,node,status,1077805320,1,not responding,E32,not responding,0,normal,HPC_2k,2004-02-26 19:52:00.000
429,160937,node-D1,domain,status,1077875820,1,inconsistent nodesets node-32 0x00000002 <ok> node-34 0x000001fe <ok> node-33 0x000001fe <ok> node-35 0x000001fe <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>,5,config_error,HPC_2k,2004-02-27 15:27:00.000
430,172472,node-100,node,status,1077891510,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-27 19:48:30.000
431,172572,node-168,node,status,1077891560,1,not responding,E32,not responding,0,normal,HPC_2k,2004-02-27 19:49:20.000
432,178780,node-147,node,status,1077897241,0,running,E38,running,0,normal,HPC_2k,2004-02-27 21:24:01.000
433,182635,node-44,node,status,1077901440,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-27 22:34:00.000
434,182754,node-109,node,status,1077901531,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-27 22:35:31.000
435,182817,node-143,node,status,1077901590,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-27 22:36:30.000
436,182920,node-218,node,status,1077901649,1,not responding,E32,not responding,0,normal,HPC_2k,2004-02-27 22:37:29.000
437,182943,node-212,node,status,1077901650,0,configured out,E14,configured out,0,normal,HPC_2k,2004-02-27 22:37:30.000
438,222217,node-204,node,status,1078490191,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-05 18:06:31.000
439,178781,node-148,node,status,1077897241,1,running,E38,running,0,normal,HPC_2k,2004-02-27 21:24:01.000
440,219135,node-99,node,status,1078470966,1,running,E38,running,0,normal,HPC_2k,2004-03-05 12:46:06.000
441,219117,node-81,node,status,1078470966,1,running,E38,running,0,normal,HPC_2k,2004-03-05 12:46:06.000
442,212764,node-120,node,status,1078465560,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-05 11:16:00.000
443,212647,node-60,node,status,1078465470,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-05 11:14:30.000
444,212610,node-49,node,status,1078465457,1,not responding,E32,not responding,0,normal,HPC_2k,2004-03-05 11:14:17.000
445,212601,node-40,node,status,1078465457,1,not responding,E32,not responding,0,normal,HPC_2k,2004-03-05 11:14:17.000
446,205653,node-175,node,status,1078406503,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-04 18:51:43.000
447,200920,node-165,node,status,1078122733,1,running,E38,running,0,normal,HPC_2k,2004-03-01 12:02:13.000
448,199728,node-186,node,status,1078118432,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-01 10:50:32.000
449,199720,node-178,node,status,1078118432,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-01 10:50:32.000
450,264741,node-209,node,status,1079261513,0,running,E38,running,0,normal,HPC_2k,2004-03-14 16:21:53.000
451,264527,node-159,node,status,1079259783,1,not responding,E32,not responding,0,normal,HPC_2k,2004-03-14 15:53:03.000
452,264395,node-196,node,status,1079255686,1,active,E1,active,0,normal,HPC_2k,2004-03-14 14:44:46.000
453,264038,full,partition,status,1079249252,1,running,E38,running,0,normal,HPC_2k,2004-03-14 12:57:32.000
454,263641,full,partition,status,1079248586,1,running,E38,running,0,normal,HPC_2k,2004-03-14 12:46:26.000
455,263520,node-170,node,status,1079248515,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-14 12:45:15.000
456,263068,node-173,node,status,1079245564,1,running,E38,running,0,normal,HPC_2k,2004-03-14 11:56:04.000
457,262672,node-36,node,status,1079243476,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-14 11:21:16.000
458,262650,node-139,node,status,1079243475,1,running,E38,running,0,normal,HPC_2k,2004-03-14 11:21:15.000
459,262432,full,partition,status,1079241153,1,running,E38,running,0,normal,HPC_2k,2004-03-14 10:42:33.000
460,261973,full,partition,status,1079220450,1,blocked,E3,blocked,3,performance_issue,HPC_2k,2004-03-14 04:57:30.000
461,261817,node-89,node,status,1079218683,1,not responding,E32,not responding,0,normal,HPC_2k,2004-03-14 04:28:03.000
462,261699,node-230,node,status,1079218682,1,not responding,E32,not responding,0,normal,HPC_2k,2004-03-14 04:28:02.000
463,261582,node-161,node,status,1079216417,1,running,E38,running,0,normal,HPC_2k,2004-03-14 03:50:17.000
464,261427,node-233,node,status,1079216415,1,not responding,E32,not responding,0,normal,HPC_2k,2004-03-14 03:50:15.000
465,261004,node-25,node,status,1079190995,1,not responding,E32,not responding,0,normal,HPC_2k,2004-03-13 20:46:35.000
466,260472,node-13,node,status,1079143598,1,not responding,E32,not responding,0,normal,HPC_2k,2004-03-13 07:36:38.000
467,260233,node-166,node,status,1079127020,1,running,E38,running,0,normal,HPC_2k,2004-03-13 03:00:20.000
468,260225,node-254,node,status,1079127019,1,running,E38,running,0,normal,HPC_2k,2004-03-13 03:00:19.000
469,260158,node-155,node,status,1079127017,1,running,E38,running,0,normal,HPC_2k,2004-03-13 03:00:17.000
470,260078,node-11,node,status,1079127017,1,not responding,E32,not responding,0,normal,HPC_2k,2004-03-13 03:00:17.000
471,259819,node-212,node,status,1079111625,1,running,E38,running,0,normal,HPC_2k,2004-03-12 22:43:45.000
472,259458,node-30,node,status,1079081093,1,running,E38,running,0,normal,HPC_2k,2004-03-12 14:14:53.000
473,252790,node-229,node,status,1079068924,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-12 10:52:04.000
474,252605,node-44,node,status,1079068924,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-12 10:52:04.000
475,250426,node-250,node,status,1079054309,1,running,E38,running,0,normal,HPC_2k,2004-03-12 06:48:29.000
476,250337,node-161,node,status,1079054308,1,running,E38,running,0,normal,HPC_2k,2004-03-12 06:48:28.000
477,244332,node-34,node,status,1079047060,1,not responding,E32,not responding,0,normal,HPC_2k,2004-03-12 04:47:40.000
478,239558,node-164,node,status,1079019273,1,running,E38,running,0,normal,HPC_2k,2004-03-11 21:04:33.000
479,239458,node-64,node,status,1079019273,1,running,E38,running,0,normal,HPC_2k,2004-03-11 21:04:33.000
480,235493,node-D6,domain,status,1079014470,1,not responding,E32,not responding,0,normal,HPC_2k,2004-03-11 19:44:30.000
481,234468,node-203,node,status,1079013901,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-11 19:35:01.000
482,234328,node-61,node,status,1079013840,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-11 19:34:00.000
483,234321,node-54,node,status,1079013840,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-11 19:34:00.000
484,232876,node-144,node,status,1079011232,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-11 18:50:32.000
485,229430,node-6,node,status,1078970342,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-11 07:29:02.000
486,272707,node-169,node,status,1079615369,1,not responding,E32,not responding,0,normal,HPC_2k,2004-03-18 18:39:29.000
487,272591,node-153,node,status,1079615344,0,not responding,E32,not responding,0,normal,HPC_2k,2004-03-18 18:39:04.000
488,272170,node-62,node,status,1079615293,1,not responding,E32,not responding,0,normal,HPC_2k,2004-03-18 18:38:13.000
489,277642,node-165,node,status,1079618688,1,running,E38,running,0,normal,HPC_2k,2004-03-18 19:34:48.000
490,277686,node-209,node,status,1079618688,1,running,E38,running,0,normal,HPC_2k,2004-03-18 19:34:48.000
491,273131,node-253,node,status,1079615432,0,configured out,E14,configured out,0,normal,HPC_2k,2004-03-18 18:40:32.000
492,273112,node-234,node,status,1079615432,0,configured out,E14,configured out,0,normal,HPC_2k,2004-03-18 18:40:32.000
493,272780,node-174,node,status,1079615371,0,configured out,E14,configured out,0,normal,HPC_2k,2004-03-18 18:39:31.000
494,272777,node-171,node,status,1079615371,0,configured out,E14,configured out,0,normal,HPC_2k,2004-03-18 18:39:31.000
495,284353,node-23,node,status,1080145602,1,running,E38,running,0,normal,HPC_2k,2004-03-24 21:56:42.000
496,284195,full,partition,status,1080133799,1,running,E38,running,0,normal,HPC_2k,2004-03-24 18:39:59.000
497,273098,node-217,node,status,1079615432,0,configured out,E14,configured out,0,normal,HPC_2k,2004-03-18 18:40:32.000
498,277540,node-119,node,status,1079618410,0,running,E38,running,0,normal,HPC_2k,2004-03-18 19:30:10.000
499,272731,node-185,node,status,1079615370,0,not responding,E32,not responding,0,normal,HPC_2k,2004-03-18 18:39:30.000
500,272589,node-151,node,status,1079615344,0,not responding,E32,not responding,0,normal,HPC_2k,2004-03-18 18:39:04.000
501,296297,node-225,node,status,1081571034,1,not responding,E32,not responding,0,normal,HPC_2k,2004-04-10 09:53:54.000
502,277540,node-119,node,status,1079618410,0,running,E38,running,0,normal,HPC_2k,2004-03-18 19:30:10.000
503,277545,node-124,node,status,1079618410,0,running,E38,running,0,normal,HPC_2k,2004-03-18 19:30:10.000
504,272769,node-163,node,status,1079615371,1,configured out,E14,configured out,0,normal,HPC_2k,2004-03-18 18:39:31.000
505,296384,node-77,node,status,1081571037,1,not responding,E32,not responding,0,normal,HPC_2k,2004-04-10 09:53:57.000
506,300968,full,partition,status,1081932726,1,running,E38,running,0,normal,HPC_2k,2004-04-14 14:22:06.000
507,300890,node-220,node,status,1081931335,1,not responding,E32,not responding,0,normal,HPC_2k,2004-04-14 13:58:55.000
508,310009,node-13,node,status,1082040658,1,running,E38,running,0,normal,HPC_2k,2004-04-15 20:20:58.000
509,315748,node-19,node,status,1082665230,1,configured out,E14,configured out,0,normal,HPC_2k,2004-04-23 01:50:30.000
510,329774,node-235,node,status,1083207608,0,running,E38,running,0,normal,HPC_2k,2004-04-29 08:30:08.000
511,329596,node-57,node,status,1083207607,1,running,E38,running,0,normal,HPC_2k,2004-04-29 08:30:07.000
512,323276,node-189,node,status,1083197700,1,not responding,E32,not responding,0,normal,HPC_2k,2004-04-29 05:45:00.000
513,323246,node-170,node,status,1083197700,1,not responding,E32,not responding,0,normal,HPC_2k,2004-04-29 05:45:00.000
514,321846,node-91,node,status,1083195752,1,configured out,E14,configured out,0,normal,HPC_2k,2004-04-29 05:12:32.000
515,321826,node-65,node,status,1083195751,1,configured out,E14,configured out,0,normal,HPC_2k,2004-04-29 05:12:31.000
516,316706,node-90,node,status,1082894753,1,running,E38,running,0,normal,HPC_2k,2004-04-25 17:35:53.000
517,340207,node-245,node,status,1083317700,0,running,E38,running,0,normal,HPC_2k,2004-04-30 15:05:00.000
518,329646,node-107,node,status,1083207607,0,running,E38,running,0,normal,HPC_2k,2004-04-29 08:30:07.000
519,339296,node-125,node,status,1083307405,0,configured out,E14,configured out,0,normal,HPC_2k,2004-04-30 12:13:25.000
520,340120,node-158,node,status,1083317700,0,running,E38,running,0,normal,HPC_2k,2004-04-30 15:05:00.000
521,340209,node-247,node,status,1083317700,0,running,E38,running,0,normal,HPC_2k,2004-04-30 15:05:00.000
522,344357,node-88,node,status,1084269621,0,configured out,E14,configured out,0,normal,HPC_2k,2004-05-11 15:30:21.000
523,344301,node-52,node,status,1084269345,0,configured out,E14,configured out,0,normal,HPC_2k,2004-05-11 15:25:45.000
524,343802,node-52,node,status,1084264230,1,configured out,E14,configured out,0,normal,HPC_2k,2004-05-11 14:00:30.000
525,366141,node-95,node,status,1085078720,1,running,E38,running,0,normal,HPC_2k,2004-05-21 00:15:20.000
526,366113,node-67,node,status,1085078720,1,running,E38,running,0,normal,HPC_2k,2004-05-21 00:15:20.000
527,371329,full,partition,status,1085797473,1,running,E38,running,0,normal,HPC_2k,2004-05-29 07:54:33.000
528,370250,full,partition,status,1085689890,1,blocked,E3,blocked,3,performance_issue,HPC_2k,2004-05-28 02:01:30.000
529,369970,full,partition,status,1085682780,1,blocked,E3,blocked,3,performance_issue,HPC_2k,2004-05-28 00:03:00.000
530,369548,node-112,node,status,1085659157,1,not responding,E32,not responding,0,normal,HPC_2k,2004-05-27 17:29:17.000
531,369300,node-79,node,status,1085569402,1,running,E38,running,0,normal,HPC_2k,2004-05-26 16:33:22.000
532,369186,node-168,node,status,1085568282,0,running,E38,running,0,normal,HPC_2k,2004-05-26 16:14:42.000
533,368987,node-95,node,status,1085567825,1,configured out,E14,configured out,0,normal,HPC_2k,2004-05-26 16:07:05.000
534,379999,node-231,node,status,1086028827,0,running,E38,running,0,normal,HPC_2k,2004-06-01 00:10:27.000
535,379995,node-227,node,status,1086028827,0,running,E38,running,0,normal,HPC_2k,2004-06-01 00:10:27.000
536,379993,node-225,node,status,1086028827,0,running,E38,running,0,normal,HPC_2k,2004-06-01 00:10:27.000
537,379872,node-103,node,status,1086028827,0,running,E38,running,0,normal,HPC_2k,2004-06-01 00:10:27.000
538,379859,node-90,node,status,1086028826,1,running,E38,running,0,normal,HPC_2k,2004-06-01 00:10:26.000
539,372036,node-219,node,status,1085921340,1,configured out,E14,configured out,0,normal,HPC_2k,2004-05-30 18:19:00.000
540,371847,node-49,node,status,1085921312,1,configured out,E14,configured out,0,normal,HPC_2k,2004-05-30 18:18:32.000
541,371602,node--tc6,tserver,status,1085921002,1,not-responding,E33,not-responding,0,normal,HPC_2k,2004-05-30 18:13:22.000
542,379912,node-144,node,status,1086028827,0,running,E38,running,0,normal,HPC_2k,2004-06-01 00:10:27.000
543,386689,full,partition,status,1087478923,1,running,E38,running,0,normal,HPC_2k,2004-06-17 18:58:43.000
544,386783,node-224,node,status,1087499940,1,active,E1,active,0,normal,HPC_2k,2004-06-18 00:49:00.000
545,392804,node-41,node,status,1088023736,0,running,E38,running,0,normal,HPC_2k,2004-06-24 02:18:56.000
546,392696,node-126,node,status,1088023734,0,running,E38,running,0,normal,HPC_2k,2004-06-24 02:18:54.000
547,392653,node-51,node,status,1088023733,1,running,E38,running,0,normal,HPC_2k,2004-06-24 02:18:53.000
548,392736,node-198,node,status,1088023734,0,running,E38,running,0,normal,HPC_2k,2004-06-24 02:18:54.000
549,392729,node-159,node,status,1088023734,0,running,E38,running,0,normal,HPC_2k,2004-06-24 02:18:54.000
550,392693,node-123,node,status,1088023734,0,running,E38,running,0,normal,HPC_2k,2004-06-24 02:18:54.000
551,399657,node-155,node,status,1089893790,1,not responding,E32,not responding,0,normal,HPC_2k,2004-07-15 17:46:30.000
552,399519,node-85,node,status,1089893761,1,configured out,E14,configured out,0,normal,HPC_2k,2004-07-15 17:46:01.000
553,399366,node-39,node,status,1089893731,1,configured out,E14,configured out,0,normal,HPC_2k,2004-07-15 17:45:31.000
554,399176,node-54,node,status,1089893717,1,not responding,E32,not responding,0,normal,HPC_2k,2004-07-15 17:45:17.000
555,398501,node-235,node,status,1089811825,1,running,E38,running,0,normal,HPC_2k,2004-07-14 19:00:25.000
556,410509,node-221,node,status,1091255504,1,running,E38,running,0,normal,HPC_2k,2004-07-31 12:01:44.000
557,409269,node-195,node,status,1091248620,1,configured out,E14,configured out,0,normal,HPC_2k,2004-07-31 10:07:00.000
558,371878,node-64,node,status,1085921340,-1,configured out,E14,configured out,0,normal,HPC_2k,2004-05-30 18:19:00.000
559,413605,node-154,node,status,1092321126,1,running,E38,running,0,normal,HPC_2k,2004-08-12 20:02:06.000
560,413350,node-41,node,status,1092320602,1,running,E38,running,0,normal,HPC_2k,2004-08-12 19:53:22.000
561,416005,full,partition,status,1092949734,1,running,E38,running,0,normal,HPC_2k,2004-08-20 02:38:54.000
562,368988,node-96,node,status,1085567825,-1,configured out,E14,configured out,0,normal,HPC_2k,2004-05-26 16:07:05.000
563,418211,node-D0,domain,status,1093628640,1,inconsistent nodesets node-1 0x000001fc <ok> node-2 0x000001fc <ok> node-7 0x000001fc <ok> node-4 0x000001fc <ok> node-6 0x000001fc <ok> node-5 0x000001fc <ok> node-3 0x000001fc <ok> node-14 0x0003fdfc <ok> node-13 0x0003fdfc <ok> node-12 0x0003fdfc <ok> node-10 0x0003fdfc <ok> node-16 0x0003fdfc <ok> node-15 0x0003fdfc <ok>,E20,inconsistent nodesets node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok> node-<*> <*> <ok><*>,5,config_error,HPC_2k,2004-08-27 23:14:00.000
564,413243,node-191,node,status,1092320499,0,configured out,E14,configured out,0,normal,HPC_2k,2004-08-12 19:51:39.000
565,417113,full,partition,status,1093473150,1,blocked,E3,blocked,3,performance_issue,HPC_2k,2004-08-26 04:02:30.000
566,413275,node-222,node,status,1092320499,0,configured out,E14,configured out,0,normal,HPC_2k,2004-08-12 19:51:39.000
567,421363,full,partition,status,1094571984,1,running,E38,running,0,normal,HPC_2k,2004-09-07 21:16:24.000
568,421349,node-18,node,status,1094571950,1,running,E38,running,0,normal,HPC_2k,2004-09-07 21:15:50.000
569,432939,node-254,node,status,1095349520,0,running,E38,running,0,normal,HPC_2k,2004-09-16 21:15:20.000
570,413246,node-193,node,status,1092320499,1,configured out,E14,configured out,0,normal,HPC_2k,2004-08-12 19:51:39.000
571,425784,node-186,node,status,1095342830,1,not responding,E32,not responding,0,normal,HPC_2k,2004-09-16 19:23:50.000
572,425734,node-133,node,status,1095342780,1,configured out,E14,configured out,0,normal,HPC_2k,2004-09-16 19:23:00.000
573,425522,node-37,node,status,1095342574,1,not responding,E32,not responding,0,normal,HPC_2k,2004-09-16 19:19:34.000
574,425174,node-109,node,status,1095341304,1,running,E38,running,0,normal,HPC_2k,2004-09-16 18:58:24.000
575,425071,node-174,node,status,1095341277,1,active,E1,active,0,normal,HPC_2k,2004-09-16 18:57:57.000
576,424807,node-53,node,status,1095339932,1,not responding,E32,not responding,0,normal,HPC_2k,2004-09-16 18:35:32.000
577,424635,node-211,node,status,1095338588,1,configured out,E14,configured out,0,normal,HPC_2k,2004-09-16 18:13:08.000
578,424634,node-210,node,status,1095338588,1,configured out,E14,configured out,0,normal,HPC_2k,2004-09-16 18:13:08.000
579,432838,node-153,node,status,1095349520,0,running,E38,running,0,normal,HPC_2k,2004-09-16 21:15:20.000
580,432843,node-158,node,status,1095349520,1,running,E38,running,0,normal,HPC_2k,2004-09-16 21:15:20.000
581,371910,node-96,node,status,1085921340,-1,configured out,E14,configured out,0,normal,HPC_2k,2004-05-30 18:19:00.000
582,442459,node-42,node,status,1098366960,1,not responding,E32,not responding,0,normal,HPC_2k,2004-10-21 19:26:00.000
583,448690,node-48,node,status,1098394861,1,running,E38,running,0,normal,HPC_2k,2004-10-22 03:11:01.000
584,448947,node-66,node,status,1098395762,1,configured out,E14,configured out,0,normal,HPC_2k,2004-10-22 03:26:02.000
585,449708,full,partition,status,1098490050,1,blocked,E3,blocked,3,performance_issue,HPC_2k,2004-10-23 05:37:30.000
586,453178,full,partition,status,1098987334,1,running,E38,running,0,normal,HPC_2k,2004-10-28 23:45:34.000
587,451647,node-9,node,status,1098825692,1,configured out,E14,configured out,0,normal,HPC_2k,2004-10-27 02:51:32.000
588,450090,node-14,node,status,1098716306,1,not responding,E32,not responding,0,normal,HPC_2k,2004-10-25 20:28:26.000
589,360067,node-96,node,status,1085056650,-1,configured out,E14,configured out,0,normal,HPC_2k,2004-05-20 18:07:30.000
590,369020,node-160,node,status,1085567825,-1,configured out,E14,configured out,0,normal,HPC_2k,2004-05-26 16:07:05.000
591,382264,node-0,node,status,1086300660,-1,configured out,E14,configured out,0,normal,HPC_2k,2004-06-04 03:41:00.000
592,457562,node-238,node,status,1100413674,1,configured out,E14,configured out,0,normal,HPC_2k,2004-11-14 11:57:54.000
593,448744,node-102,node,status,1098394861,0,running,E38,running,0,normal,HPC_2k,2004-10-22 03:11:01.000
594,18624,node-205,node,status,1100784210,1,configured out,E14,configured out,0,normal,HPC_2k,2004-11-18 18:53:30.000
595,18387,node-184,node,status,1100784181,1,configured out,E14,configured out,0,normal,HPC_2k,2004-11-18 18:53:01.000
596,24011,node-77,node,status,1100788549,1,running,E38,running,0,normal,HPC_2k,2004-11-18 20:05:49.000
597,24024,node-90,node,status,1100788549,1,running,E38,running,0,normal,HPC_2k,2004-11-18 20:05:49.000
598,24139,node-205,node,status,1100788549,0,running,E38,running,0,normal,HPC_2k,2004-11-18 20:05:49.000
599,30351,full,partition,status,1102218393,1,running,E38,running,0,normal,HPC_2k,2004-12-05 09:16:33.000
600,24181,node-247,node,status,1100788549,1,running,E38,running,0,normal,HPC_2k,2004-11-18 20:05:49.000
601,27536,node-0,node,status,1101792840,1,configured out,E14,configured out,0,normal,HPC_2k,2004-11-30 11:04:00.000
602,33966,node-16,node,status,1102693232,1,configured out,E14,configured out,0,normal,HPC_2k,2004-12-10 21:10:32.000
603,32980,node-26,node,status,1102476182,1,running,E38,running,0,normal,HPC_2k,2004-12-08 08:53:02.000
604,41359,full,partition,status,1104950640,1,blocked,E3,blocked,3,performance_issue,HPC_2k,2005-01-06 00:14:00.000
605,53241,node-175,node,status,1107152281,1,configured out,E14,configured out,0,normal,HPC_2k,2005-01-31 11:48:01.000
606,56392,node-224,node,status,1107904598,1,running,E38,running,0,normal,HPC_2k,2005-02-09 04:46:38.000
607,73494,node-29,node,status,1108652943,1,running,E38,running,0,normal,HPC_2k,2005-02-17 20:39:03.000
608,73690,node-165,node,status,1108653007,1,running,E38,running,0,normal,HPC_2k,2005-02-17 20:40:07.000
609,77384,node-233,node,status,1108744158,1,running,E38,running,0,normal,HPC_2k,2005-02-18 21:59:18.000
610,84322,full,partition,status,1109007900,1,blocked,E3,blocked,3,performance_issue,HPC_2k,2005-02-21 23:15:00.000
611,91139,node-172,node,status,1109725656,1,configured out,E14,configured out,0,normal,HPC_2k,2005-03-02 06:37:36.000
612,97235,full,partition,status,1110138244,1,running,E38,running,0,normal,HPC_2k,2005-03-07 01:14:04.000
613,110520,node-73,node,status,1111066002,1,not responding,E32,not responding,0,normal,HPC_2k,2005-03-17 18:56:42.000
614,117663,node-151,node,status,1111074926,0,running,E38,running,0,normal,HPC_2k,2005-03-17 21:25:26.000
615,117632,node-120,node,status,1111074926,0,running,E38,running,0,normal,HPC_2k,2005-03-17 21:25:26.000
616,117588,node-76,node,status,1111074926,1,running,E38,running,0,normal,HPC_2k,2005-03-17 21:25:26.000
617,117564,node-52,node,status,1111074926,1,running,E38,running,0,normal,HPC_2k,2005-03-17 21:25:26.000
618,111216,node-192,node,status,1111071420,1,configured out,E14,configured out,0,normal,HPC_2k,2005-03-17 20:27:00.000
619,110959,node-252,node,status,1111068030,1,configured out,E14,configured out,0,normal,HPC_2k,2005-03-17 19:30:30.000
620,110554,node-174,node,status,1111067067,1,not responding,E32,not responding,0,normal,HPC_2k,2005-03-17 19:14:27.000
621,138134,node-73,node,status,1111869296,1,running,E38,running,0,normal,HPC_2k,2005-03-27 02:04:56.000
622,117751,node-239,node,status,1111074926,1,running,E38,running,0,normal,HPC_2k,2005-03-17 21:25:26.000
623,117724,node-212,node,status,1111074926,1,running,E38,running,0,normal,HPC_2k,2005-03-17 21:25:26.000
624,126627,node-160,node,status,1111828200,1,not responding,E32,not responding,0,normal,HPC_2k,2005-03-26 14:40:00.000
625,141504,node-104,node,status,1112420952,1,running,E38,running,0,normal,HPC_2k,2005-04-02 11:19:12.000
626,140900,node-239,node,status,1112389915,0,running,E38,running,0,normal,HPC_2k,2005-04-02 02:41:55.000
