LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
238,2015-10-18,"18:02:27,746",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:27.746,2015-10-18 18:02:27.746,18,6,18,10,1,0,0,1.078,237,188
239,2015-10-18,"18:02:27,746",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:27.746,2015-10-18 18:02:27.746,18,6,18,10,1,0,0,0.0,238,188
240,2015-10-18,"18:02:27,965",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:27.965,2015-10-18 18:02:27.965,18,6,18,10,1,0,0,0.219,239,188
241,2015-10-18,"18:02:28,856",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:28.856,2015-10-18 18:02:28.856,18,6,18,10,1,0,0,0.891,240,188
242,2015-10-18,"18:02:28,856",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:28.856,2015-10-18 18:02:28.856,18,6,18,10,1,0,0,0.0,241,188
243,2015-10-18,"18:02:28,965",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.10501281,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:28.965,2015-10-18 18:02:28.965,18,6,18,10,1,0,0,0.109,242,188
244,2015-10-18,"18:02:29,090",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.103304505,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:29.090,2015-10-18 18:02:29.090,18,6,18,10,1,0,0,0.125,243,188
245,2015-10-18,"18:02:29,918",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:29.918,2015-10-18 18:02:29.918,18,6,18,10,1,0,0,0.828,244,188
246,2015-10-18,"18:02:29,918",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:29.918,2015-10-18 18:02:29.918,18,6,18,10,1,0,0,0.0,245,188
247,2015-10-18,"18:02:30,949",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:30.949,2015-10-18 18:02:30.949,18,6,18,10,1,0,0,1.031,246,188
248,2015-10-18,"18:02:30,949",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:30.949,2015-10-18 18:02:30.949,18,6,18,10,1,0,0,0.0,247,188
249,2015-10-18,"18:02:31,668",INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:31.668,2015-10-18 18:02:31.668,18,6,18,10,1,0,0,0.719,248,188
250,2015-10-18,"18:02:31,996",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:31.996,2015-10-18 18:02:31.996,18,6,18,10,1,0,0,0.328,249,188
251,2015-10-18,"18:02:31,996",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:31.996,2015-10-18 18:02:31.996,18,6,18,10,1,0,0,0.0,250,188
252,2015-10-18,"18:02:32,434",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:32.434,2015-10-18 18:02:32.434,18,6,18,10,1,0,0,0.438,251,188
253,2015-10-18,"18:02:32,715",INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:32.715,2015-10-18 18:02:32.715,18,6,18,10,1,0,0,0.281,252,188
254,2015-10-18,"18:02:33,012",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:33.012,2015-10-18 18:02:33.012,18,6,18,10,1,0,0,0.297,253,188
255,2015-10-18,"18:02:33,012",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:33.012,2015-10-18 18:02:33.012,18,6,18,10,1,0,0,0.0,254,188
256,2015-10-18,"18:02:34,043",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:34.043,2015-10-18 18:02:34.043,18,6,18,10,1,0,0,1.031,255,188
257,2015-10-18,"18:02:34,043",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:34.043,2015-10-18 18:02:34.043,18,6,18,10,1,0,0,0.0,256,188
258,2015-10-18,"18:02:35,090",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:35.090,2015-10-18 18:02:35.090,18,6,18,10,1,0,0,1.047,257,188
259,2015-10-18,"18:02:35,090",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:35.090,2015-10-18 18:02:35.090,18,6,18,10,1,0,0,0.0,258,188
260,2015-10-18,"18:02:35,231",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:35.231,2015-10-18 18:02:35.231,18,6,18,10,1,0,0,0.141,259,188
261,2015-10-18,"18:02:35,809",INFO,IPC Server handler 11 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:35.809,2015-10-18 18:02:35.809,18,6,18,10,1,0,0,0.578,260,188
262,2015-10-18,"18:02:36,137",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:36.137,2015-10-18 18:02:36.137,18,6,18,10,1,0,0,0.328,261,188
263,2015-10-18,"18:02:36,137",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:36.137,2015-10-18 18:02:36.137,18,6,18,10,1,0,0,0.0,262,188
264,2015-10-18,"18:02:36,215",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:36.215,2015-10-18 18:02:36.215,18,6,18,10,1,0,0,0.078,263,188
265,2015-10-18,"18:02:37,169",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:37.169,2015-10-18 18:02:37.169,18,6,18,10,1,0,0,0.954,264,188
266,2015-10-18,"18:02:37,169",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:37.169,2015-10-18 18:02:37.169,18,6,18,10,1,0,0,0.0,265,188
267,2015-10-18,"18:02:38,200",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:38.200,2015-10-18 18:02:38.200,18,6,18,10,1,0,0,1.031,266,188
268,2015-10-18,"18:02:38,200",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:38.200,2015-10-18 18:02:38.200,18,6,18,10,1,0,0,0.0,267,188
269,2015-10-18,"18:02:38,762",INFO,IPC Server handler 28 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:38.762,2015-10-18 18:02:38.762,18,6,18,10,1,0,0,0.562,268,188
270,2015-10-18,"18:02:39,200",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:39.200,2015-10-18 18:02:39.200,18,6,18,10,1,0,0,0.438,269,188
271,2015-10-18,"18:02:39,216",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:39.216,2015-10-18 18:02:39.216,18,6,18,10,1,0,0,0.016,270,188
272,2015-10-18,"18:02:39,216",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:39.216,2015-10-18 18:02:39.216,18,6,18,10,1,0,0,0.0,271,188
273,2015-10-18,"18:02:39,622",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:39.622,2015-10-18 18:02:39.622,18,6,18,10,1,0,0,0.406,272,188
274,2015-10-18,"18:02:40,247",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:40.247,2015-10-18 18:02:40.247,18,6,18,10,1,0,0,0.625,273,188
275,2015-10-18,"18:02:40,247",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:40.247,2015-10-18 18:02:40.247,18,6,18,10,1,0,0,0.0,274,188
276,2015-10-18,"18:02:41,309",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:41.309,2015-10-18 18:02:41.309,18,6,18,10,1,0,0,1.062,275,188
277,2015-10-18,"18:02:41,309",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:41.309,2015-10-18 18:02:41.309,18,6,18,10,1,0,0,0.0,276,188
278,2015-10-18,"18:02:42,200",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:42.200,2015-10-18 18:02:42.200,18,6,18,10,1,0,0,0.891,277,188
280,2015-10-18,"18:02:42,341",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:42.341,2015-10-18 18:02:42.341,18,6,18,10,1,0,0,0.141,278,188
279,2015-10-18,"18:02:42,341",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:42.341,2015-10-18 18:02:42.341,18,6,18,10,1,0,0,0.0,279,188
281,2015-10-18,"18:02:43,060",INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:43.060,2015-10-18 18:02:43.060,18,6,18,10,1,0,0,0.719,280,188
282,2015-10-18,"18:02:43,263",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:43.263,2015-10-18 18:02:43.263,18,6,18,10,1,0,0,0.203,281,188
283,2015-10-18,"18:02:43,388",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:43.388,2015-10-18 18:02:43.388,18,6,18,10,1,0,0,0.125,282,188
284,2015-10-18,"18:02:43,388",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:43.388,2015-10-18 18:02:43.388,18,6,18,10,1,0,0,0.0,283,188
285,2015-10-18,"18:02:44,419",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:44.419,2015-10-18 18:02:44.419,18,6,18,10,1,0,0,1.031,284,188
286,2015-10-18,"18:02:44,419",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:44.419,2015-10-18 18:02:44.419,18,6,18,10,1,0,0,0.0,285,188
287,2015-10-18,"18:02:45,450",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:45.450,2015-10-18 18:02:45.450,18,6,18,10,1,0,0,1.031,286,188
288,2015-10-18,"18:02:45,450",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:45.450,2015-10-18 18:02:45.450,18,6,18,10,1,0,0,0.0,287,188
289,2015-10-18,"18:02:45,841",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.10635664,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:45.841,2015-10-18 18:02:45.841,18,6,18,10,1,0,0,0.391,288,188
290,2015-10-18,"18:02:46,482",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:46.482,2015-10-18 18:02:46.482,18,6,18,10,1,0,0,0.641,289,188
291,2015-10-18,"18:02:46,482",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:46.482,2015-10-18 18:02:46.482,18,6,18,10,1,0,0,0.0,290,188
292,2015-10-18,"18:02:46,575",INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.1066108,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:46.575,2015-10-18 18:02:46.575,18,6,18,10,1,0,0,0.093,291,188
293,2015-10-18,"18:02:46,685",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.10660437,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,0,normal,Hadoop_2k,2015-10-18 18:02:46.685,2015-10-18 18:02:46.685,18,6,18,10,1,0,0,0.11,292,188
296,2015-10-18,"18:02:47,497",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2,system_failure,Hadoop_2k,2015-10-18 18:02:47.497,2015-10-18 18:02:47.497,18,6,18,10,1,0,0,0.812,293,188
295,2015-10-18,"18:02:47,497",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Assigned container container_1445144423722_0020_01_000005 to attempt_1445144423722_0020_m_000003_0,E13,Assigned container container_<*> to attempt_<*>,0,normal,Hadoop_2k,2015-10-18 18:02:47.497,2015-10-18 18:02:47.497,18,6,18,10,1,0,0,0.0,294,188
294,2015-10-18,"18:02:47,497",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers 1,E46,Got allocated containers <*>,0,normal,Hadoop_2k,2015-10-18 18:02:47.497,2015-10-18 18:02:47.497,18,6,18,10,1,0,0,0.0,295,188
297,2015-10-18,"18:02:47,513",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,normal,Hadoop_2k,2015-10-18 18:02:47.513,2015-10-18 18:02:47.513,18,6,18,10,1,0,0,0.016,296,188
298,2015-10-18,"18:02:47,513",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:1 ScheduledMaps:6 ScheduledReds:0 AssignedMaps:4 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:4 ContRel:0 HostLocal:1 RackLocal:3,E11,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:0 ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,0,normal,Hadoop_2k,2015-10-18 18:02:47.513,2015-10-18 18:02:47.513,18,6,18,10,1,0,0,0.0,297,188
299,2015-10-18,"18:02:47,513",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,E90,Resolved <*> to /default-rack,0,normal,Hadoop_2k,2015-10-18 18:02:47.513,2015-10-18 18:02:47.513,18,6,18,10,1,0,0,0.0,298,188
300,2015-10-18,"18:02:47,513",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000003_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,E21,attempt_<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,0,normal,Hadoop_2k,2015-10-18 18:02:47.513,2015-10-18 18:02:47.513,18,6,18,10,1,0,0,0.0,299,188
301,2015-10-18,"18:02:47,685",INFO,ContainerLauncher #3,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445144423722_0020_01_000005 taskAttempt attempt_1445144423722_0020_m_000003_0,E77,Processing the event EventType: CONTAINER_REMOTE_<*> for container container_<*> taskAttempt attempt_<*>,0,normal,Hadoop_2k,2015-10-18 18:02:47.685,2015-10-18 18:02:47.685,18,6,18,10,1,0,0,0.172,300,188
302,2015-10-18,"18:02:47,685",INFO,ContainerLauncher #3,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Launching attempt_1445144423722_0020_m_000003_0,E62,Launching attempt_<*>,0,normal,Hadoop_2k,2015-10-18 18:02:47.685,2015-10-18 18:02:47.685,18,6,18,10,1,0,0,0.0,301,188
303,2015-10-18,"18:02:47,685",INFO,ContainerLauncher #3,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Opening proxy : MSRA-SA-41.fareast.corp.microsoft.com:7109,E74,Opening proxy : <*>:<*>,0,normal,Hadoop_2k,2015-10-18 18:02:47.685,2015-10-18 18:02:47.685,18,6,18,10,1,0,0,0.0,302,188
304,2015-10-18,"18:02:47,841",INFO,ContainerLauncher #3,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Shuffle port returned by ContainerManager for attempt_1445144423722_0020_m_000003_0 : 13562,E94,Shuffle port returned by ContainerManager for attempt_<*> : <*>,0,normal,Hadoop_2k,2015-10-18 18:02:47.841,2015-10-18 18:02:47.841,18,6,18,10,1,0,0,0.156,303,188
305,2015-10-18,"18:02:47,841",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,TaskAttempt: [attempt_1445144423722_0020_m_000003_0] using containerId: [container_1445144423722_0020_01_000005 on NM: [MSRA-SA-41.fareast.corp.microsoft.com:7109],E105,TaskAttempt: [attempt_<*>] using containerId: [container_<*>_<*>_<*>_<*> on NM: [<*>:<*>],0,normal,Hadoop_2k,2015-10-18 18:02:47.841,2015-10-18 18:02:47.841,18,6,18,10,1,0,0,0.0,304,188
