LineId,Time,Level,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
432,Sun Dec 04 06:55:54 2005,notice,jk2_init() Found child 32657 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:55:54.000,2005-12-04 06:55:54,6,6,4,12,1,0,1,0.0,430,15
429,Sun Dec 04 06:55:55 2005,notice,jk2_init() Found child 32660 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:55:55.000,2005-12-04 06:55:55,6,6,4,12,1,0,1,1.0,431,15
433,Sun Dec 04 06:56:10 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 06:56:10.000,2005-12-04 06:56:10,6,6,4,12,1,0,1,15.0,432,4
434,Sun Dec 04 06:56:17 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 06:56:17.000,2005-12-04 06:56:17,6,6,4,12,1,0,1,7.0,433,4
435,Sun Dec 04 06:56:37 2005,notice,jk2_init() Found child 32663 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:56:37.000,2005-12-04 06:56:37,6,6,4,12,1,0,1,20.0,434,4
436,Sun Dec 04 06:56:37 2005,notice,jk2_init() Found child 32664 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:56:37.000,2005-12-04 06:56:37,6,6,4,12,1,0,1,0.0,435,4
441,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32671 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:57:19.000,2005-12-04 06:57:19,6,6,4,12,1,0,1,42.0,436,15
440,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32669 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:57:19.000,2005-12-04 06:57:19,6,6,4,12,1,0,1,0.0,437,15
437,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32670 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:57:19.000,2005-12-04 06:57:19,6,6,4,12,1,0,1,0.0,438,15
438,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32667 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:57:19.000,2005-12-04 06:57:19,6,6,4,12,1,0,1,0.0,439,15
439,Sun Dec 04 06:57:19 2005,notice,jk2_init() Found child 32668 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:57:19.000,2005-12-04 06:57:19,6,6,4,12,1,0,1,0.0,440,15
442,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 06:57:23.000,2005-12-04 06:57:23,6,6,4,12,1,0,1,4.0,441,15
443,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 06:57:23.000,2005-12-04 06:57:23,6,6,4,12,1,0,1,0.0,442,15
444,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 06:57:23.000,2005-12-04 06:57:23,6,6,4,12,1,0,1,0.0,443,15
445,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 06:57:23.000,2005-12-04 06:57:23,6,6,4,12,1,0,1,0.0,444,15
446,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 06:57:23.000,2005-12-04 06:57:23,6,6,4,12,1,0,1,0.0,445,15
447,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 06:57:23.000,2005-12-04 06:57:23,6,6,4,12,1,0,1,0.0,446,15
448,Sun Dec 04 06:57:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 06:57:23.000,2005-12-04 06:57:23,6,6,4,12,1,0,1,0.0,447,15
449,Sun Dec 04 06:57:23 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 06:57:23.000,2005-12-04 06:57:23,6,6,4,12,1,0,1,0.0,448,15
450,Sun Dec 04 06:57:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 06:57:24.000,2005-12-04 06:57:24,6,6,4,12,1,0,1,1.0,449,15
451,Sun Dec 04 06:57:24 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 06:57:24.000,2005-12-04 06:57:24,6,6,4,12,1,0,1,0.0,450,15
452,Sun Dec 04 06:58:12 2005,notice,jk2_init() Found child 32674 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:58:12.000,2005-12-04 06:58:12,6,6,4,12,1,0,1,48.0,451,13
454,Sun Dec 04 06:58:13 2005,notice,jk2_init() Found child 32673 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:58:13.000,2005-12-04 06:58:13,6,6,4,12,1,0,1,1.0,452,13
453,Sun Dec 04 06:58:13 2005,notice,jk2_init() Found child 32672 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:58:13.000,2005-12-04 06:58:13,6,6,4,12,1,0,1,0.0,453,13
455,Sun Dec 04 06:58:27 2005,notice,jk2_init() Found child 32675 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:58:27.000,2005-12-04 06:58:27,6,6,4,12,1,0,1,14.0,454,13
456,Sun Dec 04 06:58:28 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 06:58:28.000,2005-12-04 06:58:28,6,6,4,12,1,0,1,1.0,455,13
457,Sun Dec 04 06:58:28 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 06:58:28.000,2005-12-04 06:58:28,6,6,4,12,1,0,1,0.0,456,13
458,Sun Dec 04 06:58:29 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 06:58:29.000,2005-12-04 06:58:29,6,6,4,12,1,0,1,1.0,457,13
459,Sun Dec 04 06:58:29 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 06:58:29.000,2005-12-04 06:58:29,6,6,4,12,1,0,1,0.0,458,13
460,Sun Dec 04 06:58:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 06:58:51.000,2005-12-04 06:58:51,6,6,4,12,1,0,1,22.0,459,13
461,Sun Dec 04 06:58:53 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 06:58:53.000,2005-12-04 06:58:53,6,6,4,12,1,0,1,2.0,460,13
462,Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32677 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:58:54.000,2005-12-04 06:58:54,6,6,4,12,1,0,1,1.0,461,13
463,Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32676 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:58:54.000,2005-12-04 06:58:54,6,6,4,12,1,0,1,0.0,462,13
464,Sun Dec 04 06:58:54 2005,notice,jk2_init() Found child 32678 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:58:54.000,2005-12-04 06:58:54,6,6,4,12,1,0,1,0.0,463,13
465,Sun Dec 04 06:59:28 2005,notice,jk2_init() Found child 32679 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:59:28.000,2005-12-04 06:59:28,6,6,4,12,1,0,1,34.0,464,11
466,Sun Dec 04 06:59:28 2005,notice,jk2_init() Found child 32680 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:59:28.000,2005-12-04 06:59:28,6,6,4,12,1,0,1,0.0,465,11
467,Sun Dec 04 06:59:34 2005,notice,jk2_init() Found child 32681 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:59:34.000,2005-12-04 06:59:34,6,6,4,12,1,0,1,6.0,466,11
468,Sun Dec 04 06:59:34 2005,notice,jk2_init() Found child 32682 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:59:34.000,2005-12-04 06:59:34,6,6,4,12,1,0,1,0.0,467,11
469,Sun Dec 04 06:59:38 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 06:59:38.000,2005-12-04 06:59:38,6,6,4,12,1,0,1,4.0,468,11
470,Sun Dec 04 06:59:40 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 06:59:40.000,2005-12-04 06:59:40,6,6,4,12,1,0,1,2.0,469,11
471,Sun Dec 04 06:59:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 06:59:45.000,2005-12-04 06:59:45,6,6,4,12,1,0,1,5.0,470,11
472,Sun Dec 04 06:59:45 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 06:59:45.000,2005-12-04 06:59:45,6,6,4,12,1,0,1,0.0,471,11
473,Sun Dec 04 06:59:47 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 06:59:47.000,2005-12-04 06:59:47,6,6,4,12,1,0,1,2.0,472,11
474,Sun Dec 04 06:59:47 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 06:59:47.000,2005-12-04 06:59:47,6,6,4,12,1,0,1,0.0,473,11
475,Sun Dec 04 06:59:59 2005,notice,jk2_init() Found child 32683 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 06:59:59.000,2005-12-04 06:59:59,6,6,4,12,1,0,1,12.0,474,11
476,Sun Dec 04 07:00:06 2005,notice,jk2_init() Found child 32685 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:00:06.000,2005-12-04 07:00:06,7,6,4,12,1,0,0,7.0,475,4
477,Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32688 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:00:32.000,2005-12-04 07:00:32,7,6,4,12,1,0,0,26.0,476,4
478,Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32695 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:00:32.000,2005-12-04 07:00:32,7,6,4,12,1,0,0,0.0,477,4
479,Sun Dec 04 07:00:32 2005,notice,jk2_init() Found child 32696 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:00:32.000,2005-12-04 07:00:32,7,6,4,12,1,0,0,0.0,478,4
480,Sun Dec 04 07:01:25 2005,notice,jk2_init() Found child 32701 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:01:25.000,2005-12-04 07:01:25,7,6,4,12,1,0,0,53.0,479,7
481,Sun Dec 04 07:01:26 2005,notice,jk2_init() Found child 32702 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:01:26.000,2005-12-04 07:01:26,7,6,4,12,1,0,0,1.0,480,7
485,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32709 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:01:55.000,2005-12-04 07:01:55,7,6,4,12,1,0,0,29.0,481,7
484,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32710 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:01:55.000,2005-12-04 07:01:55,7,6,4,12,1,0,0,0.0,482,7
482,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32711 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:01:55.000,2005-12-04 07:01:55,7,6,4,12,1,0,0,0.0,483,7
483,Sun Dec 04 07:01:55 2005,notice,jk2_init() Found child 32708 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:01:55.000,2005-12-04 07:01:55,7,6,4,12,1,0,0,0.0,484,7
486,Sun Dec 04 07:01:57 2005,notice,jk2_init() Found child 32712 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:01:57.000,2005-12-04 07:01:57,7,6,4,12,1,0,0,2.0,485,7
487,Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 07:02:01.000,2005-12-04 07:02:01,7,6,4,12,1,0,0,4.0,486,11
488,Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 07:02:01.000,2005-12-04 07:02:01,7,6,4,12,1,0,0,0.0,487,11
489,Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 07:02:01.000,2005-12-04 07:02:01,7,6,4,12,1,0,0,0.0,488,11
490,Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 07:02:01.000,2005-12-04 07:02:01,7,6,4,12,1,0,0,0.0,489,11
491,Sun Dec 04 07:02:01 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 07:02:01.000,2005-12-04 07:02:01,7,6,4,12,1,0,0,0.0,490,11
492,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 07:02:03.000,2005-12-04 07:02:03,7,6,4,12,1,0,0,2.0,491,11
493,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 07:02:03.000,2005-12-04 07:02:03,7,6,4,12,1,0,0,0.0,492,11
494,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 07:02:03.000,2005-12-04 07:02:03,7,6,4,12,1,0,0,0.0,493,11
495,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 07:02:03.000,2005-12-04 07:02:03,7,6,4,12,1,0,0,0.0,494,11
496,Sun Dec 04 07:02:03 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 07:02:03.000,2005-12-04 07:02:03,7,6,4,12,1,0,0,0.0,495,11
497,Sun Dec 04 07:02:52 2005,notice,jk2_init() Found child 32713 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:02:52.000,2005-12-04 07:02:52,7,6,4,12,1,0,0,49.0,496,11
498,Sun Dec 04 07:03:23 2005,notice,jk2_init() Found child 32717 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:03:23.000,2005-12-04 07:03:23,7,6,4,12,1,0,0,31.0,497,2
499,Sun Dec 04 07:03:48 2005,notice,jk2_init() Found child 32720 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:03:48.000,2005-12-04 07:03:48,7,6,4,12,1,0,0,25.0,498,2
500,Sun Dec 04 07:04:27 2005,notice,jk2_init() Found child 32726 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:04:27.000,2005-12-04 07:04:27,7,6,4,12,1,0,0,39.0,499,4
501,Sun Dec 04 07:04:55 2005,notice,jk2_init() Found child 32730 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:04:55.000,2005-12-04 07:04:55,7,6,4,12,1,0,0,28.0,500,4
502,Sun Dec 04 07:04:55 2005,notice,jk2_init() Found child 32729 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:04:55.000,2005-12-04 07:04:55,7,6,4,12,1,0,0,0.0,501,4
503,Sun Dec 04 07:04:55 2005,notice,jk2_init() Found child 32731 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:04:55.000,2005-12-04 07:04:55,7,6,4,12,1,0,0,0.0,502,4
504,Sun Dec 04 07:05:44 2005,notice,jk2_init() Found child 32739 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:05:44.000,2005-12-04 07:05:44,7,6,4,12,1,0,0,49.0,503,2
505,Sun Dec 04 07:05:44 2005,notice,jk2_init() Found child 32740 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:05:44.000,2005-12-04 07:05:44,7,6,4,12,1,0,0,0.0,504,2
506,Sun Dec 04 07:06:11 2005,notice,jk2_init() Found child 32742 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:06:11.000,2005-12-04 07:06:11,7,6,4,12,1,0,0,27.0,505,1
507,Sun Dec 04 07:07:23 2005,notice,jk2_init() Found child 32758 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:07:23.000,2005-12-04 07:07:23,7,6,4,12,1,0,0,72.0,506,9
508,Sun Dec 04 07:07:23 2005,notice,jk2_init() Found child 32755 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:07:23.000,2005-12-04 07:07:23,7,6,4,12,1,0,0,0.0,507,9
509,Sun Dec 04 07:07:23 2005,notice,jk2_init() Found child 32754 in scoreboard slot 11,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:07:23.000,2005-12-04 07:07:23,7,6,4,12,1,0,0,0.0,508,9
514,Sun Dec 04 07:07:30 2005,error,mod_jk child workerEnv in error state 10,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 07:07:30.000,2005-12-04 07:07:30,7,6,4,12,1,0,0,7.0,509,9
513,Sun Dec 04 07:07:30 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 07:07:30.000,2005-12-04 07:07:30,7,6,4,12,1,0,0,0.0,510,9
515,Sun Dec 04 07:07:30 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 07:07:30.000,2005-12-04 07:07:30,7,6,4,12,1,0,0,0.0,511,9
511,Sun Dec 04 07:07:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 07:07:30.000,2005-12-04 07:07:30,7,6,4,12,1,0,0,0.0,512,9
510,Sun Dec 04 07:07:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 07:07:30.000,2005-12-04 07:07:30,7,6,4,12,1,0,0,0.0,513,9
512,Sun Dec 04 07:07:30 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 07:07:30.000,2005-12-04 07:07:30,7,6,4,12,1,0,0,0.0,514,9
516,Sun Dec 04 07:08:02 2005,notice,jk2_init() Found child 32761 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:08:02.000,2005-12-04 07:08:02,7,6,4,12,1,0,0,32.0,515,9
517,Sun Dec 04 07:08:02 2005,notice,jk2_init() Found child 32762 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:08:02.000,2005-12-04 07:08:02,7,6,4,12,1,0,0,0.0,516,9
518,Sun Dec 04 07:08:02 2005,notice,jk2_init() Found child 32763 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:08:02.000,2005-12-04 07:08:02,7,6,4,12,1,0,0,0.0,517,9
524,Sun Dec 04 07:08:04 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 07:08:04.000,2005-12-04 07:08:04,7,6,4,12,1,0,0,2.0,518,9
523,Sun Dec 04 07:08:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 07:08:04.000,2005-12-04 07:08:04,7,6,4,12,1,0,0,0.0,519,9
522,Sun Dec 04 07:08:04 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 07:08:04.000,2005-12-04 07:08:04,7,6,4,12,1,0,0,0.0,520,9
521,Sun Dec 04 07:08:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 07:08:04.000,2005-12-04 07:08:04,7,6,4,12,1,0,0,0.0,521,9
519,Sun Dec 04 07:08:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 07:08:04.000,2005-12-04 07:08:04,7,6,4,12,1,0,0,0.0,522,9
520,Sun Dec 04 07:08:04 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 07:08:04.000,2005-12-04 07:08:04,7,6,4,12,1,0,0,0.0,523,9
525,Sun Dec 04 07:10:54 2005,notice,jk2_init() Found child 308 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:10:54.000,2005-12-04 07:10:54,7,6,4,12,1,0,0,170.0,524,1
526,Sun Dec 04 07:11:04 2005,notice,jk2_init() Found child 310 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:11:04.000,2005-12-04 07:11:04,7,6,4,12,1,0,0,10.0,525,9
527,Sun Dec 04 07:11:04 2005,notice,jk2_init() Found child 309 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:11:04.000,2005-12-04 07:11:04,7,6,4,12,1,0,0,0.0,526,9
528,Sun Dec 04 07:11:05 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 07:11:05.000,2005-12-04 07:11:05,7,6,4,12,1,0,0,1.0,527,9
529,Sun Dec 04 07:11:05 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 07:11:05.000,2005-12-04 07:11:05,7,6,4,12,1,0,0,0.0,528,9
531,Sun Dec 04 07:11:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 07:11:13.000,2005-12-04 07:11:13,7,6,4,12,1,0,0,8.0,529,9
530,Sun Dec 04 07:11:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 07:11:13.000,2005-12-04 07:11:13,7,6,4,12,1,0,0,0.0,530,9
532,Sun Dec 04 07:11:22 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 07:11:22.000,2005-12-04 07:11:22,7,6,4,12,1,0,0,9.0,531,9
533,Sun Dec 04 07:11:22 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,2,system_failure,Apache_2k,2005-12-04 07:11:22.000,2005-12-04 07:11:22,7,6,4,12,1,0,0,0.0,532,9
534,Sun Dec 04 07:11:49 2005,notice,jk2_init() Found child 311 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,0,normal,Apache_2k,2005-12-04 07:11:49.000,2005-12-04 07:11:49,7,6,4,12,1,0,0,27.0,533,9
535,Sun Dec 04 07:12:05 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,0,normal,Apache_2k,2005-12-04 07:12:05.000,2005-12-04 07:12:05,7,6,4,12,1,0,0,16.0,534,8
