LineId,Time,Component,Pid,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
195,20171223-22:15:45:158,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127332,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:45.158,2017-12-23 22:15:45.158,22,5,23,12,1,0,0,0.008,194,311
196,20171223-22:15:45:161,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:45.161,2017-12-23 22:15:45.161,22,5,23,12,1,0,0,0.003,195,311
197,20171223-22:15:45:164,Step_StandReportReceiver,30002312,REPORT : 7033 5021 150646 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:45.164,2017-12-23 22:15:45.164,22,5,23,12,1,0,0,0.003,196,311
198,20171223-22:15:45:348,Step_LSC,30002312,onStandStepChanged 3606,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:45.348,2017-12-23 22:15:45.348,22,5,23,12,1,0,0,0.184,197,311
199,20171223-22:15:45:361,Step_LSC,30002312,onExtend:1514038546000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:45.361,2017-12-23 22:15:45.361,22,5,23,12,1,0,0,0.013,198,311
200,20171223-22:15:45:649,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7033##548365##8661##14736##27189469,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:45.649,2017-12-23 22:15:45.649,22,5,23,12,1,0,0,0.288,199,311
201,20171223-22:15:45:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7034##548365##8661##14831##27189969,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:45.650,2017-12-23 22:15:45.650,22,5,23,12,1,0,0,0.001,200,311
202,20171223-22:15:45:656,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127354,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:45.656,2017-12-23 22:15:45.656,22,5,23,12,1,0,0,0.006,201,311
203,20171223-22:15:45:658,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:45.658,2017-12-23 22:15:45.658,22,5,23,12,1,0,0,0.002,202,311
204,20171223-22:15:45:659,Step_StandReportReceiver,30002312,REPORT : 7034 5022 150668 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:45.659,2017-12-23 22:15:45.659,22,5,23,12,1,0,0,0.001,203,311
205,20171223-22:15:45:848,Step_LSC,30002312,onStandStepChanged 3607,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:45.848,2017-12-23 22:15:45.848,22,5,23,12,1,0,0,0.189,204,311
206,20171223-22:15:45:851,Step_LSC,30002312,onExtend:1514038546000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:45.851,2017-12-23 22:15:45.851,22,5,23,12,1,0,0,0.003,205,311
207,20171223-22:15:46:149,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7034##548365##8661##14831##27189969,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:46.149,2017-12-23 22:15:46.149,22,5,23,12,1,0,0,0.298,206,311
208,20171223-22:15:46:150,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7035##548365##8661##14926##27190469,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:46.150,2017-12-23 22:15:46.150,22,5,23,12,1,0,0,0.001,207,311
209,20171223-22:15:46:157,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127375,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:46.157,2017-12-23 22:15:46.157,22,5,23,12,1,0,0,0.007,208,311
210,20171223-22:15:46:160,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:46.160,2017-12-23 22:15:46.160,22,5,23,12,1,0,0,0.003,209,311
211,20171223-22:15:46:164,Step_StandReportReceiver,30002312,REPORT : 7035 5022 150689 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:46.164,2017-12-23 22:15:46.164,22,5,23,12,1,0,0,0.004,210,311
212,20171223-22:15:46:349,Step_LSC,30002312,onStandStepChanged 3608,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:46.349,2017-12-23 22:15:46.349,22,5,23,12,1,0,0,0.185,211,311
213,20171223-22:15:46:355,Step_LSC,30002312,onExtend:1514038547000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:46.355,2017-12-23 22:15:46.355,22,5,23,12,1,0,0,0.006,212,311
214,20171223-22:15:46:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7035##548365##8661##14926##27190469,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:46.650,2017-12-23 22:15:46.650,22,5,23,12,1,0,0,0.295,213,311
215,20171223-22:15:46:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7036##548365##8661##15021##27190970,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:46.651,2017-12-23 22:15:46.651,22,5,23,12,1,0,0,0.001,214,311
216,20171223-22:15:46:674,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127396,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:46.674,2017-12-23 22:15:46.674,22,5,23,12,1,0,0,0.023,215,311
217,20171223-22:15:46:679,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:46.679,2017-12-23 22:15:46.679,22,5,23,12,1,0,0,0.005,216,311
218,20171223-22:15:46:684,Step_StandReportReceiver,30002312,REPORT : 7036 5023 150711 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:46.684,2017-12-23 22:15:46.684,22,5,23,12,1,0,0,0.005,217,311
219,20171223-22:15:47:349,Step_LSC,30002312,onStandStepChanged 3609,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:47.349,2017-12-23 22:15:47.349,22,5,23,12,1,0,0,0.665,218,311
220,20171223-22:15:47:370,Step_LSC,30002312,onExtend:1514038548000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:47.370,2017-12-23 22:15:47.370,22,5,23,12,1,0,0,0.021,219,311
221,20171223-22:15:47:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7036##548365##8661##15021##27190970,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:47.650,2017-12-23 22:15:47.650,22,5,23,12,1,0,0,0.28,220,311
222,20171223-22:15:47:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7037##548365##8661##15116##27191969,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:47.650,2017-12-23 22:15:47.650,22,5,23,12,1,0,0,0.0,221,311
223,20171223-22:15:47:658,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127418,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:47.658,2017-12-23 22:15:47.658,22,5,23,12,1,0,0,0.008,222,311
224,20171223-22:15:47:661,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:47.661,2017-12-23 22:15:47.661,22,5,23,12,1,0,0,0.003,223,311
225,20171223-22:15:47:661,Step_StandReportReceiver,30002312,REPORT : 7037 5024 150732 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:47.661,2017-12-23 22:15:47.661,22,5,23,12,1,0,0,0.0,224,311
226,20171223-22:15:47:857,Step_LSC,30002312,onStandStepChanged 3610,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:47.857,2017-12-23 22:15:47.857,22,5,23,12,1,0,0,0.196,225,311
227,20171223-22:15:47:860,Step_LSC,30002312,onExtend:1514038548000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:47.860,2017-12-23 22:15:47.860,22,5,23,12,1,0,0,0.003,226,311
228,20171223-22:15:48:158,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7037##548365##8661##15116##27191969,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:48.158,2017-12-23 22:15:48.158,22,5,23,12,1,0,0,0.298,227,311
229,20171223-22:15:48:159,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7038##548365##8661##15211##27192478,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:48.159,2017-12-23 22:15:48.159,22,5,23,12,1,0,0,0.001,228,311
230,20171223-22:15:48:167,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127439,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:48.167,2017-12-23 22:15:48.167,22,5,23,12,1,0,0,0.008,229,311
231,20171223-22:15:48:169,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:48.169,2017-12-23 22:15:48.169,22,5,23,12,1,0,0,0.002,230,311
232,20171223-22:15:48:174,Step_StandReportReceiver,30002312,REPORT : 7038 5025 150753 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:48.174,2017-12-23 22:15:48.174,22,5,23,12,1,0,0,0.005,231,311
233,20171223-22:15:48:350,Step_LSC,30002312,onStandStepChanged 3611,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:48.350,2017-12-23 22:15:48.350,22,5,23,12,1,0,0,0.176,232,311
234,20171223-22:15:48:368,Step_LSC,30002312,onExtend:1514038549000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:48.368,2017-12-23 22:15:48.368,22,5,23,12,1,0,0,0.018,233,311
235,20171223-22:15:48:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7038##548365##8661##15211##27192478,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:48.652,2017-12-23 22:15:48.652,22,5,23,12,1,0,0,0.284,234,311
236,20171223-22:15:48:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7039##548365##8661##15306##27192971,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:48.653,2017-12-23 22:15:48.653,22,5,23,12,1,0,0,0.001,235,311
237,20171223-22:15:48:668,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127461,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:48.668,2017-12-23 22:15:48.668,22,5,23,12,1,0,0,0.015,236,311
238,20171223-22:15:48:676,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:48.676,2017-12-23 22:15:48.676,22,5,23,12,1,0,0,0.008,237,311
239,20171223-22:15:48:679,Step_StandReportReceiver,30002312,REPORT : 7039 5025 150775 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:48.679,2017-12-23 22:15:48.679,22,5,23,12,1,0,0,0.003,238,311
240,20171223-22:15:49:350,Step_LSC,30002312,onStandStepChanged 3612,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:49.350,2017-12-23 22:15:49.350,22,5,23,12,1,0,0,0.671,239,311
241,20171223-22:15:49:366,Step_LSC,30002312,onExtend:1514038550000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:49.366,2017-12-23 22:15:49.366,22,5,23,12,1,0,0,0.016,240,311
242,20171223-22:15:49:652,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7039##548365##8661##15306##27192971,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:49.652,2017-12-23 22:15:49.652,22,5,23,12,1,0,0,0.286,241,311
243,20171223-22:15:49:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7040##548365##8661##15401##27193971,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:49.653,2017-12-23 22:15:49.653,22,5,23,12,1,0,0,0.001,242,311
244,20171223-22:15:49:668,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127482,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:49.668,2017-12-23 22:15:49.668,22,5,23,12,1,0,0,0.015,243,311
245,20171223-22:15:49:675,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:49.675,2017-12-23 22:15:49.675,22,5,23,12,1,0,0,0.007,244,311
246,20171223-22:15:49:676,Step_StandReportReceiver,30002312,REPORT : 7040 5026 150796 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:49.676,2017-12-23 22:15:49.676,22,5,23,12,1,0,0,0.001,245,311
247,20171223-22:15:49:858,Step_LSC,30002312,onStandStepChanged 3613,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:49.858,2017-12-23 22:15:49.858,22,5,23,12,1,0,0,0.182,246,311
248,20171223-22:15:49:864,Step_LSC,30002312,onExtend:1514038550000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:49.864,2017-12-23 22:15:49.864,22,5,23,12,1,0,0,0.006,247,311
249,20171223-22:15:50:160,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7040##548365##8661##15401##27193971,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:50.160,2017-12-23 22:15:50.160,22,5,23,12,1,0,0,0.296,248,311
250,20171223-22:15:50:161,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7041##548365##8661##15496##27194480,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:50.161,2017-12-23 22:15:50.161,22,5,23,12,1,0,0,0.001,249,311
251,20171223-22:15:50:176,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127504,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:50.176,2017-12-23 22:15:50.176,22,5,23,12,1,0,0,0.015,250,311
252,20171223-22:15:50:181,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:50.181,2017-12-23 22:15:50.181,22,5,23,12,1,0,0,0.005,251,311
253,20171223-22:15:50:182,Step_StandReportReceiver,30002312,REPORT : 7041 5027 150818 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:50.182,2017-12-23 22:15:50.182,22,5,23,12,1,0,0,0.001,252,311
254,20171223-22:15:50:850,Step_LSC,30002312,onStandStepChanged 3614,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:50.850,2017-12-23 22:15:50.850,22,5,23,12,1,0,0,0.668,253,311
255,20171223-22:15:50:864,Step_LSC,30002312,onExtend:1514038551000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:50.864,2017-12-23 22:15:50.864,22,5,23,12,1,0,0,0.014,254,311
256,20171223-22:15:51:151,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7041##548365##8661##15496##27194480,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:51.151,2017-12-23 22:15:51.151,22,5,23,12,1,0,0,0.287,255,311
257,20171223-22:15:51:152,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7042##548365##8661##15591##27195470,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:51.152,2017-12-23 22:15:51.152,22,5,23,12,1,0,0,0.001,256,311
258,20171223-22:15:51:169,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127525,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:51.169,2017-12-23 22:15:51.169,22,5,23,12,1,0,0,0.017,257,311
259,20171223-22:15:51:180,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:51.180,2017-12-23 22:15:51.180,22,5,23,12,1,0,0,0.011,258,311
260,20171223-22:15:51:181,Step_StandReportReceiver,30002312,REPORT : 7042 5027 150839 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:51.181,2017-12-23 22:15:51.181,22,5,23,12,1,0,0,0.001,259,311
261,20171223-22:15:51:859,Step_LSC,30002312,onStandStepChanged 3616,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:51.859,2017-12-23 22:15:51.859,22,5,23,12,1,0,0,0.678,260,311
262,20171223-22:15:51:868,Step_LSC,30002312,onExtend:1514038552000 2 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:51.868,2017-12-23 22:15:51.868,22,5,23,12,1,0,0,0.009,261,311
263,20171223-22:15:52:160,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7042##548365##8661##15591##27195470,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:52.160,2017-12-23 22:15:52.160,22,5,23,12,1,0,0,0.292,262,311
264,20171223-22:15:52:161,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7044##548365##8661##15686##27196480,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:52.161,2017-12-23 22:15:52.161,22,5,23,12,1,0,0,0.001,263,311
265,20171223-22:15:52:175,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127568,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:52.175,2017-12-23 22:15:52.175,22,5,23,12,1,0,0,0.014,264,311
266,20171223-22:15:52:183,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:52.183,2017-12-23 22:15:52.183,22,5,23,12,1,0,0,0.008,265,311
267,20171223-22:15:52:183,Step_StandReportReceiver,30002312,REPORT : 7044 5029 150882 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:52.183,2017-12-23 22:15:52.183,22,5,23,12,1,0,0,0.0,266,311
268,20171223-22:15:52:349,Step_LSC,30002312,onStandStepChanged 3617,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:52.349,2017-12-23 22:15:52.349,22,5,23,12,1,0,0,0.166,267,311
269,20171223-22:15:52:363,Step_LSC,30002312,onExtend:1514038553000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:52.363,2017-12-23 22:15:52.363,22,5,23,12,1,0,0,0.014,268,311
270,20171223-22:15:52:651,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7044##548365##8661##15686##27196480,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:52.651,2017-12-23 22:15:52.651,22,5,23,12,1,0,0,0.288,269,311
271,20171223-22:15:52:652,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7045##548365##8661##15781##27196970,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:52.652,2017-12-23 22:15:52.652,22,5,23,12,1,0,0,0.001,270,311
272,20171223-22:15:52:666,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127589,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:52.666,2017-12-23 22:15:52.666,22,5,23,12,1,0,0,0.014,271,311
273,20171223-22:15:52:674,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:52.674,2017-12-23 22:15:52.674,22,5,23,12,1,0,0,0.008,272,311
274,20171223-22:15:52:674,Step_StandReportReceiver,30002312,REPORT : 7045 5030 150903 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:52.674,2017-12-23 22:15:52.674,22,5,23,12,1,0,0,0.0,273,311
275,20171223-22:15:53:349,Step_LSC,30002312,onStandStepChanged 3619,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:53.349,2017-12-23 22:15:53.349,22,5,23,12,1,0,0,0.675,274,311
276,20171223-22:15:53:358,Step_LSC,30002312,onExtend:1514038554000 2 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:53.358,2017-12-23 22:15:53.358,22,5,23,12,1,0,0,0.009,275,311
277,20171223-22:15:53:653,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7045##548365##8661##15781##27196970,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:53.653,2017-12-23 22:15:53.653,22,5,23,12,1,0,0,0.295,276,311
278,20171223-22:15:53:653,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7047##548365##8661##15876##27197972,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:53.653,2017-12-23 22:15:53.653,22,5,23,12,1,0,0,0.0,277,311
279,20171223-22:15:53:665,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127632,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:53.665,2017-12-23 22:15:53.665,22,5,23,12,1,0,0,0.012,278,311
280,20171223-22:15:53:673,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:53.673,2017-12-23 22:15:53.673,22,5,23,12,1,0,0,0.008,279,311
281,20171223-22:15:53:675,Step_StandReportReceiver,30002312,REPORT : 7047 5031 150946 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:53.675,2017-12-23 22:15:53.675,22,5,23,12,1,0,0,0.002,280,311
282,20171223-22:15:54:350,Step_LSC,30002312,onStandStepChanged 3620,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:54.350,2017-12-23 22:15:54.350,22,5,23,12,1,0,0,0.675,281,311
283,20171223-22:15:54:359,Step_LSC,30002312,onExtend:1514038555000 1 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:54.359,2017-12-23 22:15:54.359,22,5,23,12,1,0,0,0.009,282,311
284,20171223-22:15:54:651,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7047##548365##8661##15876##27197972,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:54.651,2017-12-23 22:15:54.651,22,5,23,12,1,0,0,0.292,283,311
285,20171223-22:15:54:651,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7048##548365##8661##15971##27198970,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:54.651,2017-12-23 22:15:54.651,22,5,23,12,1,0,0,0.0,284,311
286,20171223-22:15:54:657,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=127653,E4,calculateCaloriesWithCache totalCalories=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:54.657,2017-12-23 22:15:54.657,22,5,23,12,1,0,0,0.006,285,311
287,20171223-22:15:54:660,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,E3,calculateAltitudeWithCache totalAltitude=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:54.660,2017-12-23 22:15:54.660,22,5,23,12,1,0,0,0.003,286,311
288,20171223-22:15:54:661,Step_StandReportReceiver,30002312,REPORT : 7048 5032 150968 240,E47,REPORT : <*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:54.661,2017-12-23 22:15:54.661,22,5,23,12,1,0,0,0.001,287,311
289,20171223-22:15:55:349,Step_LSC,30002312,onStandStepChanged 3622,E42,onStandStepChanged <*>,0,normal,HealthApp_2k,2017-12-23 22:15:55.349,2017-12-23 22:15:55.349,22,5,23,12,1,0,0,0.688,288,311
290,20171223-22:15:55:359,Step_LSC,30002312,onExtend:1514038556000 2 0 4,E39,onExtend:<*> <*> <*> <*>,0,normal,HealthApp_2k,2017-12-23 22:15:55.359,2017-12-23 22:15:55.359,22,5,23,12,1,0,0,0.01,289,311
291,20171223-22:15:55:650,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038440000##7048##548365##8661##15971##27198970,E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>,0,normal,HealthApp_2k,2017-12-23 22:15:55.650,2017-12-23 22:15:55.650,22,5,23,12,1,0,0,0.291,290,311
292,20171223-22:15:55:650,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038440000##7050##548365##8661##16066##27199969,E58,setTodayTotalDetailSteps=<*>,0,normal,HealthApp_2k,2017-12-23 22:15:55.650,2017-12-23 22:15:55.650,22,5,23,12,1,0,0,0.0,291,311
