LineId,Label,Timestamp,Date,User,Month,Day,Time,Location,Component,PID,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
486,-,1131566676,2005.11.09,cn984,Nov,9,12:04:36,cn984/cn984,ntpd,19722.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:36.000,2025-11-09 12:04:36,12,6,9,11,1,1,0,0.0,485,136
485,-,1131566676,2005.11.09,cn424,Nov,9,12:04:36,cn424/cn424,ntpd,12754.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:36.000,2025-11-09 12:04:36,12,6,9,11,1,1,0,0.0,486,136
488,-,1131566677,2005.11.09,cn846,Nov,9,12:04:37,cn846/cn846,ntpd,27289.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:37.000,2025-11-09 12:04:37,12,6,9,11,1,1,0,1.0,487,136
489,-,1131566679,2005.11.09,bn27,Nov,9,12:04:39,bn27/bn27,ntpd,22307.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:39.000,2025-11-09 12:04:39,12,6,9,11,1,1,0,2.0,488,136
490,-,1131566679,2005.11.09,bn978,Nov,9,12:04:39,bn978/bn978,ntpd,14255.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:39.000,2025-11-09 12:04:39,12,6,9,11,1,1,0,0.0,489,136
491,-,1131566679,2005.11.09,cn737,Nov,9,12:04:39,cn737/cn737,ntpd,29331.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:39.000,2025-11-09 12:04:39,12,6,9,11,1,1,0,0.0,490,136
492,-,1131566679,2005.11.09,cn864,Nov,9,12:04:39,cn864/cn864,ntpd,27499.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:39.000,2025-11-09 12:04:39,12,6,9,11,1,1,0,0.0,491,136
493,-,1131566679,2005.11.09,tbird-admin1,Nov,9,12:04:39,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:39.000,2025-11-09 12:04:39,12,6,9,11,1,1,0,0.0,492,136
494,-,1131566680,2005.11.09,bn846,Nov,9,12:04:40,bn846/bn846,ntpd,22032.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:40.000,2025-11-09 12:04:40,12,6,9,11,1,1,0,1.0,493,136
495,-,1131566680,2005.11.09,tbird-admin1,Nov,9,12:04:40,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:40.000,2025-11-09 12:04:40,12,6,9,11,1,1,0,0.0,494,136
496,-,1131566680,2005.11.09,tbird-sm1,Nov,9,12:04:40,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,0,normal,Thunderbird_2k,2025-11-09 12:04:40.000,2025-11-09 12:04:40,12,6,9,11,1,1,0,0.0,495,136
497,-,1131566681,2005.11.09,cn658,Nov,9,12:04:41,cn658/cn658,ntpd,24187.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:41.000,2025-11-09 12:04:41,12,6,9,11,1,1,0,1.0,496,136
498,-,1131566681,2005.11.09,tbird-admin1,Nov,9,12:04:41,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:41.000,2025-11-09 12:04:41,12,6,9,11,1,1,0,0.0,497,136
499,-,1131566681,2005.11.09,tbird-admin1,Nov,9,12:04:41,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:41.000,2025-11-09 12:04:41,12,6,9,11,1,1,0,0.0,498,136
503,-,1131566683,2005.11.09,tbird-admin1,Nov,9,12:04:43,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:43.000,2025-11-09 12:04:43,12,6,9,11,1,1,0,2.0,499,136
502,-,1131566683,2005.11.09,cn621,Nov,9,12:04:43,cn621/cn621,ntpd,18491.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:43.000,2025-11-09 12:04:43,12,6,9,11,1,1,0,0.0,500,136
501,-,1131566683,2005.11.09,cn541,Nov,9,12:04:43,cn541/cn541,ntpd,14451.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:43.000,2025-11-09 12:04:43,12,6,9,11,1,1,0,0.0,501,136
500,-,1131566683,2005.11.09,bn364,Nov,9,12:04:43,bn364/bn364,ntpd,28894.0,"synchronized to 10.100.14.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:43.000,2025-11-09 12:04:43,12,6,9,11,1,1,0,0.0,502,136
504,-,1131566684,2005.11.09,cn317,Nov,9,12:04:44,cn317/cn317,ntpd,23387.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:44.000,2025-11-09 12:04:44,12,6,9,11,1,1,0,1.0,503,136
505,-,1131566684,2005.11.09,cn402,Nov,9,12:04:44,cn402/cn402,ntpd,13156.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:44.000,2025-11-09 12:04:44,12,6,9,11,1,1,0,0.0,504,136
506,-,1131566684,2005.11.09,cn859,Nov,9,12:04:44,cn859/cn859,ntpd,28794.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:44.000,2025-11-09 12:04:44,12,6,9,11,1,1,0,0.0,505,136
507,-,1131566684,2005.11.09,cn967,Nov,9,12:04:44,cn967/cn967,ntpd,19908.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:44.000,2025-11-09 12:04:44,12,6,9,11,1,1,0,0.0,506,136
508,-,1131566684,2005.11.09,tbird-sm1,Nov,9,12:04:44,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change,0,normal,Thunderbird_2k,2025-11-09 12:04:44.000,2025-11-09 12:04:44,12,6,9,11,1,1,0,0.0,507,136
509,-,1131566684,2005.11.09,tbird-sm1,Nov,9,12:04:44,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required,0,normal,Thunderbird_2k,2025-11-09 12:04:44.000,2025-11-09 12:04:44,12,6,9,11,1,1,0,0.0,508,136
510,-,1131566686,2005.11.09,bn846,Nov,9,12:04:46,bn846/bn846,ntpd,22032.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:46.000,2025-11-09 12:04:46,12,6,9,11,1,1,0,2.0,509,136
511,-,1131566686,2005.11.09,dn891,Nov,9,12:04:46,dn891/dn891,ntpd,2854.0,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:46.000,2025-11-09 12:04:46,12,6,9,11,1,1,0,0.0,510,136
512,-,1131566686,2005.11.09,tbird-admin1,Nov,9,12:04:46,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:46.000,2025-11-09 12:04:46,12,6,9,11,1,1,0,0.0,511,136
513,-,1131566687,2005.11.09,bn424,Nov,9,12:04:47,bn424/bn424,ntpd,30101.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:47.000,2025-11-09 12:04:47,12,6,9,11,1,1,0,1.0,512,136
516,-,1131566688,2005.11.09,tbird-admin1,Nov,9,12:04:48,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:48.000,2025-11-09 12:04:48,12,6,9,11,1,1,0,1.0,513,136
517,-,1131566688,2005.11.09,tbird-admin1,Nov,9,12:04:48,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:48.000,2025-11-09 12:04:48,12,6,9,11,1,1,0,0.0,514,136
514,-,1131566688,2005.11.09,cn656,Nov,9,12:04:48,cn656/cn656,ntpd,32284.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:48.000,2025-11-09 12:04:48,12,6,9,11,1,1,0,0.0,515,136
515,-,1131566688,2005.11.09,tbird-admin1,Nov,9,12:04:48,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:48.000,2025-11-09 12:04:48,12,6,9,11,1,1,0,0.0,516,136
518,-,1131566689,2005.11.09,cn373,Nov,9,12:04:49,cn373/cn373,ntpd,10321.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:49.000,2025-11-09 12:04:49,12,6,9,11,1,1,0,1.0,517,136
519,-,1131566689,2005.11.09,tbird-admin1,Nov,9,12:04:49,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,RRD_update (/var/lib/ganglia/rrds/D Nodes/dn731/pkts_out.rrd): illegal attempt to update using time 1131563089 when last update time is 1131563089 (minimum one second step),E111,RRD_update (/var/lib/ganglia/rrds/<*>.rrd): illegal attempt to update using time <*> when last update time is <*> (minimum one second step),0,normal,Thunderbird_2k,2025-11-09 12:04:49.000,2025-11-09 12:04:49,12,6,9,11,1,1,0,0.0,518,136
520,-,1131566689,2005.11.09,tbird-admin1,Nov,9,12:04:49,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:49.000,2025-11-09 12:04:49,12,6,9,11,1,1,0,0.0,519,136
521,-,1131566689,2005.11.09,tbird-admin1,Nov,9,12:04:49,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:49.000,2025-11-09 12:04:49,12,6,9,11,1,1,0,0.0,520,136
522,-,1131566690,2005.11.09,cn499,Nov,9,12:04:50,cn499/cn499,ntpd,15380.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:50.000,2025-11-09 12:04:50,12,6,9,11,1,1,0,1.0,521,136
523,-,1131566690,2005.11.09,cn997,Nov,9,12:04:50,cn997/cn997,ntpd,19070.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:50.000,2025-11-09 12:04:50,12,6,9,11,1,1,0,0.0,522,136
527,-,1131566691,2005.11.09,tbird-admin1,Nov,9,12:04:51,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:51.000,2025-11-09 12:04:51,12,6,9,11,1,1,0,1.0,523,136
526,-,1131566691,2005.11.09,cn684,Nov,9,12:04:51,cn684/cn684,ntpd,19346.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:51.000,2025-11-09 12:04:51,12,6,9,11,1,1,0,0.0,524,136
524,-,1131566691,2005.11.09,cn655,Nov,9,12:04:51,cn655/cn655,ntpd,18484.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:51.000,2025-11-09 12:04:51,12,6,9,11,1,1,0,0.0,525,136
525,-,1131566691,2005.11.09,cn68,Nov,9,12:04:51,cn68/cn68,ntpd,14667.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:51.000,2025-11-09 12:04:51,12,6,9,11,1,1,0,0.0,526,136
531,-,1131566692,2005.11.09,tbird-admin1,Nov,9,12:04:52,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:52.000,2025-11-09 12:04:52,12,6,9,11,1,1,0,1.0,527,136
528,-,1131566692,2005.11.09,bn649,Nov,9,12:04:52,bn649/bn649,ntpd,3482.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:52.000,2025-11-09 12:04:52,12,6,9,11,1,1,0,0.0,528,136
529,-,1131566692,2005.11.09,cn771,Nov,9,12:04:52,cn771/cn771,ntpd,27994.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:52.000,2025-11-09 12:04:52,12,6,9,11,1,1,0,0.0,529,136
530,-,1131566692,2005.11.09,dn952,Nov,9,12:04:52,dn952/dn952,ntpd,1659.0,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:52.000,2025-11-09 12:04:52,12,6,9,11,1,1,0,0.0,530,136
532,-,1131566692,2005.11.09,tbird-admin1,Nov,9,12:04:52,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:52.000,2025-11-09 12:04:52,12,6,9,11,1,1,0,0.0,531,136
533,-,1131566693,2005.11.09,tbird-admin1,Nov,9,12:04:53,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:53.000,2025-11-09 12:04:53,12,6,9,11,1,1,0,1.0,532,136
534,-,1131566694,2005.11.09,cn818,Nov,9,12:04:54,cn818/cn818,ntpd,28669.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:54.000,2025-11-09 12:04:54,12,6,9,11,1,1,0,1.0,533,136
535,-,1131566694,2005.11.09,tbird-admin1,Nov,9,12:04:54,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:54.000,2025-11-09 12:04:54,12,6,9,11,1,1,0,0.0,534,136
536,-,1131566694,2005.11.09,tbird-sm1,Nov,9,12:04:54,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,0,normal,Thunderbird_2k,2025-11-09 12:04:54.000,2025-11-09 12:04:54,12,6,9,11,1,1,0,0.0,535,136
537,-,1131566695,2005.11.09,tbird-admin1,Nov,9,12:04:55,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:55.000,2025-11-09 12:04:55,12,6,9,11,1,1,0,1.0,536,136
538,-,1131566695,2005.11.09,tbird-admin1,Nov,9,12:04:55,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:55.000,2025-11-09 12:04:55,12,6,9,11,1,1,0,0.0,537,136
539,-,1131566696,2005.11.09,dn428,Nov,9,12:04:56,dn428/dn428,ntpd,32524.0,"synchronized to 10.100.24.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:56.000,2025-11-09 12:04:56,12,6,9,11,1,1,0,1.0,538,136
540,-,1131566697,2005.11.09,bn790,Nov,9,12:04:57,bn790/bn790,ntpd,24108.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:57.000,2025-11-09 12:04:57,12,6,9,11,1,1,0,1.0,539,136
541,-,1131566697,2005.11.09,cn235,Nov,9,12:04:57,cn235/cn235,ntpd,10140.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:57.000,2025-11-09 12:04:57,12,6,9,11,1,1,0,0.0,540,136
542,-,1131566697,2005.11.09,tbird-admin1,Nov,9,12:04:57,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:57.000,2025-11-09 12:04:57,12,6,9,11,1,1,0,0.0,541,136
543,-,1131566698,2005.11.09,cn439,Nov,9,12:04:58,cn439/cn439,ntpd,13201.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:04:58.000,2025-11-09 12:04:58,12,6,9,11,1,1,0,1.0,542,136
544,-,1131566698,2005.11.09,tbird-admin1,Nov,9,12:04:58,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:04:58.000,2025-11-09 12:04:58,12,6,9,11,1,1,0,0.0,543,136
545,-,1131566698,2005.11.09,tbird-sm1,Nov,9,12:04:58,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change,0,normal,Thunderbird_2k,2025-11-09 12:04:58.000,2025-11-09 12:04:58,12,6,9,11,1,1,0,0.0,544,136
546,-,1131566698,2005.11.09,tbird-sm1,Nov,9,12:04:58,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required,0,normal,Thunderbird_2k,2025-11-09 12:04:58.000,2025-11-09 12:04:58,12,6,9,11,1,1,0,0.0,545,136
548,-,1131566700,2005.11.09,cn837,Nov,9,12:05:00,cn837/cn837,ntpd,27977.0,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:05:00.000,2025-11-09 12:05:00,12,6,9,11,1,1,0,2.0,546,107
547,-,1131566700,2005.11.09,cn439,Nov,9,12:05:00,cn439/cn439,ntpd,13201.0,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:05:00.000,2025-11-09 12:05:00,12,6,9,11,1,1,0,0.0,547,107
549,-,1131566701,2005.11.09,cn149,Nov,9,12:05:01,cn149/cn149,ntpd,10155.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:05:01.000,2025-11-09 12:05:01,12,6,9,11,1,1,0,1.0,548,107
550,-,1131566701,2005.11.09,tbird-admin1,Nov,9,12:05:01,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:05:01.000,2025-11-09 12:05:01,12,6,9,11,1,1,0,0.0,549,107
551,-,1131566701,2005.11.09,tbird-admin1,Nov,9,12:05:01,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:05:01.000,2025-11-09 12:05:01,12,6,9,11,1,1,0,0.0,550,107
552,-,1131566702,2005.11.09,tbird-admin1,Nov,9,12:05:02,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:05:02.000,2025-11-09 12:05:02,12,6,9,11,1,1,0,1.0,551,107
553,-,1131566704,2005.11.09,cn761,Nov,9,12:05:04,cn761/cn761,ntpd,27478.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:05:04.000,2025-11-09 12:05:04,12,6,9,11,1,1,0,2.0,552,107
554,-,1131566704,2005.11.09,tbird-admin1,Nov,9,12:05:04,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:05:04.000,2025-11-09 12:05:04,12,6,9,11,1,1,0,0.0,553,107
555,-,1131566705,2005.11.09,cn453,Nov,9,12:05:05,cn453/cn453,ntpd,11120.0,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:05:05.000,2025-11-09 12:05:05,12,6,9,11,1,1,0,1.0,554,107
556,-,1131566705,2005.11.09,tbird-admin1,Nov,9,12:05:05,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:05:05.000,2025-11-09 12:05:05,12,6,9,11,1,1,0,0.0,555,107
557,-,1131566705,2005.11.09,tbird-admin1,Nov,9,12:05:05,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:05:05.000,2025-11-09 12:05:05,12,6,9,11,1,1,0,0.0,556,107
558,-,1131566705,2005.11.09,tbird-admin1,Nov,9,12:05:05,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:05:05.000,2025-11-09 12:05:05,12,6,9,11,1,1,0,0.0,557,107
559,-,1131566706,2005.11.09,tbird-admin1,Nov,9,12:05:06,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:05:06.000,2025-11-09 12:05:06,12,6,9,11,1,1,0,1.0,558,107
560,-,1131566707,2005.11.09,cn379,Nov,9,12:05:07,cn379/cn379,ntpd,10573.0,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>",0,normal,Thunderbird_2k,2025-11-09 12:05:07.000,2025-11-09 12:05:07,12,6,9,11,1,1,0,1.0,559,107
562,-,1131566708,2005.11.09,tbird-sm1,Nov,9,12:05:08,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,0,normal,Thunderbird_2k,2025-11-09 12:05:08.000,2025-11-09 12:05:08,12,6,9,11,1,1,0,1.0,560,107
561,-,1131566708,2005.11.09,tbird-admin1,Nov,9,12:05:08,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource,0,normal,Thunderbird_2k,2025-11-09 12:05:08.000,2025-11-09 12:05:08,12,6,9,11,1,1,0,0.0,561,107
