LineId,LogId,Node,Component,State,Time,Flag,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
1548,40208,Interconnect-1N03,switch_module,error,1076538599,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-12 03:59:59.000,2004-02-12 03:59:59,3,3,12,2,0,0,1,66.0,242,1
1925,40578,node-205,unix.hw,net.niff.up,1076538681,1,NIFF: node node-205 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,0,normal,HPC_2k,2004-02-12 04:01:21.000,2004-02-12 04:01:21,4,3,12,2,0,0,1,82.0,243,1
733,40754,node-172,node,temperature,1076538724,1,ambient=26,E2,ambient=<*>,0,normal,HPC_2k,2004-02-12 04:02:04.000,2004-02-12 04:02:04,4,3,12,2,0,0,1,43.0,244,1
28,41108,node-93,action,start,1076538873,1,boot  (command 2152),E4,boot  (command <*>),0,normal,HPC_2k,2004-02-12 04:04:33.000,2004-02-12 04:04:33,4,3,12,2,0,0,1,149.0,245,2
1924,41331,node-186,unix.hw,net.niff.up,1076538895,1,NIFF: node node-186 has detected an available network connection on network 5.5.226.0 via interface alt0,E28,NIFF: node node-<*> has detected an available network connection on network <*> via interface alt0,0,normal,HPC_2k,2004-02-12 04:04:55.000,2004-02-12 04:04:55,4,3,12,2,0,0,1,22.0,246,2
409,41798,node-17,node,status,1076539387,1,running,E38,running,0,normal,HPC_2k,2004-02-12 04:13:07.000,2004-02-12 04:13:07,4,3,12,2,0,0,1,492.0,247,2
408,41982,node-202,node,status,1076539387,1,running,E38,running,0,normal,HPC_2k,2004-02-12 04:13:07.000,2004-02-12 04:13:07,4,3,12,2,0,0,1,0.0,248,2
411,44677,node-112,node,status,1076542145,1,running,E38,running,0,normal,HPC_2k,2004-02-12 04:59:05.000,2004-02-12 04:59:05,4,3,12,2,0,0,1,2758.0,249,1
412,45685,node-109,node,status,1076544000,1,active,E1,active,0,normal,HPC_2k,2004-02-12 05:30:00.000,2004-02-12 05:30:00,5,3,12,2,0,0,1,1855.0,250,1
32,46302,node-114,action,start,1076546290,1,boot  (command 2160),E4,boot  (command <*>),0,normal,HPC_2k,2004-02-12 06:08:10.000,2004-02-12 06:08:10,6,3,12,2,0,0,1,2290.0,251,1
738,46581,node-117,node,temperature,1076546891,1,ambient=32,E2,ambient=<*>,0,normal,HPC_2k,2004-02-12 06:18:11.000,2004-02-12 06:18:11,6,3,12,2,0,0,1,601.0,252,1
413,47692,node-161,node,status,1076615678,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-13 01:24:38.000,2004-02-13 01:24:38,1,4,13,2,0,0,1,68787.0,253,1
414,47913,node-163,node,status,1076619203,1,running,E38,running,0,normal,HPC_2k,2004-02-13 02:23:23.000,2004-02-13 02:23:23,2,4,13,2,0,0,1,3525.0,254,2
415,47952,node-202,node,status,1076619203,1,running,E38,running,0,normal,HPC_2k,2004-02-13 02:23:23.000,2004-02-13 02:23:23,2,4,13,2,0,0,1,0.0,255,2
739,48065,node-41,node,temperature,1076619404,1,ambient=29,E2,ambient=<*>,0,normal,HPC_2k,2004-02-13 02:26:44.000,2004-02-13 02:26:44,2,4,13,2,0,0,1,201.0,256,1
740,48312,gige7,gige,temperature,1076650230,1,normal,E31,normal,0,normal,HPC_2k,2004-02-13 11:00:30.000,2004-02-13 11:00:30,11,4,13,2,0,1,0,30826.0,257,1
1558,48830,Interconnect-0N00,switch_module,error,1076703125,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-14 01:42:05.000,2004-02-14 01:42:05,1,5,14,2,1,0,1,52895.0,258,1
1559,48900,Interconnect-1N01,switch_module,error,1076713837,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-14 04:40:37.000,2004-02-14 04:40:37,4,5,14,2,1,0,1,10712.0,259,1
1560,54223,Interconnect-1N01,switch_module,error,1076776381,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-14 22:03:01.000,2004-02-14 22:03:01,22,5,14,2,1,0,0,62544.0,260,1
1561,54268,Interconnect-1N01,switch_module,error,1076785690,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-15 00:38:10.000,2004-02-15 00:38:10,0,6,15,2,1,0,1,9309.0,261,1
1562,54489,Interconnect-1N01,switch_module,error,1076819370,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-15 09:59:30.000,2004-02-15 09:59:30,9,6,15,2,1,1,0,33680.0,262,1
416,54740,node-238,node,status,1076837827,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-15 15:07:07.000,2004-02-15 15:07:07,15,6,15,2,1,1,0,18457.0,263,1
1563,55989,Interconnect-1N01,switch_module,error,1076843300,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-15 16:38:20.000,2004-02-15 16:38:20,16,6,15,2,1,1,0,5473.0,264,1
1582,56743,Interconnect-0N03,switch_module,error,1076858266,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-15 20:47:46.000,2004-02-15 20:47:46,20,6,15,2,1,0,0,14966.0,265,1
421,57489,node-27,node,status,1076864329,1,not responding,E32,not responding,0,normal,HPC_2k,2004-02-15 22:28:49.000,2004-02-15 22:28:49,22,6,15,2,1,0,0,6063.0,266,1
188,57709,node-D0,clusterfilesystem,clusterfilesystem.no_server,1076864348,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage444,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>,0,normal,HPC_2k,2004-02-15 22:29:08.000,2004-02-15 22:29:08,22,6,15,2,1,0,0,19.0,267,1
187,57981,node-D7,clusterfilesystem,clusterfilesystem.no_server,1076864401,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage1144,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>,0,normal,HPC_2k,2004-02-15 22:30:01.000,2004-02-15 22:30:01,22,6,15,2,1,0,0,53.0,268,1
186,58466,node-D0,clusterfilesystem,clusterfilesystem.no_server,1076864677,1,ClusterFileSystem: There is no server for ServerFileSystem domain storage131,E10,ClusterFileSystem: There is no server for ServerFileSystem domain storage<*>,0,normal,HPC_2k,2004-02-15 22:34:37.000,2004-02-15 22:34:37,22,6,15,2,1,0,0,276.0,269,1
1581,59022,Interconnect-0N03,switch_module,error,1076865397,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-15 22:46:37.000,2004-02-15 22:46:37,22,6,15,2,1,0,0,720.0,270,1
39,59888,node-105,action,start,1076865608,1,wait  (command 2189),E45,wait  (command <*>),0,normal,HPC_2k,2004-02-15 22:50:08.000,2004-02-15 22:50:08,22,6,15,2,1,0,0,211.0,271,1
1580,61078,Interconnect-1N01,switch_module,error,1076865899,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-15 22:54:59.000,2004-02-15 22:54:59,22,6,15,2,1,0,0,291.0,272,1
38,61193,node-25,action,start,1076865929,1,boot  (command 2183),E4,boot  (command <*>),0,normal,HPC_2k,2004-02-15 22:55:29.000,2004-02-15 22:55:29,22,6,15,2,1,0,0,30.0,273,1
1579,61506,Interconnect-1N00,switch_module,error,1076866050,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-15 22:57:30.000,2004-02-15 22:57:30,22,6,15,2,1,0,0,121.0,274,1
1926,61810,node-155,unix.hw,net.niff.up,1076866090,1,NIFF: node node-155 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,0,normal,HPC_2k,2004-02-15 22:58:10.000,2004-02-15 22:58:10,22,6,15,2,1,0,0,40.0,275,1
749,61851,node-60,node,temperature,1076866153,1,ambient=31,E2,ambient=<*>,0,normal,HPC_2k,2004-02-15 22:59:13.000,2004-02-15 22:59:13,22,6,15,2,1,0,0,63.0,276,1
37,64231,node-224,action,start,1076871482,1,wait  (command 2199),E45,wait  (command <*>),0,normal,HPC_2k,2004-02-16 00:28:02.000,2004-02-16 00:28:02,0,0,16,2,0,0,1,5329.0,277,1
36,66410,node-226,action,start,1076874863,1,wait  (command 2201),E45,wait  (command <*>),0,normal,HPC_2k,2004-02-16 01:24:23.000,2004-02-16 01:24:23,1,0,16,2,0,0,1,3381.0,278,1
1578,69261,Interconnect-1N01,switch_module,error,1076933680,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-16 17:44:40.000,2004-02-16 17:44:40,17,0,16,2,0,1,0,58817.0,279,1
347,69304,node-D7,clusterfilesystem,clusterfilesystem.not_served,1076959081,1,ClusterFileSystem: ServerFileSystem domain root5_tmp is no longer served by node node-228,E9,ClusterFileSystem: ServerFileSystem domain <*> is no longer served by node node-<*>,2,system_failure,HPC_2k,2004-02-17 00:48:01.000,2004-02-17 00:48:01,0,1,17,2,0,0,1,25401.0,280,1
748,69378,gige7,gige,temperature,1076961352,1,warning,E46,warning,0,normal,HPC_2k,2004-02-17 01:25:52.000,2004-02-17 01:25:52,1,1,17,2,0,0,1,2271.0,281,1
747,69672,gige7,gige,temperature,1077015055,1,warning,E46,warning,0,normal,HPC_2k,2004-02-17 16:20:55.000,2004-02-17 16:20:55,16,1,17,2,0,1,0,53703.0,282,1
746,69858,gige7,gige,temperature,1077042957,1,warning,E46,warning,0,normal,HPC_2k,2004-02-18 00:05:57.000,2004-02-18 00:05:57,0,2,18,2,0,0,1,27902.0,283,1
1577,70014,Interconnect-1N01,switch_module,error,1077057705,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-18 04:11:45.000,2004-02-18 04:11:45,4,2,18,2,0,0,1,14748.0,284,1
166,70088,2206,shutdown_cmd,new,1077059790,1,Targeting domains:node-D7 and nodes:node-[224\ 228\ 232],E43,Targeting domains:node-D<*>and nodes:node-<*>,0,normal,HPC_2k,2004-02-18 04:46:30.000,2004-02-18 04:46:30,4,2,18,2,0,0,1,2085.0,285,1
1576,70211,Interconnect-0N03,switch_module,error,1077061058,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-18 05:07:38.000,2004-02-18 05:07:38,5,2,18,2,0,0,1,1268.0,286,1
1575,70353,Interconnect-1N03,switch_module,error,1077061443,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-18 05:14:03.000,2004-02-18 05:14:03,5,2,18,2,0,0,1,385.0,287,1
1574,71554,Interconnect-0N00,switch_module,error,1077066063,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-18 06:31:03.000,2004-02-18 06:31:03,6,2,18,2,0,0,1,4620.0,288,1
1573,71623,Interconnect-1N00,switch_module,error,1077066129,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-18 06:32:09.000,2004-02-18 06:32:09,6,2,18,2,0,0,1,66.0,289,2
1572,71637,Interconnect-1N00,switch_module,error,1077066136,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-18 06:32:16.000,2004-02-18 06:32:16,6,2,18,2,0,0,1,7.0,290,2
1571,73728,Interconnect-1N01,switch_module,error,1077094121,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-18 14:18:41.000,2004-02-18 14:18:41,14,2,18,2,0,1,0,27985.0,291,1
745,74418,gige7,gige,temperature,1077159058,1,normal,E31,normal,0,normal,HPC_2k,2004-02-19 08:20:58.000,2004-02-19 08:20:58,8,3,19,2,0,0,0,64937.0,292,1
1570,74611,Interconnect-0N01,switch_module,error,1077171912,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-19 11:55:12.000,2004-02-19 11:55:12,11,3,19,2,0,1,0,12854.0,293,1
1569,74930,Interconnect-0N01,switch_module,error,1077172601,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-19 12:06:41.000,2004-02-19 12:06:41,12,3,19,2,0,1,0,689.0,294,1
35,75026,node-119,action,start,1077172842,1,wait  (command 2217),E45,wait  (command <*>),0,normal,HPC_2k,2004-02-19 12:10:42.000,2004-02-19 12:10:42,12,3,19,2,0,1,0,241.0,295,2
34,75035,node-116,action,start,1077172847,1,wait  (command 2217),E45,wait  (command <*>),0,normal,HPC_2k,2004-02-19 12:10:47.000,2004-02-19 12:10:47,12,3,19,2,0,1,0,5.0,296,2
420,76110,node-37,node,status,1077204510,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-19 20:58:30.000,2004-02-19 20:58:30,20,3,19,2,0,0,0,31663.0,297,1
33,76306,node-57,action,start,1077204892,1,halt  (command 2221),E19,halt  (command <*>),0,normal,HPC_2k,2004-02-19 21:04:52.000,2004-02-19 21:04:52,21,3,19,2,0,0,0,382.0,298,1
744,76723,node-55,node,temperature,1077205904,1,ambient=33,E2,ambient=<*>,0,normal,HPC_2k,2004-02-19 21:21:44.000,2004-02-19 21:21:44,21,3,19,2,0,0,0,1012.0,299,1
419,76769,node-61,node,status,1077207138,1,running,E38,running,0,normal,HPC_2k,2004-02-19 21:42:18.000,2004-02-19 21:42:18,21,3,19,2,0,0,0,1234.0,300,1
1568,77005,Interconnect-0N00,switch_module,error,1077215215,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-19 23:56:55.000,2004-02-19 23:56:55,23,3,19,2,0,0,0,8077.0,301,1
418,77067,node-35,node,status,1077215250,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-19 23:57:30.000,2004-02-19 23:57:30,23,3,19,2,0,0,0,35.0,302,1
1567,77224,Interconnect-0N00,switch_module,error,1077215336,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-19 23:58:56.000,2004-02-19 23:58:56,23,3,19,2,0,0,0,86.0,303,1
743,77270,node-166,node,temperature,1077215565,1,ambient=31,E2,ambient=<*>,0,normal,HPC_2k,2004-02-20 00:02:45.000,2004-02-20 00:02:45,0,4,20,2,0,0,1,229.0,304,1
1566,78479,Interconnect-1N01,switch_module,error,1077238683,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-20 06:28:03.000,2004-02-20 06:28:03,6,4,20,2,0,0,1,23118.0,305,1
1565,78503,Interconnect-1N01,switch_module,error,1077243903,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-20 07:55:03.000,2004-02-20 07:55:03,7,4,20,2,0,0,0,5220.0,306,1
1564,80119,Interconnect-1N01,switch_module,error,1077260187,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-20 12:26:27.000,2004-02-20 12:26:27,12,4,20,2,0,1,0,16284.0,307,1
742,80531,node-174,node,temperature,1077300930,1,ambient=28,E2,ambient=<*>,0,normal,HPC_2k,2004-02-20 23:45:30.000,2004-02-20 23:45:30,23,4,20,2,0,0,0,40743.0,308,1
741,80683,node-198,node,temperature,1077307801,1,ambient=33,E2,ambient=<*>,0,normal,HPC_2k,2004-02-21 01:40:01.000,2004-02-21 01:40:01,1,5,21,2,1,0,1,6871.0,309,1
417,80830,node-65,node,status,1077321390,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-21 05:26:30.000,2004-02-21 05:26:30,5,5,21,2,1,0,1,13589.0,310,1
1583,86690,Interconnect-1T02,switch_module,error,1077364380,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-21 17:23:00.000,2004-02-21 17:23:00,17,5,21,2,1,1,0,42990.0,311,1
750,86744,gige7,gige,temperature,1077371471,1,warning,E46,warning,0,normal,HPC_2k,2004-02-21 19:21:11.000,2004-02-21 19:21:11,19,5,21,2,1,0,0,7091.0,312,1
1584,87093,Interconnect-1N01,switch_module,error,1077384074,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-21 22:51:14.000,2004-02-21 22:51:14,22,5,21,2,1,0,0,12603.0,313,1
751,87515,gige7,gige,temperature,1077440772,1,normal,E31,normal,0,normal,HPC_2k,2004-02-22 14:36:12.000,2004-02-22 14:36:12,14,6,22,2,1,1,0,56698.0,314,1
1585,87621,Interconnect-1N01,switch_module,error,1077451653,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-22 17:37:33.000,2004-02-22 17:37:33,17,6,22,2,1,1,0,10881.0,315,1
1614,87674,Interconnect-1N01,switch_module,error,1077460673,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-22 20:07:53.000,2004-02-22 20:07:53,20,6,22,2,1,0,0,9020.0,316,1
757,87693,gige4,gige,temperature,1077462433,1,warning,E46,warning,0,normal,HPC_2k,2004-02-22 20:37:13.000,2004-02-22 20:37:13,20,6,22,2,1,0,0,1760.0,317,1
1613,87770,Interconnect-1T02,switch_module,error,1077473123,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-22 23:35:23.000,2004-02-22 23:35:23,23,6,22,2,1,0,0,10690.0,318,1
756,87831,gige2,gige,temperature,1077480553,1,warning,E46,warning,0,normal,HPC_2k,2004-02-23 01:39:13.000,2004-02-23 01:39:13,1,0,23,2,0,0,1,7430.0,319,1
1612,88370,Interconnect-1N01,switch_module,error,1077549077,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-23 20:41:17.000,2004-02-23 20:41:17,20,0,23,2,0,0,0,68524.0,320,1
755,88671,node-148,node,temperature,1077556261,1,ambient=31,E2,ambient=<*>,0,normal,HPC_2k,2004-02-23 22:41:01.000,2004-02-23 22:41:01,22,0,23,2,0,0,0,7184.0,321,1
754,88946,gige7,gige,temperature,1077576377,1,normal,E31,normal,0,normal,HPC_2k,2004-02-24 04:16:17.000,2004-02-24 04:16:17,4,1,24,2,0,0,1,20116.0,322,1
1611,89037,Interconnect-1N01,switch_module,error,1077578416,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-24 04:50:16.000,2004-02-24 04:50:16,4,1,24,2,0,0,1,2039.0,323,1
753,90542,node-157,node,temperature,1077630300,1,ambient=30,E2,ambient=<*>,0,normal,HPC_2k,2004-02-24 19:15:00.000,2004-02-24 19:15:00,19,1,24,2,0,0,0,51884.0,324,1
427,90661,node-61,node,status,1077630630,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-24 19:20:30.000,2004-02-24 19:20:30,19,1,24,2,0,0,0,330.0,325,1
1610,91770,Interconnect-1N03,switch_module,error,1077631159,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-24 19:29:19.000,2004-02-24 19:29:19,19,1,24,2,0,0,0,529.0,326,2
1609,91802,Interconnect-1N01,switch_module,error,1077631166,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-24 19:29:26.000,2004-02-24 19:29:26,19,1,24,2,0,0,0,7.0,327,2
1608,91927,Interconnect-1N03,switch_module,error,1077631212,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-24 19:30:12.000,2004-02-24 19:30:12,19,1,24,2,0,0,0,46.0,328,3
1607,91936,Interconnect-0N03,switch_module,error,1077631217,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-24 19:30:17.000,2004-02-24 19:30:17,19,1,24,2,0,0,0,5.0,329,3
1606,92001,Interconnect-1N03,switch_module,error,1077631249,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-24 19:30:49.000,2004-02-24 19:30:49,19,1,24,2,0,0,0,32.0,330,3
1605,92067,Interconnect-0N01,switch_module,error,1077631886,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-24 19:41:26.000,2004-02-24 19:41:26,19,1,24,2,0,0,0,637.0,331,1
1604,92934,Interconnect-1N03,switch_module,error,1077644940,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-24 23:19:00.000,2004-02-24 23:19:00,23,1,24,2,0,0,0,13054.0,332,2
1603,92943,Interconnect-1N03,switch_module,error,1077644946,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-24 23:19:06.000,2004-02-24 23:19:06,23,1,24,2,0,0,0,6.0,333,2
43,93083,node-242,action,start,1077645240,1,boot  (command 2257),E4,boot  (command <*>),0,normal,HPC_2k,2004-02-24 23:24:00.000,2004-02-24 23:24:00,23,1,24,2,0,0,0,294.0,334,2
42,93084,node-239,action,start,1077645240,1,wait  (command 2257),E45,wait  (command <*>),0,normal,HPC_2k,2004-02-24 23:24:00.000,2004-02-24 23:24:00,23,1,24,2,0,0,0,0.0,335,2
1602,93592,Interconnect-0N00,switch_module,error,1077646545,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-24 23:45:45.000,2004-02-24 23:45:45,23,1,24,2,0,0,0,1305.0,336,2
1601,93616,Interconnect-0N00,switch_module,error,1077646552,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-24 23:45:52.000,2004-02-24 23:45:52,23,1,24,2,0,0,0,7.0,337,2
1600,94573,Interconnect-0N01,switch_module,error,1077646914,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-24 23:51:54.000,2004-02-24 23:51:54,23,1,24,2,0,0,0,362.0,338,1
752,94825,node-45,node,temperature,1077647048,1,ambient=30,E2,ambient=<*>,0,normal,HPC_2k,2004-02-24 23:54:08.000,2004-02-24 23:54:08,23,1,24,2,0,0,0,134.0,339,1
41,95046,node-118,action,start,1077647123,1,wait  (command 2270),E45,wait  (command <*>),0,normal,HPC_2k,2004-02-24 23:55:23.000,2004-02-24 23:55:23,23,1,24,2,0,0,0,75.0,340,1
426,100048,node-215,node,status,1077649605,1,running,E38,running,0,normal,HPC_2k,2004-02-25 00:36:45.000,2004-02-25 00:36:45,0,2,25,2,0,0,1,2482.0,341,1
1599,100157,Interconnect-1T01,switch_module,error,1077654632,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-25 02:00:32.000,2004-02-25 02:00:32,2,2,25,2,0,0,1,5027.0,342,1
1598,100284,Interconnect-1N01,switch_module,error,1077676650,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-25 08:07:30.000,2004-02-25 08:07:30,8,2,25,2,0,0,0,22018.0,343,1
1597,100398,Interconnect-1N02,switch_module,error,1077691525,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-25 12:15:25.000,2004-02-25 12:15:25,12,2,25,2,0,1,0,14875.0,344,1
1596,100546,Interconnect-0N03,switch_module,error,1077711917,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-25 17:55:17.000,2004-02-25 17:55:17,17,2,25,2,0,1,0,20392.0,345,1
1595,100619,Interconnect-0N03,switch_module,error,1077716299,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-25 19:08:19.000,2004-02-25 19:08:19,19,2,25,2,0,0,0,4382.0,346,1
424,100995,node-22,node,status,1077723931,1,configured out,E14,configured out,0,normal,HPC_2k,2004-02-25 21:15:31.000,2004-02-25 21:15:31,21,2,25,2,0,0,0,7632.0,347,2
425,100947,node-87,node,status,1077723931,1,not responding,E32,not responding,0,normal,HPC_2k,2004-02-25 21:15:31.000,2004-02-25 21:15:31,21,2,25,2,0,0,0,0.0,348,2
1594,101832,Interconnect-1N00,switch_module,error,1077735628,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-26 00:30:28.000,2004-02-26 00:30:28,0,3,26,2,0,0,1,11697.0,349,1
1593,102079,Interconnect-0N01,switch_module,error,1077735752,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-26 00:32:32.000,2004-02-26 00:32:32,0,3,26,2,0,0,1,124.0,350,1
1592,102593,Interconnect-1N02,switch_module,error,1077735915,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-26 00:35:15.000,2004-02-26 00:35:15,0,3,26,2,0,0,1,163.0,351,3
1591,102627,Interconnect-1N03,switch_module,error,1077735926,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-26 00:35:26.000,2004-02-26 00:35:26,0,3,26,2,0,0,1,11.0,352,3
1590,102642,Interconnect-0N02,switch_module,error,1077735930,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-26 00:35:30.000,2004-02-26 00:35:30,0,3,26,2,0,0,1,4.0,353,3
1928,105447,node-75,unix.hw,net.niff.up,1077739647,1,NIFF: node node-75 has detected an available network connection on network 10.128.0.0 via interface ee0,E29,NIFF: node node-<*> has detected an available network connection on network <*> via interface ee0,0,normal,HPC_2k,2004-02-26 01:37:27.000,2004-02-26 01:37:27,1,3,26,2,0,0,1,3717.0,354,1
1589,105792,Interconnect-0N01,switch_module,error,1077739731,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-26 01:38:51.000,2004-02-26 01:38:51,1,3,26,2,0,0,1,84.0,355,1
1588,105870,Interconnect-1N02,switch_module,error,1077739756,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-26 01:39:16.000,2004-02-26 01:39:16,1,3,26,2,0,0,1,25.0,356,1
40,106268,node-178,action,start,1077739942,1,wait  (command 2302),E45,wait  (command <*>),0,normal,HPC_2k,2004-02-26 01:42:22.000,2004-02-26 01:42:22,1,3,26,2,0,0,1,186.0,357,1
1927,106492,node-176,unix.hw,net.niff.up,1077739982,1,NIFF: node node-176 has detected an available network connection on network 5.5.226.0 via interface alt0,E28,NIFF: node node-<*> has detected an available network connection on network <*> via interface alt0,0,normal,HPC_2k,2004-02-26 01:43:02.000,2004-02-26 01:43:02,1,3,26,2,0,0,1,40.0,358,2
1587,106635,Interconnect-1N01,switch_module,error,1077740032,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-26 01:43:52.000,2004-02-26 01:43:52,1,3,26,2,0,0,1,50.0,359,2
422,114954,node-206,node,status,1077744705,1,running,E38,running,0,normal,HPC_2k,2004-02-26 03:01:45.000,2004-02-26 03:01:45,3,3,26,2,0,0,1,4673.0,360,2
423,114862,node-114,node,status,1077744705,1,running,E38,running,0,normal,HPC_2k,2004-02-26 03:01:45.000,2004-02-26 03:01:45,3,3,26,2,0,0,1,0.0,361,2
309,115153,Interconnect-0T00,switch_module,bcast-error,1077757190,1,Link error,E21,Link error,4,network_anomaly,HPC_2k,2004-02-26 06:29:50.000,2004-02-26 06:29:50,6,3,26,2,0,0,1,12485.0,362,1
1586,115237,Interconnect-1N01,switch_module,error,1077763844,1,Linkerror event interval expired,E26,Linkerror event interval expired,0,normal,HPC_2k,2004-02-26 08:20:44.000,2004-02-26 08:20:44,8,3,26,2,0,0,0,6654.0,363,1
308,115576,Interconnect-1T00,switch_module,bcast-error,1077793578,1,Link error,E21,Link error,4,network_anomaly,HPC_2k,2004-02-26 16:36:18.000,2004-02-26 16:36:18,16,3,26,2,0,1,0,29734.0,364,1
