LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
365,Jun,25,19:25:30,combo,ftpd,32330.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-25 19:25:30.000,2025-06-25 19:25:30,19,2,25,6,0,0,0,0.0,357,13
364,Jun,25,19:25:30,combo,ftpd,32331.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-25 19:25:30.000,2025-06-25 19:25:30,19,2,25,6,0,0,0,0.0,358,13
363,Jun,25,19:25:30,combo,ftpd,32325.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-25 19:25:30.000,2025-06-25 19:25:30,19,2,25,6,0,0,0,0.0,359,13
361,Jun,25,19:25:30,combo,ftpd,32323.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-25 19:25:30.000,2025-06-25 19:25:30,19,2,25,6,0,0,0,0.0,360,13
360,Jun,25,19:25:30,combo,ftpd,32326.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-25 19:25:30.000,2025-06-25 19:25:30,19,2,25,6,0,0,0,0.0,361,13
359,Jun,25,19:25:30,combo,ftpd,32324.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-25 19:25:30.000,2025-06-25 19:25:30,19,2,25,6,0,0,0,0.0,362,13
358,Jun,25,19:25:30,combo,ftpd,32329.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-25 19:25:30.000,2025-06-25 19:25:30,19,2,25,6,0,0,0,0.0,363,13
357,Jun,25,19:25:30,combo,ftpd,32328.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:30 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-25 19:25:30.000,2025-06-25 19:25:30,19,2,25,6,0,0,0,0.0,364,13
366,Jun,25,19:25:31,combo,ftpd,32333.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-25 19:25:31.000,2025-06-25 19:25:31,19,2,25,6,0,0,0,1.0,365,13
367,Jun,25,19:25:31,combo,ftpd,32332.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-25 19:25:31.000,2025-06-25 19:25:31,19,2,25,6,0,0,0,0.0,366,13
368,Jun,25,19:25:31,combo,ftpd,32334.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-25 19:25:31.000,2025-06-25 19:25:31,19,2,25,6,0,0,0,0.0,367,13
369,Jun,25,19:25:34,combo,ftpd,32335.0,connection from 211.167.68.59 () at Sat Jun 25 19:25:34 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-25 19:25:34.000,2025-06-25 19:25:34,19,2,25,6,0,0,0,3.0,368,13
370,Jun,26,04:04:17,combo,su(pam_unix),945.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),1,security_anomaly,Linux_2k,2025-06-26 04:04:17.000,2025-06-26 04:04:17,4,3,26,6,0,0,1,31123.0,369,6
371,Jun,26,04:04:17,combo,su(pam_unix),945.0,session closed for user cyrus,E101,session closed for user <*>,1,security_anomaly,Linux_2k,2025-06-26 04:04:17.000,2025-06-26 04:04:17,4,3,26,6,0,0,1,0.0,370,6
372,Jun,26,04:04:19,combo,cups,,cupsd shutdown succeeded,E37,cupsd shutdown succeeded,0,normal,Linux_2k,2025-06-26 04:04:19.000,2025-06-26 04:04:19,4,3,26,6,0,0,1,2.0,371,6
373,Jun,26,04:04:24,combo,cups,,cupsd startup succeeded,E38,cupsd startup succeeded,0,normal,Linux_2k,2025-06-26 04:04:24.000,2025-06-26 04:04:24,4,3,26,6,0,0,1,5.0,372,6
375,Jun,26,04:04:31,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1],1,security_anomaly,Linux_2k,2025-06-26 04:04:31.000,2025-06-26 04:04:31,4,3,26,6,0,0,1,7.0,373,6
374,Jun,26,04:04:31,combo,syslogd 1.4.1,,restart.,E90,restart.,0,normal,Linux_2k,2025-06-26 04:04:31.000,2025-06-26 04:04:31,4,3,26,6,0,0,1,0.0,374,6
376,Jun,26,04:10:02,combo,su(pam_unix),1546.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),1,security_anomaly,Linux_2k,2025-06-26 04:10:02.000,2025-06-26 04:10:02,4,3,26,6,0,0,1,331.0,375,2
377,Jun,26,04:10:04,combo,su(pam_unix),1546.0,session closed for user news,E101,session closed for user <*>,1,security_anomaly,Linux_2k,2025-06-26 04:10:04.000,2025-06-26 04:10:04,4,3,26,6,0,0,1,2.0,376,2
378,Jun,27,04:02:47,combo,su(pam_unix),7031.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),1,security_anomaly,Linux_2k,2025-06-27 04:02:47.000,2025-06-27 04:02:47,4,4,27,6,0,0,1,85963.0,377,3
379,Jun,27,04:02:48,combo,su(pam_unix),7031.0,session closed for user cyrus,E101,session closed for user <*>,1,security_anomaly,Linux_2k,2025-06-27 04:02:48.000,2025-06-27 04:02:48,4,4,27,6,0,0,1,1.0,378,3
380,Jun,27,04:02:49,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1],1,security_anomaly,Linux_2k,2025-06-27 04:02:49.000,2025-06-27 04:02:49,4,4,27,6,0,0,1,1.0,379,3
381,Jun,27,04:08:56,combo,su(pam_unix),8269.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),1,security_anomaly,Linux_2k,2025-06-27 04:08:56.000,2025-06-27 04:08:56,4,4,27,6,0,0,1,367.0,380,2
382,Jun,27,04:08:57,combo,su(pam_unix),8269.0,session closed for user news,E101,session closed for user <*>,1,security_anomaly,Linux_2k,2025-06-27 04:08:57.000,2025-06-27 04:08:57,4,4,27,6,0,0,1,1.0,381,2
383,Jun,27,08:05:37,combo,sshd(pam_unix),8660.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-27 08:05:37.000,2025-06-27 08:05:37,8,4,27,6,0,0,0,14200.0,382,5
384,Jun,27,08:05:39,combo,sshd(pam_unix),8664.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-27 08:05:39.000,2025-06-27 08:05:39,8,4,27,6,0,0,0,2.0,383,5
385,Jun,27,08:05:39,combo,sshd(pam_unix),8663.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-27 08:05:39.000,2025-06-27 08:05:39,8,4,27,6,0,0,0,0.0,384,5
386,Jun,27,08:05:39,combo,sshd(pam_unix),8662.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-27 08:05:39.000,2025-06-27 08:05:39,8,4,27,6,0,0,0,0.0,385,5
387,Jun,27,08:05:39,combo,sshd(pam_unix),8661.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-27 08:05:39.000,2025-06-27 08:05:39,8,4,27,6,0,0,0,0.0,386,5
388,Jun,28,04:03:15,combo,su(pam_unix),10735.0,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>),1,security_anomaly,Linux_2k,2025-06-28 04:03:15.000,2025-06-28 04:03:15,4,5,28,6,1,0,1,71856.0,387,3
389,Jun,28,04:03:16,combo,su(pam_unix),10735.0,session closed for user cyrus,E101,session closed for user <*>,1,security_anomaly,Linux_2k,2025-06-28 04:03:16.000,2025-06-28 04:03:16,4,5,28,6,1,0,1,1.0,388,3
390,Jun,28,04:03:17,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1],1,security_anomaly,Linux_2k,2025-06-28 04:03:17.000,2025-06-28 04:03:17,4,5,28,6,1,0,1,1.0,389,3
391,Jun,28,04:09:00,combo,su(pam_unix),11106.0,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>),1,security_anomaly,Linux_2k,2025-06-28 04:09:00.000,2025-06-28 04:09:00,4,5,28,6,1,0,1,343.0,390,2
392,Jun,28,04:09:01,combo,su(pam_unix),11106.0,session closed for user news,E101,session closed for user <*>,1,security_anomaly,Linux_2k,2025-06-28 04:09:01.000,2025-06-28 04:09:01,4,5,28,6,1,0,1,1.0,391,2
393,Jun,28,08:10:24,combo,sshd(pam_unix),11513.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 08:10:24.000,2025-06-28 08:10:24,8,5,28,6,1,0,0,14483.0,392,9
394,Jun,28,08:10:24,combo,sshd(pam_unix),11517.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 08:10:24.000,2025-06-28 08:10:24,8,5,28,6,1,0,0,0.0,393,9
395,Jun,28,08:10:24,combo,sshd(pam_unix),11521.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 08:10:24.000,2025-06-28 08:10:24,8,5,28,6,1,0,0,0.0,394,9
396,Jun,28,08:10:24,combo,sshd(pam_unix),11510.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 08:10:24.000,2025-06-28 08:10:24,8,5,28,6,1,0,0,0.0,395,9
397,Jun,28,08:10:25,combo,sshd(pam_unix),11519.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 08:10:25.000,2025-06-28 08:10:25,8,5,28,6,1,0,0,1.0,396,9
398,Jun,28,08:10:26,combo,sshd(pam_unix),11514.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 08:10:26.000,2025-06-28 08:10:26,8,5,28,6,1,0,0,1.0,397,9
399,Jun,28,08:10:28,combo,sshd(pam_unix),11512.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 08:10:28.000,2025-06-28 08:10:28,8,5,28,6,1,0,0,2.0,398,9
400,Jun,28,08:10:29,combo,sshd(pam_unix),11509.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 08:10:29.000,2025-06-28 08:10:29,8,5,28,6,1,0,0,1.0,399,9
401,Jun,28,08:10:30,combo,sshd(pam_unix),11515.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 08:10:30.000,2025-06-28 08:10:30,8,5,28,6,1,0,0,1.0,400,9
402,Jun,28,20:58:46,combo,sshd(pam_unix),12665.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 20:58:46.000,2025-06-28 20:58:46,20,5,28,6,1,0,0,46096.0,401,10
403,Jun,28,20:58:46,combo,sshd(pam_unix),12666.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 20:58:46.000,2025-06-28 20:58:46,20,5,28,6,1,0,0,0.0,402,10
404,Jun,28,20:58:47,combo,sshd(pam_unix),12669.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 20:58:47.000,2025-06-28 20:58:47,20,5,28,6,1,0,0,1.0,403,10
405,Jun,28,20:58:50,combo,sshd(pam_unix),12671.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 20:58:50.000,2025-06-28 20:58:50,20,5,28,6,1,0,0,3.0,404,10
406,Jun,28,20:58:52,combo,sshd(pam_unix),12673.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 20:58:52.000,2025-06-28 20:58:52,20,5,28,6,1,0,0,2.0,405,10
407,Jun,28,20:58:53,combo,sshd(pam_unix),12675.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 20:58:53.000,2025-06-28 20:58:53,20,5,28,6,1,0,0,1.0,406,10
408,Jun,28,20:58:53,combo,sshd(pam_unix),12677.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 20:58:53.000,2025-06-28 20:58:53,20,5,28,6,1,0,0,0.0,407,10
409,Jun,28,20:58:55,combo,sshd(pam_unix),12679.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 20:58:55.000,2025-06-28 20:58:55,20,5,28,6,1,0,0,2.0,408,10
410,Jun,28,20:58:55,combo,sshd(pam_unix),12681.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 20:58:55.000,2025-06-28 20:58:55,20,5,28,6,1,0,0,0.0,409,10
411,Jun,28,20:58:55,combo,sshd(pam_unix),12680.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,1,security_anomaly,Linux_2k,2025-06-28 20:58:55.000,2025-06-28 20:58:55,20,5,28,6,1,0,0,0.0,410,10
421,Jun,28,21:42:46,combo,sshd(pam_unix),12754.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,1,security_anomaly,Linux_2k,2025-06-28 21:42:46.000,2025-06-28 21:42:46,21,5,28,6,1,0,0,2631.0,411,10
420,Jun,28,21:42:46,combo,sshd(pam_unix),12754.0,check pass; user unknown,E27,check pass; user unknown,1,security_anomaly,Linux_2k,2025-06-28 21:42:46.000,2025-06-28 21:42:46,21,5,28,6,1,0,0,0.0,412,10
419,Jun,28,21:42:46,combo,sshd(pam_unix),12755.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,1,security_anomaly,Linux_2k,2025-06-28 21:42:46.000,2025-06-28 21:42:46,21,5,28,6,1,0,0,0.0,413,10
417,Jun,28,21:42:46,combo,sshd(pam_unix),12752.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,1,security_anomaly,Linux_2k,2025-06-28 21:42:46.000,2025-06-28 21:42:46,21,5,28,6,1,0,0,0.0,414,10
418,Jun,28,21:42:46,combo,sshd(pam_unix),12755.0,check pass; user unknown,E27,check pass; user unknown,1,security_anomaly,Linux_2k,2025-06-28 21:42:46.000,2025-06-28 21:42:46,21,5,28,6,1,0,0,0.0,415,10
415,Jun,28,21:42:46,combo,sshd(pam_unix),12753.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,1,security_anomaly,Linux_2k,2025-06-28 21:42:46.000,2025-06-28 21:42:46,21,5,28,6,1,0,0,0.0,416,10
414,Jun,28,21:42:46,combo,sshd(pam_unix),12753.0,check pass; user unknown,E27,check pass; user unknown,1,security_anomaly,Linux_2k,2025-06-28 21:42:46.000,2025-06-28 21:42:46,21,5,28,6,1,0,0,0.0,417,10
413,Jun,28,21:42:46,combo,sshd(pam_unix),12756.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E16,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,1,security_anomaly,Linux_2k,2025-06-28 21:42:46.000,2025-06-28 21:42:46,21,5,28,6,1,0,0,0.0,418,10
412,Jun,28,21:42:46,combo,sshd(pam_unix),12756.0,check pass; user unknown,E27,check pass; user unknown,1,security_anomaly,Linux_2k,2025-06-28 21:42:46.000,2025-06-28 21:42:46,21,5,28,6,1,0,0,0.0,419,10
416,Jun,28,21:42:46,combo,sshd(pam_unix),12752.0,check pass; user unknown,E27,check pass; user unknown,1,security_anomaly,Linux_2k,2025-06-28 21:42:46.000,2025-06-28 21:42:46,21,5,28,6,1,0,0,0.0,420,10
434,Jun,29,03:22:22,combo,ftpd,13251.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,20376.0,421,23
443,Jun,29,03:22:22,combo,ftpd,13248.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,422,23
442,Jun,29,03:22:22,combo,ftpd,13247.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,423,23
441,Jun,29,03:22:22,combo,ftpd,13253.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,424,23
440,Jun,29,03:22:22,combo,ftpd,13249.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,425,23
439,Jun,29,03:22:22,combo,ftpd,13243.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,426,23
437,Jun,29,03:22:22,combo,ftpd,13246.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,427,23
436,Jun,29,03:22:22,combo,ftpd,13245.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,428,23
435,Jun,29,03:22:22,combo,ftpd,13263.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,429,23
433,Jun,29,03:22:22,combo,ftpd,13264.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,430,23
438,Jun,29,03:22:22,combo,ftpd,13244.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,431,23
431,Jun,29,03:22:22,combo,ftpd,13255.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,432,23
430,Jun,29,03:22:22,combo,ftpd,13258.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,433,23
429,Jun,29,03:22:22,combo,ftpd,13256.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,434,23
428,Jun,29,03:22:22,combo,ftpd,13259.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,435,23
427,Jun,29,03:22:22,combo,ftpd,13260.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,436,23
432,Jun,29,03:22:22,combo,ftpd,13254.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,437,23
426,Jun,29,03:22:22,combo,ftpd,13252.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,438,23
425,Jun,29,03:22:22,combo,ftpd,13250.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,439,23
424,Jun,29,03:22:22,combo,ftpd,13261.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,440,23
423,Jun,29,03:22:22,combo,ftpd,13257.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,441,23
422,Jun,29,03:22:22,combo,ftpd,13262.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:22.000,2025-06-29 03:22:22,3,6,29,6,1,0,1,0.0,442,23
444,Jun,29,03:22:23,combo,ftpd,13265.0,connection from 61.74.96.178 () at Wed Jun 29 03:22:23 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,1,security_anomaly,Linux_2k,2025-06-29 03:22:23.000,2025-06-29 03:22:23,3,6,29,6,1,0,1,1.0,443,23
