LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
445,03-17,16:14:00.349,1702,1702,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",0,normal,Android_2k,2025-03-17 16:14:00.349,2025-03-17 16:14:00.349,16,0,17,3,0,1,0,0.0,444,422
446,03-17,16:14:01.800,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261866434, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",0,normal,Android_2k,2025-03-17 16:14:01.800,2025-03-17 16:14:01.800,16,0,17,3,0,1,0,1.451,445,422
447,03-17,16:14:01.801,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:14:01.801,2025-03-17 16:14:01.801,16,0,17,3,0,1,0,0.001,446,422
448,03-17,16:14:01.964,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:01.964,2025-03-17 16:14:01.964,16,0,17,3,0,1,0,0.163,447,422
449,03-17,16:14:01.964,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:01.964,2025-03-17 16:14:01.964,16,0,17,3,0,1,0,0.0,448,422
450,03-17,16:14:01.978,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:01.978,2025-03-17 16:14:01.978,16,0,17,3,0,1,0,0.014,449,422
451,03-17,16:14:01.978,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:01.978,2025-03-17 16:14:01.978,16,0,17,3,0,1,0,0.0,450,422
453,03-17,16:14:02.045,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.045,2025-03-17 16:14:02.045,16,0,17,3,0,1,0,0.067,451,422
452,03-17,16:14:02.045,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.045,2025-03-17 16:14:02.045,16,0,17,3,0,1,0,0.0,452,422
454,03-17,16:14:02.056,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.056,2025-03-17 16:14:02.056,16,0,17,3,0,1,0,0.011,453,422
455,03-17,16:14:02.057,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.057,2025-03-17 16:14:02.057,16,0,17,3,0,1,0,0.001,454,422
456,03-17,16:14:02.066,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.066,2025-03-17 16:14:02.066,16,0,17,3,0,1,0,0.009,455,422
457,03-17,16:14:02.066,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.066,2025-03-17 16:14:02.066,16,0,17,3,0,1,0,0.0,456,422
458,03-17,16:14:02.080,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.080,2025-03-17 16:14:02.080,16,0,17,3,0,1,0,0.014,457,422
459,03-17,16:14:02.080,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.080,2025-03-17 16:14:02.080,16,0,17,3,0,1,0,0.0,458,422
460,03-17,16:14:02.090,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.090,2025-03-17 16:14:02.090,16,0,17,3,0,1,0,0.01,459,422
461,03-17,16:14:02.090,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.090,2025-03-17 16:14:02.090,16,0,17,3,0,1,0,0.0,460,422
462,03-17,16:14:02.107,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.107,2025-03-17 16:14:02.107,16,0,17,3,0,1,0,0.017,461,422
463,03-17,16:14:02.107,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.107,2025-03-17 16:14:02.107,16,0,17,3,0,1,0,0.0,462,422
464,03-17,16:14:02.121,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.121,2025-03-17 16:14:02.121,16,0,17,3,0,1,0,0.014,463,422
465,03-17,16:14:02.122,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.122,2025-03-17 16:14:02.122,16,0,17,3,0,1,0,0.001,464,422
467,03-17,16:14:02.136,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.136,2025-03-17 16:14:02.136,16,0,17,3,0,1,0,0.014,465,422
466,03-17,16:14:02.136,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.136,2025-03-17 16:14:02.136,16,0,17,3,0,1,0,0.0,466,422
468,03-17,16:14:02.147,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.147,2025-03-17 16:14:02.147,16,0,17,3,0,1,0,0.011,467,422
469,03-17,16:14:02.148,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.148,2025-03-17 16:14:02.148,16,0,17,3,0,1,0,0.001,468,422
470,03-17,16:14:02.155,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.155,2025-03-17 16:14:02.155,16,0,17,3,0,1,0,0.007,469,422
471,03-17,16:14:02.156,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.156,2025-03-17 16:14:02.156,16,0,17,3,0,1,0,0.001,470,422
472,03-17,16:14:02.164,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.164,2025-03-17 16:14:02.164,16,0,17,3,0,1,0,0.008,471,422
473,03-17,16:14:02.164,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.164,2025-03-17 16:14:02.164,16,0,17,3,0,1,0,0.0,472,422
474,03-17,16:14:02.181,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.181,2025-03-17 16:14:02.181,16,0,17,3,0,1,0,0.017,473,422
475,03-17,16:14:02.182,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.182,2025-03-17 16:14:02.182,16,0,17,3,0,1,0,0.001,474,422
476,03-17,16:14:02.195,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.195,2025-03-17 16:14:02.195,16,0,17,3,0,1,0,0.013,475,422
477,03-17,16:14:02.195,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.195,2025-03-17 16:14:02.195,16,0,17,3,0,1,0,0.0,476,422
478,03-17,16:14:02.213,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.213,2025-03-17 16:14:02.213,16,0,17,3,0,1,0,0.018,477,422
479,03-17,16:14:02.214,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.214,2025-03-17 16:14:02.214,16,0,17,3,0,1,0,0.001,478,422
480,03-17,16:14:02.602,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261867236, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",0,normal,Android_2k,2025-03-17 16:14:02.602,2025-03-17 16:14:02.602,16,0,17,3,0,1,0,0.388,479,422
481,03-17,16:14:02.603,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:14:02.603,2025-03-17 16:14:02.603,16,0,17,3,0,1,0,0.001,480,422
482,03-17,16:14:02.765,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.765,2025-03-17 16:14:02.765,16,0,17,3,0,1,0,0.162,481,422
483,03-17,16:14:02.765,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.765,2025-03-17 16:14:02.765,16,0,17,3,0,1,0,0.0,482,422
485,03-17,16:14:02.781,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.781,2025-03-17 16:14:02.781,16,0,17,3,0,1,0,0.016,483,422
484,03-17,16:14:02.781,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.781,2025-03-17 16:14:02.781,16,0,17,3,0,1,0,0.0,484,422
486,03-17,16:14:02.818,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.818,2025-03-17 16:14:02.818,16,0,17,3,0,1,0,0.037,485,422
487,03-17,16:14:02.818,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.818,2025-03-17 16:14:02.818,16,0,17,3,0,1,0,0.0,486,422
488,03-17,16:14:02.833,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.833,2025-03-17 16:14:02.833,16,0,17,3,0,1,0,0.015,487,422
489,03-17,16:14:02.834,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.834,2025-03-17 16:14:02.834,16,0,17,3,0,1,0,0.001,488,422
490,03-17,16:14:02.913,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.913,2025-03-17 16:14:02.913,16,0,17,3,0,1,0,0.079,489,422
491,03-17,16:14:02.913,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.913,2025-03-17 16:14:02.913,16,0,17,3,0,1,0,0.0,490,422
492,03-17,16:14:02.932,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:02.932,2025-03-17 16:14:02.932,16,0,17,3,0,1,0,0.019,491,422
493,03-17,16:14:02.933,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:02.933,2025-03-17 16:14:02.933,16,0,17,3,0,1,0,0.001,492,422
494,03-17,16:14:03.115,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:03.115,2025-03-17 16:14:03.115,16,0,17,3,0,1,0,0.182,493,422
495,03-17,16:14:03.116,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:03.116,2025-03-17 16:14:03.116,16,0,17,3,0,1,0,0.001,494,422
496,03-17,16:14:03.133,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:03.133,2025-03-17 16:14:03.133,16,0,17,3,0,1,0,0.017,495,422
497,03-17,16:14:03.134,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:03.134,2025-03-17 16:14:03.134,16,0,17,3,0,1,0,0.001,496,422
498,03-17,16:14:03.219,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261867854, event=2, flags=0x0, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",0,normal,Android_2k,2025-03-17 16:14:03.219,2025-03-17 16:14:03.219,16,0,17,3,0,1,0,0.085,497,422
499,03-17,16:14:03.220,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",0,normal,Android_2k,2025-03-17 16:14:03.220,2025-03-17 16:14:03.220,16,0,17,3,0,1,0,0.001,498,422
501,03-17,16:14:03.281,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",0,normal,Android_2k,2025-03-17 16:14:03.281,2025-03-17 16:14:03.281,16,0,17,3,0,1,0,0.061,499,422
500,03-17,16:14:03.281,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:03.281,2025-03-17 16:14:03.281,16,0,17,3,0,1,0,0.0,500,422
502,03-17,16:14:03.294,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,0,normal,Android_2k,2025-03-17 16:14:03.294,2025-03-17 16:14:03.294,16,0,17,3,0,1,0,0.013,501,422
503,03-17,16:14:03.294,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,0,normal,Android_2k,2025-03-17 16:14:03.294,2025-03-17 16:14:03.294,16,0,17,3,0,1,0,0.0,502,422
504,03-17,16:14:03.294,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",0,normal,Android_2k,2025-03-17 16:14:03.294,2025-03-17 16:14:03.294,16,0,17,3,0,1,0,0.0,503,422
505,03-17,16:14:03.306,2227,2227,V,PhoneStatusBar,setLightsOn(true),E123,setLightsOn(true),0,normal,Android_2k,2025-03-17 16:14:03.306,2025-03-17 16:14:03.306,16,0,17,3,0,1,0,0.012,504,422
