LineId,Date,Time,Level,Node,Component,Id,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
182,2015-07-29,"19:25:30,398",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:46798,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:25:30.398,2015-07-29 19:25:30.398,19,2,29,7,0,0,0,0.586,447,85
183,2015-07-29,"19:25:30,571",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:25:30.571,2015-07-29 19:25:30.571,19,2,29,7,0,0,0,0.173,448,85
902,2015-07-29,"19:25:32,397",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:55648,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:25:32.397,2015-07-29 19:25:32.397,19,2,29,7,0,0,0,1.826,449,85
903,2015-07-29,"19:25:32,505",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:25:32.505,2015-07-29 19:25:32.505,19,2,29,7,0,0,0,0.108,450,85
1580,2015-07-29,"19:25:33,048",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:25:33.048,2015-07-29 19:25:33.048,19,2,29,7,0,0,0,0.543,451,85
1581,2015-07-29,"19:25:33,154",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:25:33.154,2015-07-29 19:25:33.154,19,2,29,7,0,0,0,0.106,452,85
184,2015-07-29,"19:25:33,833",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:25:33.833,2015-07-29 19:25:33.833,19,2,29,7,0,0,0,0.679,453,85
185,2015-07-29,"19:25:33,923",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:25:33.923,2015-07-29 19:25:33.923,19,2,29,7,0,0,0,0.09,454,85
1582,2015-07-29,"19:25:36,389",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 3, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:25:36.389,2015-07-29 19:25:36.389,19,2,29,7,0,0,0,2.466,455,85
1583,2015-07-29,"19:25:36,392",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:47367,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:25:36.392,2015-07-29 19:25:36.392,19,2,29,7,0,0,0,0.003,456,85
1584,2015-07-29,"19:25:36,464",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:25:36.464,2015-07-29 19:25:36.464,19,2,29,7,0,0,0,0.072,457,85
1585,2015-07-29,"19:25:36,494",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 3, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:25:36.494,2015-07-29 19:25:36.494,19,2,29,7,0,0,0,0.03,458,85
1586,2015-07-29,"19:25:36,572",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:45053,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:25:36.572,2015-07-29 19:25:36.572,19,2,29,7,0,0,0,0.078,459,85
1587,2015-07-29,"19:25:36,585",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:25:36.585,2015-07-29 19:25:36.585,19,2,29,7,0,0,0,0.013,460,85
186,2015-07-29,"19:25:37,062",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:46812,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:25:37.062,2015-07-29 19:25:37.062,19,2,29,7,0,0,0,0.477,461,85
187,2015-07-29,"19:25:37,065",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:25:37.065,2015-07-29 19:25:37.065,19,2,29,7,0,0,0,0.003,462,85
188,2015-07-29,"19:25:37,257",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:59130,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:25:37.257,2015-07-29 19:25:37.257,19,2,29,7,0,0,0,0.192,463,85
189,2015-07-29,"19:25:37,259",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:25:37.259,2015-07-29 19:25:37.259,19,2,29,7,0,0,0,0.002,464,85
904,2015-07-29,"19:25:39,079",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:25:39.079,2015-07-29 19:25:39.079,19,2,29,7,0,0,0,1.82,465,85
905,2015-07-29,"19:25:39,080",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:25:39.080,2015-07-29 19:25:39.080,19,2,29,7,0,0,0,0.001,466,85
906,2015-07-29,"19:25:39,188",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:25:39.188,2015-07-29 19:25:39.188,19,2,29,7,0,0,0,0.108,467,85
1588,2015-07-29,"19:25:39,729",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:25:39.729,2015-07-29 19:25:39.729,19,2,29,7,0,0,0,0.541,468,85
190,2015-07-29,"19:25:40,484",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:48922,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:25:40.484,2015-07-29 19:25:40.484,19,2,29,7,0,0,0,0.755,469,85
191,2015-07-29,"19:25:40,600",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:25:40.600,2015-07-29 19:25:40.600,19,2,29,7,0,0,0,0.116,470,85
907,2015-07-29,"19:25:42,340",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:25:42.340,2015-07-29 19:25:42.340,19,2,29,7,0,0,0,1.74,471,85
1589,2015-07-29,"19:25:43,070",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 3, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:25:43.070,2015-07-29 19:25:43.070,19,2,29,7,0,0,0,0.73,472,85
1590,2015-07-29,"19:25:43,145",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:25:43.145,2015-07-29 19:25:43.145,19,2,29,7,0,0,0,0.075,473,85
192,2015-07-29,"19:25:43,751",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:25:43.751,2015-07-29 19:25:43.751,19,2,29,7,0,0,0,0.606,474,85
193,2015-07-29,"19:25:47,102",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:25:47.102,2015-07-29 19:25:47.102,19,2,29,7,0,0,0,3.351,475,85
194,2015-07-29,"19:25:47,195",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:25:47.195,2015-07-29 19:25:47.195,19,2,29,7,0,0,0,0.093,476,85
908,2015-07-29,"19:25:49,016",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:25:49.016,2015-07-29 19:25:49.016,19,2,29,7,0,0,0,1.821,477,85
909,2015-07-29,"19:25:49,027",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:25:49.027,2015-07-29 19:25:49.027,19,2,29,7,0,0,0,0.011,478,85
1591,2015-07-29,"19:25:49,854",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:25:49.854,2015-07-29 19:25:49.854,19,2,29,7,0,0,0,0.827,479,85
195,2015-07-29,"19:25:50,507",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:25:50.507,2015-07-29 19:25:50.507,19,2,29,7,0,0,0,0.653,480,85
196,2015-07-29,"19:25:50,537",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:25:50.537,2015-07-29 19:25:50.537,19,2,29,7,0,0,0,0.03,481,85
197,2015-07-29,"19:25:50,615",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:25:50.615,2015-07-29 19:25:50.615,19,2,29,7,0,0,0,0.078,482,85
1592,2015-07-29,"19:25:55,059",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:25:55.059,2015-07-29 19:25:55.059,19,2,29,7,0,0,0,4.444,483,85
1593,2015-07-29,"19:25:55,268",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:25:55.268,2015-07-29 19:25:55.268,19,2,29,7,0,0,0,0.209,484,85
910,2015-07-29,"19:25:57,870",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:43557,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:25:57.870,2015-07-29 19:25:57.870,19,2,29,7,0,0,0,2.602,485,85
1594,2015-07-29,"19:25:58,399",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:25:58.399,2015-07-29 19:25:58.399,19,2,29,7,0,0,0,0.529,486,85
1595,2015-07-29,"19:26:01,736",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:26:01.736,2015-07-29 19:26:01.736,19,2,29,7,0,0,0,3.337,487,53
1596,2015-07-29,"19:26:01,947",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:26:01.947,2015-07-29 19:26:01.947,19,2,29,7,0,0,0,0.211,488,53
911,2015-07-29,"19:26:04,443",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:26:04.443,2015-07-29 19:26:04.443,19,2,29,7,0,0,0,2.496,489,53
912,2015-07-29,"19:26:07,781",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:26:07.781,2015-07-29 19:26:07.781,19,2,29,7,0,0,0,3.338,490,53
913,2015-07-29,"19:26:07,890",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:26:07.890,2015-07-29 19:26:07.890,19,2,29,7,0,0,0,0.109,491,53
914,2015-07-29,"19:26:11,228",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:43606,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:26:11.228,2015-07-29 19:26:11.228,19,2,29,7,0,0,0,3.338,492,53
1597,2015-07-29,"19:26:11,758",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:26:11.758,2015-07-29 19:26:11.758,19,2,29,7,0,0,0,0.53,493,53
915,2015-07-29,"19:26:14,363",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:26:14.363,2015-07-29 19:26:14.363,19,2,29,7,0,0,0,2.605,494,53
916,2015-07-29,"19:26:14,459",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:26:14.459,2015-07-29 19:26:14.459,19,2,29,7,0,0,0,0.096,495,53
1598,2015-07-29,"19:26:15,102",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:26:15.102,2015-07-29 19:26:15.102,19,2,29,7,0,0,0,0.643,496,53
1599,2015-07-29,"19:26:16,412",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:47512,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:26:16.412,2015-07-29 19:26:16.412,19,2,29,7,0,0,0,1.31,497,53
917,2015-07-29,"19:26:17,799",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:55803,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:26:17.799,2015-07-29 19:26:17.799,19,2,29,7,0,0,0,1.387,498,53
918,2015-07-29,"19:26:17,801",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:26:17.801,2015-07-29 19:26:17.801,19,2,29,7,0,0,0,0.002,499,53
919,2015-07-29,"19:26:17,908",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:26:17.908,2015-07-29 19:26:17.908,19,2,29,7,0,0,0,0.107,500,53
1600,2015-07-29,"19:26:18,433",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:47515,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:26:18.433,2015-07-29 19:26:18.433,19,2,29,7,0,0,0,0.525,501,53
1601,2015-07-29,"19:26:18,534",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:47931,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:26:18.534,2015-07-29 19:26:18.534,19,2,29,7,0,0,0,0.101,502,53
920,2015-07-29,"19:26:21,040",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:26:21.040,2015-07-29 19:26:21.040,19,2,29,7,0,0,0,2.506,503,53
1602,2015-07-29,"19:26:21,780",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:26:21.780,2015-07-29 19:26:21.780,19,2,29,7,0,0,0,0.74,504,53
1603,2015-07-29,"19:26:21,874",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:26:21.874,2015-07-29 19:26:21.874,19,2,29,7,0,0,0,0.094,505,53
1604,2015-07-29,"19:26:21,877",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:26:21.877,2015-07-29 19:26:21.877,19,2,29,7,0,0,0,0.003,506,53
921,2015-07-29,"19:26:24,383",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:26:24.383,2015-07-29 19:26:24.383,19,2,29,7,0,0,0,2.506,507,53
1605,2015-07-29,"19:26:25,214",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:47954,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:26:25.214,2015-07-29 19:26:25.214,19,2,29,7,0,0,0,0.831,508,53
1606,2015-07-29,"19:26:28,458",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 3, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:26:28.458,2015-07-29 19:26:28.458,19,2,29,7,0,0,0,3.244,509,53
1607,2015-07-29,"19:26:31,792",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:26:31.792,2015-07-29 19:26:31.792,19,2,29,7,0,0,0,3.334,510,53
1608,2015-07-29,"19:26:32,001",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:26:32.001,2015-07-29 19:26:32.001,19,2,29,7,0,0,0,0.209,511,53
922,2015-07-29,"19:26:34,606",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:43693,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:26:34.606,2015-07-29 19:26:34.606,19,2,29,7,0,0,0,2.605,512,53
1609,2015-07-29,"19:26:35,137",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:26:35.137,2015-07-29 19:26:35.137,19,2,29,7,0,0,0,0.531,513,53
1610,2015-07-29,"19:26:35,235",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:26:35.235,2015-07-29 19:26:35.235,19,2,29,7,0,0,0,0.098,514,53
1611,2015-07-29,"19:26:38,476",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:47613,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:26:38.476,2015-07-29 19:26:38.476,19,2,29,7,0,0,0,3.241,515,53
1612,2015-07-29,"19:26:38,572",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 3, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:26:38.572,2015-07-29 19:26:38.572,19,2,29,7,0,0,0,0.096,516,53
1613,2015-07-29,"19:26:38,683",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:26:38.683,2015-07-29 19:26:38.683,19,2,29,7,0,0,0,0.111,517,53
1614,2015-07-29,"19:26:41,914",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:26:41.914,2015-07-29 19:26:41.914,19,2,29,7,0,0,0,3.231,518,53
923,2015-07-29,"19:26:44,416",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:26:44.416,2015-07-29 19:26:44.416,19,2,29,7,0,0,0,2.502,519,53
924,2015-07-29,"19:26:44,418",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:26:44.418,2015-07-29 19:26:44.418,19,2,29,7,0,0,0,0.002,520,53
925,2015-07-29,"19:26:44,625",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:43730,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:26:44.625,2015-07-29 19:26:44.625,19,2,29,7,0,0,0,0.207,521,53
1615,2015-07-29,"19:26:45,151",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:26:45.151,2015-07-29 19:26:45.151,19,2,29,7,0,0,0,0.526,522,53
926,2015-07-29,"19:26:47,753",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:59250,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:26:47.753,2015-07-29 19:26:47.753,19,2,29,7,0,0,0,2.602,523,53
1616,2015-07-29,"19:26:48,591",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 3, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:26:48.591,2015-07-29 19:26:48.591,19,2,29,7,0,0,0,0.838,524,53
1617,2015-07-29,"19:26:48,698",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:45309,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:26:48.698,2015-07-29 19:26:48.698,19,2,29,7,0,0,0,0.107,525,53
1618,2015-07-29,"19:26:48,698",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue,1,hardware_issue,Zookeeper_2k,2015-07-29 19:26:48.698,2015-07-29 19:26:48.698,19,2,29,7,0,0,0,0.0,526,53
927,2015-07-29,"19:26:51,197",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:55929,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:26:51.197,2015-07-29 19:26:51.197,19,2,29,7,0,0,0,2.499,527,53
928,2015-07-29,"19:26:51,304",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:26:51.304,2015-07-29 19:26:51.304,19,2,29,7,0,0,0,0.107,528,53
1619,2015-07-29,"19:26:51,831",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:26:51.831,2015-07-29 19:26:51.831,19,2,29,7,0,0,0,0.527,529,53
1621,2015-07-29,"19:26:51,929",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:48048,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:26:51.929,2015-07-29 19:26:51.929,19,2,29,7,0,0,0,0.098,530,53
1620,2015-07-29,"19:26:51,929",INFO,/10.10.34.13,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:48047,E40,Received connection request /<*>:<*>,0,normal,Zookeeper_2k,2015-07-29 19:26:51.929,2015-07-29 19:26:51.929,19,2,29,7,0,0,0,0.0,531,53
929,2015-07-29,"19:26:54,437",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:26:54.437,2015-07-29 19:26:54.437,19,2,29,7,0,0,0,2.508,532,53
930,2015-07-29,"19:26:54,644",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:26:54.644,2015-07-29 19:26:54.644,19,2,29,7,0,0,0,0.207,533,53
1622,2015-07-29,"19:26:55,269",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 3, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:26:55.269,2015-07-29 19:26:55.269,19,2,29,7,0,0,0,0.625,534,53
1623,2015-07-29,"19:26:55,270",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker,0,normal,Zookeeper_2k,2015-07-29 19:26:55.270,2015-07-29 19:26:55.270,19,2,29,7,0,0,0,0.001,535,53
931,2015-07-29,"19:26:57,772",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =",E11,"Connection broken for id <*>, my id = <*>, error =",0,normal,Zookeeper_2k,2015-07-29 19:26:57.772,2015-07-29 19:26:57.772,19,2,29,7,0,0,0,2.502,536,53
932,2015-07-29,"19:26:57,875",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,E42,Send worker leaving thread,0,normal,Zookeeper_2k,2015-07-29 19:26:57.875,2015-07-29 19:26:57.875,19,2,29,7,0,0,0,0.103,537,53
