LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
407,Jul,3,05:33:53,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 6,E55,<*>::<*> - retries = <*>,1,security_anomaly,Mac_2k,2025-07-03 05:33:53.000,2025-07-03 05:33:53,5,3,3,7,0,0,1,170.0,405,2
406,Jul,3,05:33:53,authorMacBook-Pro,kernel,0,,ARPT: 672735.825491: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,E139,ARPT: <*>.<*>: wl0: leaveModulePoweredForOffloads: Wi-Fi will stay on.,0,normal,Mac_2k,2025-07-03 05:33:53.000,2025-07-03 05:33:53,5,3,3,7,0,0,1,0.0,406,2
408,Jul,3,05:57:59,authorMacBook-Pro,com.apple.CDScheduler,43,,Thermal pressure state: 1 Memory pressure state: 0,E323,Thermal pressure state: <*> Memory pressure state: <*>,0,normal,Mac_2k,2025-07-03 05:57:59.000,2025-07-03 05:57:59,5,3,3,7,0,0,1,1446.0,407,1
409,Jul,3,05:58:10,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,33109,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,E203,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,1,network_anomaly,Mac_2k,2025-07-03 05:58:10.000,2025-07-03 05:58:10,5,3,3,7,0,0,1,11.0,408,1
410,Jul,3,06:09:46,authorMacBook-Pro,ntpd,207,,sigio_handler: sigio_handler_active != 0,E312,sigio_handler: sigio_handler_active != <*>,0,normal,Mac_2k,2025-07-03 06:09:46.000,2025-07-03 06:09:46,6,3,3,7,0,0,1,696.0,409,2
411,Jul,3,06:09:56,authorMacBook-Pro,com.apple.CDScheduler,258,,Thermal pressure state: 1 Memory pressure state: 0,E323,Thermal pressure state: <*> Memory pressure state: <*>,0,normal,Mac_2k,2025-07-03 06:09:56.000,2025-07-03 06:09:56,6,3,3,7,0,0,1,10.0,410,2
412,Jul,3,06:22:02,authorMacBook-Pro,kernel,0,,Sandbox: com.apple.Addres(33119) deny(1) network-outbound /private/var/run/mDNSResponder,E300,Sandbox: <*>(<*>) deny(<*>) network-outbound /private/var/run/mDNSResponder,1,security_anomaly,Mac_2k,2025-07-03 06:22:02.000,2025-07-03 06:22:02,6,3,3,7,0,0,1,726.0,411,2
413,Jul,3,06:22:20,authorMacBook-Pro,kernel,0,,"ARPT: 672922.026642: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",E140,"ARPT: <*>.<*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",0,normal,Mac_2k,2025-07-03 06:22:20.000,2025-07-03 06:22:20,6,3,3,7,0,0,1,18.0,412,2
414,Jul,3,06:33:47,authorMacBook-Pro,kernel,0,,ARPT: 672925.537944: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],E125,ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[enable],0,normal,Mac_2k,2025-07-03 06:33:47.000,2025-07-03 06:33:47,6,3,3,7,0,0,1,687.0,413,3
415,Jul,3,06:33:47,authorMacBook-Pro,kernel,0,,ARPT: 672925.539048: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],E128,ARPT: <*>.<*>: AirPort_<*>::syncPowerState: WWEN[enabled],0,normal,Mac_2k,2025-07-03 06:33:47.000,2025-07-03 06:33:47,6,3,3,7,0,0,1,0.0,414,3
416,Jul,3,06:33:47,authorMacBook-Pro,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,E252,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,0,normal,Mac_2k,2025-07-03 06:33:47.000,2025-07-03 06:33:47,6,3,3,7,0,0,1,0.0,415,3
417,Jul,3,06:45:42,authorMacBook-Pro,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,E122,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,0,normal,Mac_2k,2025-07-03 06:45:42.000,2025-07-03 06:45:42,6,3,3,7,0,0,1,715.0,416,2
418,Jul,3,06:45:43,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>,0,normal,Mac_2k,2025-07-03 06:45:43.000,2025-07-03 06:45:43,6,3,3,7,0,0,1,1.0,417,2
419,Jul,3,06:46:03,authorMacBook-Pro,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,E323,Thermal pressure state: <*> Memory pressure state: <*>,0,normal,Mac_2k,2025-07-03 06:46:03.000,2025-07-03 06:46:03,6,3,3,7,0,0,1,20.0,418,2
420,Jul,3,06:46:24,authorMacBook-Pro,kernel,0,,ARPT: 673002.849007: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f,E142,ARPT: <*>.<*>: wl0: MDNS: IPV6 Addr: <*>,0,normal,Mac_2k,2025-07-03 06:46:24.000,2025-07-03 06:46:24,6,3,3,7,0,0,1,21.0,419,2
422,Jul,3,06:57:52,authorMacBook-Pro,sharingd,30299,,06:57:52.002 : Purged contact hashes,E69,<*>:<*>:<*>.<*> : Purged contact hashes,0,normal,Mac_2k,2025-07-03 06:57:52.000,2025-07-03 06:57:52,6,3,3,7,0,0,1,688.0,420,2
421,Jul,3,06:57:52,authorMacBook-Pro,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,E252,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,0,normal,Mac_2k,2025-07-03 06:57:52.000,2025-07-03 06:57:52,6,3,3,7,0,0,1,0.0,421,2
423,Jul,3,07:09:47,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>,0,normal,Mac_2k,2025-07-03 07:09:47.000,2025-07-03 07:09:47,7,3,3,7,0,0,0,715.0,422,1
424,Jul,3,07:10:10,authorMacBook-Pro,sandboxd,129,[33139],com.apple.Addres(33139) deny network-outbound /private/var/run/mDNSResponder,E52,<*>(<*>) deny network-outbound /private/var/run/mDNSResponder,1,security_anomaly,Mac_2k,2025-07-03 07:10:10.000,2025-07-03 07:10:10,7,3,3,7,0,0,0,23.0,423,2
425,Jul,3,07:10:13,authorMacBook-Pro,sandboxd,129,[33139],com.apple.Addres(33139) deny network-outbound /private/var/run/mDNSResponder,E52,<*>(<*>) deny network-outbound /private/var/run/mDNSResponder,1,security_anomaly,Mac_2k,2025-07-03 07:10:13.000,2025-07-03 07:10:13,7,3,3,7,0,0,0,3.0,424,2
426,Jul,3,07:21:45,authorMacBook-Pro,kernel,0,,ARPT: 673078.174655: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],E124,ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[disable],0,normal,Mac_2k,2025-07-03 07:21:45.000,2025-07-03 07:21:45,7,3,3,7,0,0,0,692.0,425,1
427,Jul,3,07:33:34,authorMacBook-Pro,kernel,0,,"ARPT: 673110.784021: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 4039579370, Ack 2406464715, Win size 278",E150,"ARPT: <*>.<*>: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*>, Ack <*>, Win size <*>",0,normal,Mac_2k,2025-07-03 07:33:34.000,2025-07-03 07:33:34,7,3,3,7,0,0,0,709.0,426,5
428,Jul,3,07:33:34,authorMacBook-Pro,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,E122,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,0,normal,Mac_2k,2025-07-03 07:33:34.000,2025-07-03 07:33:34,7,3,3,7,0,0,0,0.0,427,5
429,Jul,3,07:33:34,authorMacBook-Pro,sharingd,30299,,07:33:34.878 : BTLE scanning started,E65,<*>:<*>:<*>.<*> : BTLE scanning started,0,normal,Mac_2k,2025-07-03 07:33:34.000,2025-07-03 07:33:34,7,3,3,7,0,0,0,0.0,428,5
430,Jul,3,07:33:34,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>,0,normal,Mac_2k,2025-07-03 07:33:34.000,2025-07-03 07:33:34,7,3,3,7,0,0,0,0.0,429,5
431,Jul,3,07:33:35,authorMacBook-Pro,kernel,0,,"IOPMrootDomain: idle cancel, state 1",E250,"IOPMrootDomain: idle cancel, state <*>",0,normal,Mac_2k,2025-07-03 07:33:35.000,2025-07-03 07:33:35,7,3,3,7,0,0,0,1.0,430,5
432,Jul,3,07:45:34,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::prePCIWake - power up complete - took 1 us,E57,<*>::prePCIWake - power up complete - took <*> us,0,normal,Mac_2k,2025-07-03 07:45:34.000,2025-07-03 07:45:34,7,3,3,7,0,0,0,719.0,431,2
433,Jul,3,07:45:55,authorMacBook-Pro,com.apple.CDScheduler,43,,Thermal pressure state: 0 Memory pressure state: 0,E323,Thermal pressure state: <*> Memory pressure state: <*>,0,normal,Mac_2k,2025-07-03 07:45:55.000,2025-07-03 07:45:55,7,3,3,7,0,0,0,21.0,432,2
434,Jul,3,08:21:18,authorMacBook-Pro,kernel,0,,ARPT: 673255.225425: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],E125,ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[enable],0,normal,Mac_2k,2025-07-03 08:21:18.000,2025-07-03 08:21:18,8,3,3,7,0,0,0,2123.0,433,2
435,Jul,3,08:21:18,authorMacBook-Pro,sharingd,30299,,08:21:18.004 : Discoverable mode changed to Off,E67,<*>:<*>:<*>.<*> : Discoverable mode changed to Off,0,normal,Mac_2k,2025-07-03 08:21:18.000,2025-07-03 08:21:18,8,3,3,7,0,0,0,0.0,434,2
436,Jul,3,08:33:15,authorMacBook-Pro,kernel,0,,"ARPT: 673289.745639: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 1578355965, Ack 2401645769, Win size 278",E150,"ARPT: <*>.<*>: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*>, Ack <*>, Win size <*>",0,normal,Mac_2k,2025-07-03 08:33:15.000,2025-07-03 08:33:15,8,3,3,7,0,0,0,717.0,435,4
437,Jul,3,08:33:41,authorMacBook-Pro,locationd,82,,"NETWORK: requery, 0, 0, 0, 0, 252, items, fQueryRetries, 0, fLastRetryTimestamp, 520783088.4",E271,"NETWORK: requery, <*>, <*>, <*>, <*>, <*>, items, fQueryRetries, <*>, fLastRetryTimestamp, <*>.<*>",0,normal,Mac_2k,2025-07-03 08:33:41.000,2025-07-03 08:33:41,8,3,3,7,0,0,0,26.0,436,4
438,Jul,3,08:33:45,authorMacBook-Pro,kernel,0,,"ARPT: 673321.718258: wl0: setup_keepalive: Local port: 50542, Remote port: 5223",E146,"ARPT: <*>.<*>: wl0: setup_keepalive: Local port: <*>, Remote port: <*>",0,normal,Mac_2k,2025-07-03 08:33:45.000,2025-07-03 08:33:45,8,3,3,7,0,0,0,4.0,437,4
439,Jul,3,08:33:47,authorMacBook-Pro,kernel,0,,"PM response took 1857 ms (54, powerd)",E288,"PM response took <*> ms (<*>, powerd)",0,normal,Mac_2k,2025-07-03 08:33:47.000,2025-07-03 08:33:47,8,3,3,7,0,0,0,2.0,438,4
440,Jul,3,08:45:12,authorMacBook-Pro,kernel,0,,"ARPT: 673324.060219: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 815278018, Ack 1982345407, Win size 278",E150,"ARPT: <*>.<*>: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*>, Ack <*>, Win size <*>",0,normal,Mac_2k,2025-07-03 08:45:12.000,2025-07-03 08:45:12,8,3,3,7,0,0,0,685.0,439,2
441,Jul,3,08:45:12,authorMacBook-Pro,kernel,0,,ARPT: 673325.798753: ARPT: Wake Reason: Wake on TCP Timeout,E132,ARPT: <*>.<*>: ARPT: Wake Reason: Wake on TCP Timeout,0,normal,Mac_2k,2025-07-03 08:45:12.000,2025-07-03 08:45:12,8,3,3,7,0,0,0,0.0,440,2
442,Jul,3,08:59:58,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,E120,AppleCamIn::systemWakeCall - messageType = <*>,0,normal,Mac_2k,2025-07-03 08:59:58.000,2025-07-03 08:59:58,8,3,3,7,0,0,0,886.0,441,1
443,Jul,3,09:00:02,authorMacBook-Pro,kernel,0,,"ARPT: 673399.580233: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': 13027,",E134,"ARPT: <*>.<*>: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': No, 'TimeRemaining': <*>,",1,security_anomaly,Mac_2k,2025-07-03 09:00:02.000,2025-07-03 09:00:02,9,3,3,7,0,1,0,4.0,442,1
444,Jul,3,09:09:20,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 8,E55,<*>::<*> - retries = <*>,1,security_anomaly,Mac_2k,2025-07-03 09:09:20.000,2025-07-03 09:09:20,9,3,3,7,0,1,0,558.0,443,3
445,Jul,3,09:09:50,authorMacBook-Pro,kernel,0,,"ARPT: 673431.714836: wl0: setup_keepalive: Local port: 50601, Remote port: 5223",E146,"ARPT: <*>.<*>: wl0: setup_keepalive: Local port: <*>, Remote port: <*>",0,normal,Mac_2k,2025-07-03 09:09:50.000,2025-07-03 09:09:50,9,3,3,7,0,1,0,30.0,444,3
446,Jul,3,09:09:58,authorMacBook-Pro,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,E252,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,0,normal,Mac_2k,2025-07-03 09:09:58.000,2025-07-03 09:09:58,9,3,3,7,0,1,0,8.0,445,3
447,Jul,3,09:21:24,authorMacBook-Pro,kernel,0,,"hibernate_alloc_pages act 173850, inact 24957, anon 891, throt 0, spec 73492, wire 527143, wireinit 39927",E227,"hibernate_alloc_pages act <*>, inact <*>, anon <*>, throt <*>, spec <*>, wire <*>, wireinit <*>",0,normal,Mac_2k,2025-07-03 09:21:24.000,2025-07-03 09:21:24,9,3,3,7,0,1,0,686.0,446,3
448,Jul,3,09:21:24,authorMacBook-Pro,kernel,0,,hibernate_teardown_pmap_structs done: last_valid_compact_indx 282563,E242,hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>,0,normal,Mac_2k,2025-07-03 09:21:24.000,2025-07-03 09:21:24,9,3,3,7,0,1,0,0.0,447,3
449,Jul,3,09:21:59,authorMacBook-Pro,kernel,0,,"ARPT: 673493.721766: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",E140,"ARPT: <*>.<*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs",0,normal,Mac_2k,2025-07-03 09:21:59.000,2025-07-03 09:21:59,9,3,3,7,0,1,0,35.0,448,3
450,Jul,3,09:22:01,authorMacBook-Pro,kernel,0,,"PM response took 1936 ms (54, powerd)",E288,"PM response took <*> ms (<*>, powerd)",0,normal,Mac_2k,2025-07-03 09:22:01.000,2025-07-03 09:22:01,9,3,3,7,0,1,0,2.0,449,1
451,Jul,3,09:57:10,authorMacBook-Pro,sharingd,30299,,09:57:10.384 : Scanning mode Contacts Only,E70,<*>:<*>:<*>.<*> : Scanning mode Contacts Only,0,normal,Mac_2k,2025-07-03 09:57:10.000,2025-07-03 09:57:10,9,3,3,7,0,1,0,2109.0,450,4
452,Jul,3,09:57:11,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread,E121,AppleCamIn::wakeEventHandlerThread,0,normal,Mac_2k,2025-07-03 09:57:11.000,2025-07-03 09:57:11,9,3,3,7,0,1,0,1.0,451,4
453,Jul,3,09:57:29,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,33216,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 1,E203,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,1,network_anomaly,Mac_2k,2025-07-03 09:57:29.000,2025-07-03 09:57:29,9,3,3,7,0,1,0,18.0,452,4
454,Jul,3,09:57:35,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,33216,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 3,E203,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,1,network_anomaly,Mac_2k,2025-07-03 09:57:35.000,2025-07-03 09:57:35,9,3,3,7,0,1,0,6.0,453,4
455,Jul,3,10:09:01,authorMacBook-Pro,kernel,0,,Previous sleep cause: 5,E293,Previous sleep cause: <*>,0,normal,Mac_2k,2025-07-03 10:09:01.000,2025-07-03 10:09:01,10,3,3,7,0,1,0,686.0,454,3
456,Jul,3,10:09:01,authorMacBook-Pro,kernel,0,,AirPort: Link Up on awdl0,E111,AirPort: Link Up on awdl0,0,normal,Mac_2k,2025-07-03 10:09:01.000,2025-07-03 10:09:01,10,3,3,7,0,1,0,0.0,455,3
457,Jul,3,10:09:01,authorMacBook-Pro,ntpd,207,,sigio_handler: sigio_handler_active != 1,E312,sigio_handler: sigio_handler_active != <*>,0,normal,Mac_2k,2025-07-03 10:09:01.000,2025-07-03 10:09:01,10,3,3,7,0,1,0,0.0,456,3
458,Jul,3,10:20:32,authorMacBook-Pro,QQ,10018,,button report: 0x80039B7,E161,button report: <*>,0,normal,Mac_2k,2025-07-03 10:20:32.000,2025-07-03 10:20:32,10,3,3,7,0,1,0,691.0,457,1
459,Jul,3,10:28:07,authorMacBook-Pro,pkd,324,,enabling pid=30298 for plug-in com.apple.ncplugin.weather(1.0) 131FE7ED-87F7-471D-8797-C11107688DF7 /System/Library/CoreServices/Weather.app/Contents/PlugIns/com.apple.ncplugin.weather.appex,E211,enabling pid=<*> for plug-in com.apple.ncplugin.weather(<*>.<*>) <*>-<*>-<*>-<*>-<*> <*>,0,normal,Mac_2k,2025-07-03 10:28:07.000,2025-07-03 10:28:07,10,3,3,7,0,1,0,455.0,458,1
460,Jul,3,10:32:45,authorMacBook-Pro,QQ,10018,,FA||Url||taskID[2019353296] dealloc,E216,FA||Url||taskID[<*>] dealloc,0,normal,Mac_2k,2025-07-03 10:32:45.000,2025-07-03 10:32:45,10,3,3,7,0,1,0,278.0,459,1
461,Jul,3,10:40:41,authorMacBook-Pro,GoogleSoftwareUpdateAgent,33263,,"2017-07-03 10:40:41.730 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:0x10062de70 ticketStore=<KSPersistentTicketStore:0x1005206e0 store=<KSKeyedPersistentStore:0x1005282c0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:0x100510480 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore.lock"" locked=NO > >> processor=<KSActionProcessor:0x10062e060 delegate=<KSUpdateEngine:0x10062de70> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x10062d2d0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=0 >",E76,<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=<*> lockFile=<KSLockFile:<*> path=<*> locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*>> isProcessing=NO actionsCompleted=<*> progress=<*>.<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:<*> path=<*> errors=<*> >,0,normal,Mac_2k,2025-07-03 10:40:41.000,2025-07-03 10:40:41,10,3,3,7,0,1,0,476.0,460,2
462,Jul,3,10:40:42,authorMacBook-Pro,GoogleSoftwareUpdateAgent,33263,,2017-07-03 10:40:42.940 GoogleSoftwareUpdateAgent[33263/0x700000323000] [lvl=2] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,E82,<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,0,normal,Mac_2k,2025-07-03 10:40:42.000,2025-07-03 10:40:42,10,3,3,7,0,1,0,1.0,461,2
463,Jul,3,11:22:49,authorMacBook-Pro,QQ,10018,,FA||Url||taskID[2019353306] dealloc,E216,FA||Url||taskID[<*>] dealloc,0,normal,Mac_2k,2025-07-03 11:22:49.000,2025-07-03 11:22:49,11,3,3,7,0,1,0,2527.0,462,1
464,Jul,3,11:27:14,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:27:14.923] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,E12,[<*>:<*>:<*>.<*>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1,performance_issue,Mac_2k,2025-07-03 11:27:14.000,2025-07-03 11:27:14,11,3,3,7,0,1,0,265.0,463,1
465,Jul,3,11:31:49,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:31:49.472] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/LegibleOutput/FigAgglomerator.c line 92,E17,[<*>:<*>:<*>.<*>] FigAgglomeratorSetObjectForKey signalled err=<*> (kFigStringConformerError_ParamErr) (NULL key) at <*> line <*>,0,normal,Mac_2k,2025-07-03 11:31:49.000,2025-07-03 11:31:49,11,3,3,7,0,1,0,275.0,464,2
466,Jul,3,11:31:49,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:31:49.593] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092,E18,[<*>:<*>:<*>.<*>] itemasync_CopyProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,1,system_failure,Mac_2k,2025-07-03 11:31:49.000,2025-07-03 11:31:49,11,3,3,7,0,1,0,0.0,465,2
467,Jul,3,11:34:44,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:34:44.290] itemasync_CopyProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2092,E18,[<*>:<*>:<*>.<*>] itemasync_CopyProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,1,system_failure,Mac_2k,2025-07-03 11:34:44.000,2025-07-03 11:34:44,11,3,3,7,0,1,0,175.0,466,1
468,Jul,3,11:38:27,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:38:27.892] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce1406d600) rejecting report of layer being serviced - IQ has not yet begun to update,E16,[<*>:<*>:<*>.<*>] <<<< IQ-CA >>>> piqca_setUsePreQueue: (<*>) rejecting report of layer being serviced - IQ has not yet begun to update,0,normal,Mac_2k,2025-07-03 11:38:27.000,2025-07-03 11:38:27,11,3,3,7,0,1,0,223.0,467,1
469,Jul,3,11:39:18,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:39:18.356] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce15069400) rejecting report of layer being serviced - IQ has not yet begun to update,E16,[<*>:<*>:<*>.<*>] <<<< IQ-CA >>>> piqca_setUsePreQueue: (<*>) rejecting report of layer being serviced - IQ has not yet begun to update,0,normal,Mac_2k,2025-07-03 11:39:18.000,2025-07-03 11:39:18,11,3,3,7,0,1,0,51.0,468,1
470,Jul,3,11:41:18,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:41:18.041] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce16267800) rejecting report of layer being serviced - IQ has not yet begun to update,E16,[<*>:<*>:<*>.<*>] <<<< IQ-CA >>>> piqca_setUsePreQueue: (<*>) rejecting report of layer being serviced - IQ has not yet begun to update,0,normal,Mac_2k,2025-07-03 11:41:18.000,2025-07-03 11:41:18,11,3,3,7,0,1,0,120.0,469,1
471,Jul,3,11:48:35,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:48:35.539] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,E12,[<*>:<*>:<*>.<*>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1,performance_issue,Mac_2k,2025-07-03 11:48:35.000,2025-07-03 11:48:35,11,3,3,7,0,1,0,437.0,470,1
472,Jul,3,11:50:02,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:50:02.531] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,E19,[<*>:<*>:<*>.<*>] itemasync_SetProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,1,system_failure,Mac_2k,2025-07-03 11:50:02.000,2025-07-03 11:50:02,11,3,3,7,0,1,0,87.0,471,2
473,Jul,3,11:50:13,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:50:13.362] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,E19,[<*>:<*>:<*>.<*>] itemasync_SetProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,1,system_failure,Mac_2k,2025-07-03 11:50:13.000,2025-07-03 11:50:13,11,3,3,7,0,1,0,11.0,472,2
474,Jul,3,11:51:29,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:51:29.334] itemasync_SetProperty signalled err=-12785 (kFigBaseObjectError_Invalidated) (invalidated) at /Library/Caches/com.apple.xbs/Sources/CoreMedia/CoreMedia-1731.15.207/Prototypes/Player/FigPlayer_Async.c line 2306,E19,[<*>:<*>:<*>.<*>] itemasync_SetProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,1,system_failure,Mac_2k,2025-07-03 11:51:29.000,2025-07-03 11:51:29,11,3,3,7,0,1,0,76.0,473,1
