LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate,AnomalyLabel,AnomalyLabelName,Source,timestamp_normalized,timestamp_dt,hour,day_of_week,day_of_month,month,is_weekend,is_business_hours,is_night,time_diff_seconds,log_index,logs_last_10
324,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:23.131,25746,INFO,nova.osapi_compute.wsgi.server,req-f0bffbc3-5ab0-4916-91c1-0a61dd7d4ec2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.2131531",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:23.131,2017-05-16 00:02:23.131,0,1,16,5,0,0,1,0.438,323,129
325,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:23.171,2931,INFO,nova.compute.manager,req-06631678-1e19-4e4e-bddf-a588d8ea6217 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Took 0.48 seconds to deallocate network for instance.,E13,[instance: <*>] Took <*>.<*> seconds to deallocate network for instance.,0,normal,OpenStack_2k,2017-05-16 00:02:23.171,2017-05-16 00:02:23.171,0,1,16,5,0,0,1,0.04,324,129
326,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:24.244,25746,INFO,nova.osapi_compute.wsgi.server,req-16984fba-a60d-4234-9a5c-2f5f9bb45081 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.1063731",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:24.244,2017-05-16 00:02:24.244,0,1,16,5,0,0,1,1.073,325,129
327,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:25.118,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E42,Unknown base file: <*>,0,normal,OpenStack_2k,2017-05-16 00:02:25.118,2017-05-16 00:02:25.118,0,1,16,5,0,0,1,0.874,326,129
328,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:25.119,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E36,Removable base files: <*>,0,normal,OpenStack_2k,2017-05-16 00:02:25.119,2017-05-16 00:02:25.119,0,1,16,5,0,0,1,0.001,327,129
329,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:25.120,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Base or swap file too young to remove: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E29,Base or swap file too young to remove: <*>,0,normal,OpenStack_2k,2017-05-16 00:02:25.120,2017-05-16 00:02:25.120,0,1,16,5,0,0,1,0.001,328,129
330,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:25.212,25746,INFO,nova.api.openstack.wsgi,req-3fa8a45e-031e-4f3b-b327-b9cd4210f3ba f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,HTTP exception thrown: No instances found for any event,E33,HTTP exception thrown: No instances found for any event,0,normal,OpenStack_2k,2017-05-16 00:02:25.212,2017-05-16 00:02:25.212,0,1,16,5,0,0,1,0.092,329,129
331,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:25.214,25746,INFO,nova.osapi_compute.wsgi.server,req-3fa8a45e-031e-4f3b-b327-b9cd4210f3ba f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.1029620",E26,"<*> ""POST <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:25.214,2017-05-16 00:02:25.214,0,1,16,5,0,0,1,0.002,330,129
332,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:30.114,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E42,Unknown base file: <*>,0,normal,OpenStack_2k,2017-05-16 00:02:30.114,2017-05-16 00:02:30.114,0,1,16,5,0,0,1,4.9,331,129
333,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:30.115,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E36,Removable base files: <*>,0,normal,OpenStack_2k,2017-05-16 00:02:30.115,2017-05-16 00:02:30.115,0,1,16,5,0,0,1,0.001,332,129
334,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:30.118,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E37,Removing base or swap file: <*>,0,normal,OpenStack_2k,2017-05-16 00:02:30.118,2017-05-16 00:02:30.118,0,1,16,5,0,0,1,0.003,333,129
335,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:34.773,25746,INFO,nova.osapi_compute.wsgi.server,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.5169401",E26,"<*> ""POST <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:34.773,2017-05-16 00:02:34.773,0,1,16,5,0,0,1,4.655,334,129
336,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:34.974,25746,INFO,nova.osapi_compute.wsgi.server,req-878d8f43-04d4-4bce-a27a-3feca48ba5eb 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1964839",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:34.974,2017-05-16 00:02:34.974,0,1,16,5,0,0,1,0.201,335,129
337,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.071,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",E1,"[instance: <*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU",0,normal,OpenStack_2k,2017-05-16 00:02:35.071,2017-05-16 00:02:35.071,0,1,16,5,0,0,1,0.097,336,129
338,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.072,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Total memory: 64172 MB, used: 512.00 MB",E17,"[instance: <*>] Total memory: <*> MB, used: <*>.<*> MB",0,normal,OpenStack_2k,2017-05-16 00:02:35.072,2017-05-16 00:02:35.072,0,1,16,5,0,0,1,0.001,337,129
339,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.073,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] memory limit: 96258.00 MB, free: 95746.00 MB",E10,"[instance: <*>] memory limit: <*>.<*> MB, free: <*>.<*> MB",0,normal,OpenStack_2k,2017-05-16 00:02:35.073,2017-05-16 00:02:35.073,0,1,16,5,0,0,1,0.001,338,129
340,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.074,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Total disk: 15 GB, used: 0.00 GB",E16,"[instance: <*>] Total disk: <*> GB, used: <*>.<*> GB",0,normal,OpenStack_2k,2017-05-16 00:02:35.074,2017-05-16 00:02:35.074,0,1,16,5,0,0,1,0.001,339,129
341,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.075,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] disk limit not specified, defaulting to unlimited",E6,"[instance: <*>] disk limit not specified, defaulting to unlimited",0,normal,OpenStack_2k,2017-05-16 00:02:35.075,2017-05-16 00:02:35.075,0,1,16,5,0,0,1,0.001,340,129
343,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.076,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] vcpu limit not specified, defaulting to unlimited",E19,"[instance: <*>] vcpu limit not specified, defaulting to unlimited",0,normal,OpenStack_2k,2017-05-16 00:02:35.076,2017-05-16 00:02:35.076,0,1,16,5,0,0,1,0.001,341,129
342,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.076,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Total vcpu: 16 VCPU, used: 0.00 VCPU",E18,"[instance: <*>] Total vcpu: <*> VCPU, used: <*>.<*> VCPU",0,normal,OpenStack_2k,2017-05-16 00:02:35.076,2017-05-16 00:02:35.076,0,1,16,5,0,0,1,0.0,342,129
344,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.109,2931,INFO,nova.compute.claims,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Claim successful,E2,[instance: <*>] Claim successful,0,normal,OpenStack_2k,2017-05-16 00:02:35.109,2017-05-16 00:02:35.109,0,1,16,5,0,0,1,0.033,343,129
345,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:35.170,25746,INFO,nova.osapi_compute.wsgi.server,req-bb86cdcb-2b6e-410f-b422-7209c14f060d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1575 time: 0.1929309",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:35.170,2017-05-16 00:02:35.170,0,1,16,5,0,0,1,0.061,344,129
346,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:35.348,25746,INFO,nova.osapi_compute.wsgi.server,req-07bc4660-d894-4b67-8bb7-0b1ebe315af2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/95960536-049b-41f6-9049-05fc479b6a7c HTTP/1.1"" status: 200 len: 1708 time: 0.1721809",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:35.348,2017-05-16 00:02:35.348,0,1,16,5,0,0,1,0.178,345,129
347,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:35.942,2931,INFO,nova.virt.libvirt.driver,req-d38f479d-9bb9-4276-9688-52607e8fd350 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Creating image,E3,[instance: <*>] Creating image,0,normal,OpenStack_2k,2017-05-16 00:02:35.942,2017-05-16 00:02:35.942,0,1,16,5,0,0,1,0.594,346,129
348,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:36.629,25746,INFO,nova.osapi_compute.wsgi.server,req-89a2dec8-a82e-4108-ab4a-eda9c9bc896d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2763519",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:36.629,2017-05-16 00:02:36.629,0,1,16,5,0,0,1,0.687,347,129
349,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:36.925,25746,INFO,nova.osapi_compute.wsgi.server,req-723faf03-db43-4131-a339-c792974c7721 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2896700",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:36.925,2017-05-16 00:02:36.925,0,1,16,5,0,0,1,0.296,348,129
350,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:37.163,2931,INFO,nova.compute.manager,-,[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] VM Stopped (Lifecycle Event),E23,[instance: <*>] VM Stopped (Lifecycle Event),0,normal,OpenStack_2k,2017-05-16 00:02:37.163,2017-05-16 00:02:37.163,0,1,16,5,0,0,1,0.238,349,129
351,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:38.214,25746,INFO,nova.osapi_compute.wsgi.server,req-008605fa-fa0a-483e-b596-a17329409763 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2833471",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:38.214,2017-05-16 00:02:38.214,0,1,16,5,0,0,1,1.051,350,129
352,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:38.477,25746,INFO,nova.osapi_compute.wsgi.server,req-c58e5c9b-8211-4631-a4dc-8be93e96a0d2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2586210",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:38.477,2017-05-16 00:02:38.477,0,1,16,5,0,0,1,0.263,351,129
353,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:39.736,25746,INFO,nova.osapi_compute.wsgi.server,req-44d3573a-0d2c-4610-85f3-f228ac82a1d1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2529991",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:39.736,2017-05-16 00:02:39.736,0,1,16,5,0,0,1,1.259,352,129
354,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:40.006,25746,INFO,nova.osapi_compute.wsgi.server,req-40d207ea-99bc-47cd-b37b-d2bb7e7e030c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2665081",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:40.006,2017-05-16 00:02:40.006,0,1,16,5,0,0,1,0.27,353,129
355,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:41.268,25746,INFO,nova.osapi_compute.wsgi.server,req-1756bc65-fb0b-450c-9e51-57bf965737b7 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2555981",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:41.268,2017-05-16 00:02:41.268,0,1,16,5,0,0,1,1.262,354,129
356,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:41.518,25746,INFO,nova.osapi_compute.wsgi.server,req-713cc4cb-1c01-47b1-b2d5-e5c54f7e9d21 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2455752",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:41.518,2017-05-16 00:02:41.518,0,1,16,5,0,0,1,0.25,355,129
357,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:42.794,25746,INFO,nova.osapi_compute.wsgi.server,req-35722e9e-e5fb-47d9-8e20-d5237bd7440c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2711270",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:42.794,2017-05-16 00:02:42.794,0,1,16,5,0,0,1,1.276,356,129
358,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:43.184,25746,INFO,nova.osapi_compute.wsgi.server,req-39477c65-5728-4dd9-8e3e-d8c89db36e91 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3852520",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:43.184,2017-05-16 00:02:43.184,0,1,16,5,0,0,1,0.39,357,129
359,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:44.461,25746,INFO,nova.osapi_compute.wsgi.server,req-6dd4cb0c-c909-4935-af86-a978ccb6a461 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2695961",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:44.461,2017-05-16 00:02:44.461,0,1,16,5,0,0,1,1.277,358,129
360,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:44.710,25746,INFO,nova.osapi_compute.wsgi.server,req-7bf56606-1c53-49cb-9d8d-e6afa1920cc1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2449391",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:44.710,2017-05-16 00:02:44.710,0,1,16,5,0,0,1,0.249,359,129
361,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:45.986,25746,INFO,nova.osapi_compute.wsgi.server,req-77b6a0fd-dcab-47dd-8465-13cbe5434d40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2681870",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:45.986,2017-05-16 00:02:45.986,0,1,16,5,0,0,1,1.276,360,129
362,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:46.262,25746,INFO,nova.osapi_compute.wsgi.server,req-9d8cd0a4-1fa9-4eb1-ad29-42d2756029e0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2719712",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:46.262,2017-05-16 00:02:46.262,0,1,16,5,0,0,1,0.276,361,129
363,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:47.528,25746,INFO,nova.osapi_compute.wsgi.server,req-100e1170-b42e-4840-8c18-618eec0dbb92 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2595811",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:47.528,2017-05-16 00:02:47.528,0,1,16,5,0,0,1,1.266,362,129
364,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:47.792,25746,INFO,nova.osapi_compute.wsgi.server,req-80d1efbd-1f02-4091-9827-adafc6003e3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2598870",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:47.792,2017-05-16 00:02:47.792,0,1,16,5,0,0,1,0.264,363,129
365,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:48.985,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 95960536-049b-41f6-9049-05fc479b6a7c] VM Started (Lifecycle Event),E22,[instance: <*>] VM Started (Lifecycle Event),0,normal,OpenStack_2k,2017-05-16 00:02:48.985,2017-05-16 00:02:48.985,0,1,16,5,0,0,1,1.193,364,129
366,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:49.074,25746,INFO,nova.osapi_compute.wsgi.server,req-ff142455-b2d5-4551-ad81-56244e8b4246 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2751970",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:49.074,2017-05-16 00:02:49.074,0,1,16,5,0,0,1,0.089,365,129
367,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:49.156,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 95960536-049b-41f6-9049-05fc479b6a7c] VM Paused (Lifecycle Event),E20,[instance: <*>] VM Paused (Lifecycle Event),0,normal,OpenStack_2k,2017-05-16 00:02:49.156,2017-05-16 00:02:49.156,0,1,16,5,0,0,1,0.082,366,129
368,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:49.290,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: 95960536-049b-41f6-9049-05fc479b6a7c] During sync_power_state the instance has a pending task (spawning). Skip.,E7,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.,0,normal,OpenStack_2k,2017-05-16 00:02:49.290,2017-05-16 00:02:49.290,0,1,16,5,0,0,1,0.134,367,129
369,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:02:49.351,25746,INFO,nova.osapi_compute.wsgi.server,req-bb582317-a5f0-432d-b7a1-604ce4024a61 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2720761",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",0,normal,OpenStack_2k,2017-05-16 00:02:49.351,2017-05-16 00:02:49.351,0,1,16,5,0,0,1,0.061,368,129
370,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:02:50.202,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking,0,normal,OpenStack_2k,2017-05-16 00:02:50.202,2017-05-16 00:02:50.202,0,1,16,5,0,0,1,0.851,369,129
